,project,f1,precision,recall,g-score,d2h,pci_20,ifa,pd,pf,buggyness
33,nova.csv,0.22,0.14,0.33,0.36,0.9,0.17,10,0.33,0.22,0.228070175
34,fleet-simulator.csv,1,1,1,1,0,0.23,0,1,0,0.870967742
35,japano.csv,0.48,1,0.32,0.37,0.68,0.15,3,0.32,0,0.932835821
36,qmcpack.csv,0,0,0,0,1.01,0.15,12,0,0.11,0.318181818
37,gnukeda.csv,0.62,0.62,0.62,0.53,0.62,0.21,0,0.62,0.5,0.549295775
38,powerfolder-.csv,0.44,0.29,0.86,0.4,0.88,0.19,4,0.86,0.86,0.295238095
39,jparsec.csv,0.5,0.45,0.56,0.56,0.62,0.17,2,0.56,0.43,0.394736842
40,m-m-m.csv,0.75,0.88,0.6,0.65,0.58,0.08,0,0.6,0.5,0.836065574
41,adonthell.csv,0.5,0.78,0.42,0.45,0.67,0.14,6,0.42,0.2,0.555555556
42,k3d.csv,0.32,0.19,1,0.64,0.74,0.2,0,1,0.74,0.145631068
43,fmri-dmt.csv,0,0,0,0,1.05,0.15,12,0,0.33,0.088235294
44,amanda.csv,0.62,0.55,0.6,0.6,0.58,0.17,7,0.6,0.33,0.464285714
45,jaql.csv,0.57,0.59,0.58,0.59,0.58,0.21,13,0.58,0.24,0.390041494
46,vars-redux.csv,0.44,0.5,0.4,0.44,0.66,0.17,13,0.4,0.46,0.422413793
47,megameknet.csv,0.46,0.32,0.69,0.69,0.51,0.15,1,0.69,0.31,0.2247557
48,autoopencas.csv,0.44,0.28,1,0.3,0.92,0.18,25,1,0.92,0.263473054
49,arianne.csv,0.58,0.54,0.65,0.58,0.7,0.2,1,0.65,0.3,0.5
50,sumatrapdf.csv,0.29,1,0.17,0.2,0.83,0.18,16,0.17,0,0.360465116
51,powerfolder.csv,0,0,0,0,1,0.2,24,0,0.04,0.03968254
52,openxava.csv,0.28,0.16,1,0.64,0.57,0.17,10,1,0.27,0.108108108
53,somap.csv,0.97,0.93,1,0,1,0.13,0,1,1,0.923076923
54,elateportal.csv,0.95,0.9,1,0,1,0.1,0,1,1,0.88
55,lcfizvtop.csv,0.29,0.17,1,0,1,0.25,5,1,1,0.186440678
56,arm-webradio.csv,0.67,0.5,1,0.77,0.43,0.15,0,1,0.16,0.265151515
57,geogebra.csv,0.54,0.4,0.72,0.71,0.44,0.26,10,0.72,0.2,0.222222222
58,dvd-create.csv,0.11,0.33,0.07,0.08,1,0.17,6,0.07,0,0.804347826
59,xinity.csv,0.53,0.57,0.5,0.41,0.78,0.15,1,0.5,0.6,0.611940299
60,jython.csv,0.62,0.45,1,0.95,0.2,0.21,29,1,0.2,0.129411765
61,gnupdate.csv,0.4,0.44,0.5,0.53,0.57,0.14,0,0.5,0.28,0.188679245
62,gstreamer.csv,0.75,0.75,0.75,0.73,0.43,0.19,1,0.75,0.34,0.577259475
63,plearn.csv,0.5,0.38,0.75,0.69,0.63,0.2,1,0.75,0.59,0.287804878
64,gpac.csv,0,0,0,0,1,0.15,19,0,0,0.54368932
65,quark.csv,0.5,0.4,0.5,0.55,0.51,0.17,2,0.5,0.36,0.2
66,xemeiah.csv,0.63,0.47,0.69,0.56,0.72,0.2,11,0.69,0.62,0.462068966
67,unflobtactical.csv,0.63,0.58,0.86,0,1,0.17,1,0.86,1,0.573770492
68,web-cat.csv,0.46,0.4,0.5,0.5,0.71,0.18,1,0.5,0.33,0.38
69,biodwh.csv,0.25,0.14,1,0.37,0.86,0.19,9,1,0.86,0.144578313
70,crisscross.csv,0.15,0.09,0.25,0,1,0.25,20,0.25,0.4,0.173553719
71,ofbiz.csv,0.69,0.68,0.72,0.57,0.75,0.2,0,0.72,0.58,0.674496644
72,mptvseries.csv,0.67,0.57,1,0.73,0.5,0.1,6,1,0.33,0.38
73,freelords.csv,0.8,0.8,0.75,0.67,0.59,0.18,0,0.75,0.5,0.738317757
74,delphilhlplib.csv,0.43,0.73,0.27,0.24,0.8,0.15,1,0.27,0,0.746478873
75,wow-qrsk.csv,0.57,0.47,0.75,0.76,0.32,0.23,152,0.75,0.2,0.190628328
76,les-indemodables.csv,0.52,0.35,1,0,1,0.15,3,1,1,0.362745098
77,runuomondains.csv,0.29,0.17,0.5,0.53,0.6,0.08,10,0.5,0.33,0.119402985
78,ontomorphtab.csv,0.62,0.86,0.57,0.55,0.57,0.09,1,0.57,0.2,0.625
79,libarchive.csv,0.53,0.67,0.5,0.53,0.58,0.17,1,0.5,0.23,0.418803419
80,capcode.csv,0.15,0.1,0.5,0.33,0.99,0.18,0,0.5,0.86,0.144578313
81,openmeetings.csv,0.38,0.24,1,0.78,0.48,0.16,14,1,0.41,0.141025641
82,silvertree.csv,0.62,0.6,0.8,0.68,0.49,0.17,7,0.8,0.43,0.416666667
83,hibernate.csv,0.43,0.43,0.56,0.53,0.61,0.19,32,0.56,0.31,0.286476868
84,haggle.csv,0.76,0.69,0.87,0.62,0.65,0.18,2,0.87,0.56,0.643478261
85,opensim4opencog.csv,0.17,0.11,0.5,0.48,0.76,0.22,33,0.5,0.52,0.122340426
86,jasa.csv,0.56,0.45,0.57,0.52,0.8,0.14,8,0.57,0.62,0.452054795
87,jpaul.csv,0.5,0.5,0.67,0.66,0.5,0.09,1,0.67,0.38,0.293103448
88,openmsx.csv,0.37,0.33,0.38,0.32,0.92,0.22,5,0.38,0.47,0.408805031
89,toped.csv,0.8,0.89,0.7,0.6,0.54,0.17,1,0.7,0.5,0.85
90,simplewebservices.csv,0.29,0.47,0.25,0.28,0.83,0.18,7,0.25,0.18,0.414937759
91,mvnforum.csv,0.43,0.3,0.75,,0.82,0.15,0,0.75,0.78,0.290322581
92,reaper3d.csv,0.17,0.09,0.5,0.51,0.67,0.23,20,0.5,0.3,0.074074074
93,growl-for-windows.csv,0.55,0.6,0.43,0.41,0.88,0.1,4,0.43,0.33,0.666666667
94,projectts.csv,0.18,0.25,0.14,0.16,1.01,0.17,9,0.14,0.17,0.578125
95,mvdsv.csv,1,1,1,1,0,0.15,13,1,0,0.086956522
96,fritzing.csv,0.65,0.6,0.71,0.67,0.54,0.14,0,0.71,0.4,0.483221477
97,wsmt.csv,0.78,0.7,1,0.71,0.67,0.15,6,1,0.5,0.538461538
98,swtfox.csv,0.5,0.67,0.5,0.47,0.63,0.19,0,0.5,0.15,0.380952381
99,pcsx2.csv,0.53,0.82,0.39,0.44,0.63,0.2,5,0.39,0.16,0.658088235
100,octave.csv,0.23,0.14,0.75,0.2,0.98,0.16,12,0.75,0.9,0.176
101,mule.csv,0.67,0.71,0.62,0.62,0.63,0.17,1,0.62,0.37,0.606694561
102,lamp.csv,0.22,0.15,0.33,0.37,0.69,0.21,15,0.33,0.19,0.097902098
103,m-a-d-n-e-s-s.csv,0.53,0.4,0.8,0.62,0.54,0.18,0,0.8,0.5,0.294117647
104,google-gears.csv,0.7,0.83,0.62,0.59,0.61,0.2,1,0.62,0.43,0.75974026
105,encog-cs.csv,0.48,0.45,0.46,0.5,0.59,0.21,20,0.46,0.35,0.358695652
106,awemud.csv,0.5,0.86,0.38,0.38,0.67,0.18,4,0.38,0.17,0.722222222
107,tycho.csv,0.22,0.5,0.14,0.17,0.88,0.15,2,0.14,0,0.555555556
108,tmva.csv,0.58,0.89,0.45,0.48,0.62,0.18,6,0.45,0.17,0.734513274
109,gebr.csv,0.69,0.87,0.55,0.6,0.47,0.14,1,0.55,0.25,0.720588235
110,rocrail.csv,0.45,0.29,1,0.68,0.56,0.19,3,1,0.5,0.215686275
111,trackit.csv,0.4,0.5,0.38,0.28,1.01,0.15,0,0.38,0.8,0.640625
112,ossbuild.csv,0.44,0.29,1,0.9,0.35,0.18,44,1,0.23,0.12749004
113,foursquared.csv,0.53,0.4,0.8,0.59,0.72,0.14,9,0.8,0.6,0.342857143
114,pentahoanalysistool.csv,0.57,0.42,0.67,0.67,0.64,0.12,0,0.67,0.33,0.313953488
115,extprosys.csv,0.37,0.35,0.4,0.44,0.67,0.16,0,0.4,0.3,0.28342246
116,utgb.csv,0.5,0.6,0.43,0.44,0.73,0.15,1,0.43,0.33,0.53030303
117,jmri.csv,0.54,0.59,0.56,0.48,0.72,0.18,0,0.56,0.38,0.470459519
118,virtuoso.csv,0,0,0,0,1,0.16,35,0,0,0.230769231
119,qmmp.csv,0.6,0.8,0.5,0.54,0.53,0.23,7,0.5,0.15,0.504
120,exordium.csv,0.36,0.33,0.5,0.53,0.64,0.21,9,0.5,0.27,0.253333333
121,bigdata.csv,0.81,0.9,0.75,0.59,0.66,0.21,7,0.75,0.62,0.878688525
122,k3b.csv,0.74,0.75,0.67,0.59,0.64,0.18,1,0.67,0.4,0.707317073
123,myfaces.csv,0.41,0.28,0.67,0.69,0.41,0.22,42,0.67,0.3,0.136752137
124,google-web-toolkit.csv,0.38,0.44,0.33,0.34,0.9,0.2,14,0.33,0.5,0.584745763
125,genecys.csv,0.29,1,0.17,0.2,0.83,0.13,3,0.17,0,0.873239437
126,taverna.csv,0.43,0.4,0.5,0.53,0.68,0.18,2,0.5,0.3,0.3375
127,jsidplay2.csv,0.82,0.9,0.75,0.75,0.35,0.13,0,0.75,0.25,0.746835443
128,fltk.csv,0.55,0.65,0.48,0.51,0.63,0.19,1,0.48,0.5,0.569620253
129,tradelink.csv,0.35,0.23,0.75,0.6,0.75,0.2,1,0.75,0.75,0.197916667
130,irrlicht.csv,0.32,0.78,0.2,0.24,0.82,0.18,8,0.2,0.2,0.772321429
131,jguard.csv,0.46,0.42,0.5,0.52,0.66,0.12,11,0.5,0.36,0.348837209
132,jitterbit.csv,0.7,0.64,0.74,0.78,0.3,0.18,0,0.74,0.04,0.273905997
133,etherboot.csv,0,0,0,0,1.05,0.19,15,0,0.33,0.265060241
134,customwars.csv,0.25,0.15,0.67,0.54,0.67,0.18,12,0.67,0.53,0.151785714
135,webdriver.csv,0.56,0.56,0.56,0.57,0.57,0.2,5,0.56,0.45,0.454545455
136,mediate.csv,0.59,0.67,0.62,0.53,0.6,0.21,3,0.62,0.5,0.565217391
137,plee-the-bear.csv,0.2,0.12,0.71,0.68,0.44,0.17,6,0.71,0.43,0.059566787
138,levent.csv,0.71,0.73,0.67,0.62,0.63,0.13,1,0.67,0.6,0.680555556
139,mia.csv,0.15,0.08,0.75,0.22,0.97,0.21,0,0.75,0.94,0.091836735
140,unladen-swallow.csv,0.39,0.27,0.62,0.64,0.44,0.11,1,0.62,0.3,0.115579588
141,apertium.csv,0,0,0,0,1,0.24,15,0,0,0.301204819
142,vapor.csv,0.44,0.31,0.8,0.67,0.63,0.16,1,0.8,0.6,0.260416667
143,xstore.csv,0.63,0.6,0.67,0.61,0.6,0.12,3,0.67,0.33,0.528735632
144,qcad2.csv,0.55,0.42,0.89,0.69,0.59,0.18,16,0.89,0.58,0.331034483
145,fluent-nhibernate.csv,0.43,0.27,0.75,0.73,0.35,0.11,1,0.75,0.24,0.092391304
146,wxlua.csv,0.84,0.9,0.78,0,1.02,0.11,1,0.78,1,0.916666667
147,ivef-sdk.csv,1,1,1,1,0,0.11,6,1,0,0.690721649
148,modplug.csv,0.31,1,0.18,0.22,0.82,0.13,2,0.18,0,0.696202532
149,dxengine.csv,0.56,0.42,0.8,0.61,0.72,0.18,0,0.8,0.6,0.346153846
150,jmonkeyengine.csv,0.25,0.25,0.25,0.29,0.81,0.14,3,0.25,0.3,0.264705882
151,jahshaka.csv,0.4,0.25,1,0.77,0.6,0.23,10,1,0.6,0.183333333
152,mimosa.csv,0.86,0.86,0.86,0.86,0.19,0.18,8,0.86,0.12,0.475
153,mclient-mume.csv,0.73,0.67,0.67,0.69,0.5,0.27,5,0.67,0.4,0.526315789
154,echongl.csv,0.89,0.94,0.9,0.84,0.21,0.18,0,0.9,0.14,0.722627737
155,azureus.csv,0.58,0.44,0.82,0.74,0.41,0.19,4,0.82,0.31,0.258064516
156,modellus.csv,0.65,0.65,0.65,0.65,0.5,0.18,11,0.65,0.35,0.5
157,gss.csv,0.67,1,0.67,0.63,0.5,0.1,0,0.67,0,0.6
158,lufa-lib.csv,0.6,0.55,0.6,0.63,0.59,0.15,35,0.6,0.24,0.425170068
159,cleartk.csv,0.33,0.82,0.2,0.24,0.88,0.21,4,0.2,0,0.88034188
160,kdenlive.csv,0.55,0.75,0.43,0.47,0.62,0.18,2,0.43,0.25,0.645454545
161,jppf-project.csv,0.69,0.91,0.56,0.52,0.69,0.19,0,0.56,0.5,0.92
162,synecdoche.csv,0.25,0.5,0.2,0.23,0.84,0.13,6,0.2,0.11,0.402777778
163,nosleepsoftware.csv,0.6,0.43,1,0.86,0.44,0.15,0,1,0.44,0.253968254
164,brlcad.csv,0.4,0.25,1,0,1,0.18,0,1,1,0.249006623
165,img-browse-sort.csv,0.36,0.22,1,0.35,0.83,0.18,3,1,0.75,0.254901961
166,ns-3.csv,0.62,0.7,0.59,0.54,0.66,0.22,8,0.59,0.53,0.66367713
167,h2database.csv,0.33,0.21,0.64,0.63,0.54,0.17,1,0.64,0.36,0.126190476
168,opentibia.csv,0.8,0.92,0.71,0.69,0.55,0.2,0,0.71,0.5,0.873684211
169,electric-core.csv,0.51,0.4,0.45,0.49,0.57,0.18,18,0.45,0.08,0.213630406
170,ctrlr.csv,0.29,0.23,0.25,0.29,0.87,0.19,11,0.25,0.25,0.2625
171,co-ode-owl-plugins.csv,0.57,0.67,0.67,0.55,0.5,0.19,19,0.67,0.06,0.163636364
172,galaxium.csv,0.56,0.45,0.71,0.7,0.44,0.17,2,0.71,0.33,0.286885246
173,wxstudio.csv,0.52,0.43,0.86,0.41,0.74,0.17,10,0.86,0.6,0.430232558
174,owfs.csv,0.29,0.17,1,0,1,0.14,0,1,1,0.174603175
175,emono.csv,0.62,0.73,0.5,0.54,0.62,0.17,0,0.5,0.25,0.655737705
176,gwanted.csv,0.31,0.29,0.5,0.55,0.66,0.18,27,0.5,0.26,0.170731707
177,acegisecurity.csv,0.4,0.43,0.38,0.43,0.65,0.14,1,0.38,0.24,0.277777778
178,javaprofiler.csv,0.87,0.79,0.93,0.79,0.57,0.18,0,0.93,0.43,0.675675676
179,ffigo.csv,0.6,0.8,0.56,0.53,0.71,0.17,0,0.56,0.11,0.633333333
180,esmf.csv,0.18,0.23,0.14,0.17,0.86,0.15,18,0.14,0.12,0.20625
181,glas.csv,0,0,0,0,1,0.22,17,0,0,0.402173913
182,quarkplusplus.csv,0.59,0.44,0.8,0.41,0.88,0.1,0,0.8,0.86,0.428571429
183,reaper-ecad.csv,0.33,0.2,1,0.74,0.55,0.21,33,1,0.45,0.126315789
184,aubit4gl.csv,0.69,0.54,0.8,0.57,0.7,0.15,1,0.8,0.5,0.529411765
185,abbot.csv,0.53,0.8,0.44,0.45,0.67,0.18,2,0.44,0.33,0.709677419
186,cuberok.csv,0.33,0.5,0.25,0.29,0.76,0.18,6,0.25,0,0.385964912
187,mp-rechnungs-und-kundenverwaltung.csv,0.44,0.45,0.33,0.38,0.67,0.14,1,0.33,0.25,0.315436242
188,ultimairis.csv,0.56,0.44,0.9,0.73,0.52,0.2,5,0.9,0.45,0.311258278
189,fbmanager.csv,0.71,0.62,0.83,0.68,0.53,0.15,0,0.83,0.5,0.523076923
190,frogatto.csv,0.71,0.8,0.71,0.71,0.4,0.15,3,0.71,0.14,0.52173913
191,go.csv,0.76,0.79,0.75,0.72,0.48,0.2,4,0.75,0.33,0.637096774
192,pfaedit.csv,0,0,0,0,1,0.18,17,0,0,0.606741573
193,poormans.csv,0.48,0.36,0.86,0.77,0.45,0.18,1,0.86,0.38,0.209876543
194,rectracker.csv,0.67,1,0.5,0.56,0.5,0.18,4,0.5,0,0.674698795
195,nullc.csv,0.67,1,0.6,0.56,0.5,0.17,0,0.6,0,0.819672131
196,emftriple.csv,0.15,0.08,0.5,0.52,0.82,0.1,29,0.5,0.07,0.072847682
197,kmess.csv,0.61,0.65,0.58,0.55,0.69,0.17,0,0.58,0.55,0.628378378
198,taokgame.csv,0.5,0.5,0.5,0.56,0.5,0.17,17,0.5,0.06,0.108695652
199,alsa.csv,0.7,0.72,0.67,0.65,0.56,0.19,6,0.67,0.53,0.626923077
200,riff-evolve.csv,0.56,0.56,0.44,0.5,0.61,0.19,1,0.44,0.42,0.494565217
201,xtreemfs.csv,0.95,0.91,0.94,0.82,0.5,0.21,0,0.94,0.23,0.841558442
202,kindb.csv,0.77,0.83,0.71,0.7,0.44,0.27,2,0.71,0.33,0.68
203,hatari.csv,0.67,0.57,0.67,0.68,0.47,0.21,2,0.67,0.25,0.446153846
204,oppna-program-hsatools.csv,0.7,0.91,0.62,0.58,0.48,0.22,0,0.62,0.4,0.823076923
205,sylpheed-claws.csv,0.6,0.58,0.68,0.6,0.57,0.21,7,0.68,0.38,0.480686695
206,repositorium.csv,0,0,0,0,1.01,0.16,18,0,0.28,0.113402062
207,smbopensoft.csv,0.51,0.88,0.4,0.45,0.63,0.15,1,0.4,0.05,0.49
208,pydev.csv,0.59,0.56,0.71,0.64,0.49,0.19,4,0.71,0.29,0.342857143
209,tolven.csv,0.55,0.43,0.75,0.7,0.51,0.19,15,0.75,0.44,0.291338583
210,uwom-server.csv,0.48,0.37,0.91,0.71,0.59,0.17,18,0.91,0.53,0.247787611
211,linux-ntfs.csv,0.55,0.5,0.6,0.5,0.82,0.18,1,0.6,0.5,0.472727273
212,ngl.csv,0.73,0.65,0.82,0.73,0.53,0.19,0,0.82,0.5,0.538043478
213,sabbu.csv,0.71,0.57,0.92,0.52,0.82,0.19,3,0.92,0.82,0.517857143
214,gpsmid.csv,0.82,0.75,0.8,0.81,0.44,0.22,3,0.8,0.29,0.563218391
215,lazarus-ccr.csv,0.67,0.57,0.8,0.71,0.63,0.18,1,0.8,0.6,0.461538462
216,gbif-providertoolkit.csv,0.44,0.33,0.67,0.68,0.44,0.12,7,0.67,0.43,0.172839506
217,bibedt.csv,0.25,0.17,0.5,0.47,0.8,0.18,8,0.5,0.62,0.196078431
218,leechcraft.csv,0.5,0.83,0.33,0.38,0.67,0.18,1,0.33,0.2,0.545454545
219,xharbour.csv,0.64,0.94,0.53,0.47,0.82,0.15,2,0.53,0.25,0.820754717
220,truevision.csv,0.43,0.44,0.5,0.48,0.76,0.19,13,0.5,0.14,0.348623853
221,pustefix.csv,0.4,0.25,0.8,0.29,0.94,0.18,4,0.8,0.92,0.270588235
222,ossim.csv,0.12,0.07,0.67,0.62,0.66,0.16,1,0.67,0.65,0.056737589
223,wikipediardware.csv,0.84,0.78,1,0,1,0.09,0,1,1,0.730769231
224,vxl.csv,0.24,0.15,0.57,0.2,1.02,0.2,9,0.57,0.74,0.245033113
225,natpad.csv,0.64,0.55,0.67,0.66,0.51,0.18,2,0.67,0.38,0.401869159
226,tart.csv,0.12,0.06,1,0.51,0.83,0.16,12,1,0.76,0.053191489
227,atlc.csv,0.4,1,0.25,0.29,0.75,0.14,0,0.25,0,0.585714286
228,yafdotnet.csv,0.6,0.54,0.63,0.64,0.52,0.2,1,0.63,0.31,0.416666667
229,bwapi.csv,0.59,0.82,0.44,0.49,0.69,0.26,1,0.44,0.29,0.775
230,emite.csv,0.57,0.5,0.67,0.62,0.75,0.14,0,0.67,0.5,0.436619718
231,thout.csv,0.45,0.35,0.56,0.53,0.57,0.18,1,0.56,0.45,0.230366492
232,autowikibrowser.csv,0.59,0.56,0.56,0.59,0.56,0.2,6,0.56,0.4,0.448979592
233,opengs.csv,0.52,0.4,0.73,0.48,0.85,0.15,15,0.73,0.38,0.41221374
234,bacnet.csv,0.4,0.38,0.43,0.46,0.66,0.22,6,0.43,0.53,0.339285714
235,t-2.csv,0.28,0.21,0.55,0.55,0.58,0.23,144,0.55,0.33,0.122100122
236,ardour.csv,0.63,0.65,0.61,0.61,0.56,0.16,0,0.61,0.4,0.553459119
237,xcsoar.csv,0.57,0.6,0.73,0.58,0.54,0.2,7,0.73,0.29,0.440944882
238,codepurge.csv,0.27,0.16,1,0.27,0.93,0.21,19,1,0.93,0.142011834
239,jgnash.csv,0.35,0.22,0.8,0.72,0.52,0.15,4,0.8,0.34,0.147058824
240,flylinkdc.csv,0.47,0.38,0.71,0.59,0.56,0.18,2,0.71,0.4,0.272058824
241,adaptagrams.csv,0.33,1,0.2,0.24,0.8,0.1,7,0.2,0,0.52
242,projecteqemu.csv,0.22,0.4,0.14,0.17,0.86,0.12,8,0.14,0.22,0.444444444
243,igarden.csv,0.48,0.33,0.83,0.64,0.69,0.19,1,0.83,0.64,0.300970874
244,nebuladevice.csv,0.29,0.18,0.33,0.38,0.79,0.18,9,0.33,0.57,0.174418605
245,officefloor.csv,0.09,0.05,0.71,0.72,0.51,0.17,268,0.71,0.35,0.027596224
246,plplot.csv,0.25,0.25,0.25,0.29,0.8,0.2,3,0.25,0,0.269230769
247,paintown.csv,0.64,0.67,0.57,0.6,0.47,0.17,2,0.57,0.33,0.482269504
248,ondex.csv,0.2,0.14,0.29,0.33,0.79,0.17,32,0.29,0.33,0.168367347
249,lphant.csv,0.33,0.4,0.2,0.24,0.8,0.2,9,0.2,0,0.4
250,miranda.csv,0.73,0.67,0.76,0.38,0.8,0.21,20,0.76,0.61,0.659763314
251,gephex.csv,0.33,0.75,0.21,0.25,0.87,0.18,7,0.21,0.11,0.633928571
252,openwbem.csv,0.53,0.51,0.49,0.53,0.56,0.17,2,0.49,0.22,0.357024793
253,micomt.csv,0.33,0.2,1,0.71,0.67,0.15,12,1,0.67,0.180555556
254,zscreen.csv,0.71,0.75,0.67,0.65,0.52,0.21,1,0.67,0.4,0.630136986
255,uclmda.csv,0.99,1,1,0.95,0.06,0.18,0,1,0,0.964497041
256,jcae.csv,0.4,0.33,0.5,0.55,0.52,0.17,17,0.5,0.12,0.102272727
257,codeblocks.csv,0.73,0.78,0.65,0.58,0.68,0.19,1,0.65,0.38,0.748387097
258,upp-mirror.csv,0.69,0.67,0.69,0.63,0.66,0.19,2,0.69,0.38,0.60952381
259,arsenal-1.csv,0,0,0,0,1,0.15,10,0,0,0.465517241
260,unbvision.csv,0.41,0.26,1,0.24,0.94,0.09,0,1,0.94,0.260869565
261,openfrag.csv,0.44,0.39,0.38,0.27,1,0.21,12,0.38,0.55,0.554621849
262,zildo.csv,0.67,0.67,0.67,0.67,0.47,0.22,8,0.67,0.33,0.5
263,olex2.csv,0.64,0.56,0.75,0.68,0.56,0.15,0,0.75,0.5,0.458015267
264,enzo.csv,0,0,0,0,1,0.16,24,0,0,0.803149606
265,kvs.csv,0.22,0.14,0.25,0.29,0.94,0.21,13,0.25,0.6,0.208333333
266,adobe-source.csv,0.37,0.24,0.67,0.65,0.62,0.19,27,0.67,0.42,0.185185185
267,x4x.csv,0.82,0.78,0.88,0,1.01,0.1,0,0.88,1,0.777777778
268,openmalaria.csv,0.64,0.7,0.88,0.36,0.87,0.2,10,0.88,0.3,0.451612903
269,autofac.csv,0.55,0.6,0.5,0.53,0.58,0.15,3,0.5,0.33,0.467741935
270,stajistics.csv,0.57,0.5,0.67,0.68,0.44,0.2,1,0.67,0.29,0.303030303
271,konversation.csv,0.29,0.18,0.67,0.66,0.6,0.15,1,0.67,0.44,0.117647059
272,net-snmp.csv,0.57,0.6,0.5,0.54,0.54,0.17,3,0.5,0.36,0.445652174
273,uface.csv,0.93,0.91,0.9,0.88,0.19,0.13,0,0.9,0.18,0.666666667
274,n2cms.csv,0.54,0.47,0.5,0.54,0.63,0.17,0,0.5,0.53,0.393442623
275,pdfedit.csv,0.38,0.67,0.38,0.38,0.79,0.19,9,0.38,0.12,0.5
276,nutz.csv,0.65,0.58,0.71,0.73,0.33,0.2,13,0.71,0.2,0.26007326
277,cornerstone.csv,0.67,0.5,0.9,0.37,0.9,0.15,0,0.9,0.89,0.510416667
278,planeshift.csv,0.76,0.81,0.73,0.64,0.65,0.2,2,0.73,0.56,0.761658031
279,google-caja.csv,0.76,0.89,0.69,0.6,0.48,0.19,0,0.69,0.2,0.742857143
280,phet.csv,0.43,0.32,0.64,0.63,0.55,0.17,3,0.64,0.32,0.237931034
281,maya-work-in-progress.csv,0.71,0.64,0.83,0.79,0.4,0.13,1,0.83,0.33,0.405063291
282,bibletime.csv,0.75,0.82,0.69,0.57,0.73,0.13,0,0.69,0.5,0.825
283,firebreath.csv,0.45,0.5,0.42,0.46,0.64,0.19,4,0.42,0.26,0.384615385
284,qpe.csv,0.22,0.14,0.57,0.6,0.51,0.18,0,0.57,0.27,0.078
285,smartgwt.csv,0.53,0.42,0.89,0.73,0.48,0.19,0,0.89,0.31,0.234536082
286,blue-c.csv,0.73,0.8,0.67,0.69,0.39,0.09,1,0.67,0.2,0.545454545
