0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
datasets/gulp-plumber.csv,0.50,0.48,0.51,0.52,0.53,0.55,0.50,0.50,0.50,0.56,0.51,0.50,0.49,0.48,0.53,0.50,0.51,0.50,0.50,0.51,0.49,0.63,0.50,0.50,0.50,0.65,0.47,0.60,0.61,0.51,0.49,0.57,0.50,0.42,0.50,0.51,0.50,0.49,0.50,0.45,0.43,0.50,0.50,0.50,0.50,0.53,0.49,0.48,0.33,0.50,0.50,0.56,0.50,0.50,0.47,0.31,0.57,0.50,0.50,0.48,0.51,0.50,0.53,0.50,0.48,0.49,0.50,0.50,0.50,0.56,0.50,0.52,0.44,0.50,0.50,
datasets/sinon-chai.csv,0.50,0.58,0.47,0.41,0.37,0.49,0.62,0.53,0.44,0.25,0.52,0.48,0.42,0.50,0.46,0.53,0.50,0.46,0.61,0.61,0.54,0.52,0.50,0.49,0.56,0.50,0.48,0.35,0.46,0.47,0.47,0.52,0.49,0.42,1.00,0.49,0.54,0.47,0.54,0.49,0.47,0.48,0.42,0.54,0.70,0.60,0.51,0.43,0.50,0.46,0.42,0.50,0.50,0.50,0.62,0.65,0.54,0.45,0.50,0.54,0.55,0.48,0.36,0.57,0.52,0.55,0.55,0.43,0.46,0.55,0.46,0.54,0.49,0.60,0.60,
datasets/istanbul.csv,0.53,0.49,0.51,0.60,0.55,0.61,0.50,0.52,0.45,0.25,0.51,0.45,0.53,0.52,0.50,0.47,0.48,0.59,0.48,0.50,0.48,0.44,0.50,0.57,0.50,0.50,0.51,0.44,0.31,0.49,0.49,0.47,0.46,0.58,0.75,0.46,0.46,0.47,0.51,0.48,0.49,0.47,0.49,0.56,0.53,0.54,0.54,0.55,0.67,0.45,0.46,0.56,0.53,0.51,0.42,0.31,0.56,0.52,0.61,0.55,0.53,0.50,0.46,0.43,0.56,0.50,0.55,0.58,0.44,0.48,0.67,0.42,0.45,0.47,0.60,
datasets/cheerio.csv,0.50,0.56,0.54,0.45,0.40,0.66,0.58,0.51,0.50,0.44,0.47,0.51,0.47,0.50,0.50,0.61,0.49,0.51,0.43,0.55,0.50,0.56,0.42,0.50,0.54,0.40,0.50,0.56,0.46,0.53,0.50,0.35,0.46,0.67,0.75,0.49,0.42,0.51,0.57,0.43,0.46,0.53,0.48,0.51,0.30,0.45,0.49,0.60,0.63,0.45,0.43,0.56,0.49,0.50,0.52,0.31,0.44,0.45,0.49,0.50,0.52,0.48,0.56,0.42,0.48,0.46,0.57,0.22,0.56,0.58,0.50,0.53,0.39,0.53,0.60,
datasets/eslint-plugin-react.csv,0.51,0.56,0.49,0.48,0.43,0.62,0.54,0.50,0.50,0.50,0.50,0.49,0.52,0.52,0.51,0.48,0.49,0.41,0.60,0.50,0.50,0.54,0.50,0.54,0.58,0.65,0.51,0.46,0.50,0.48,0.45,0.62,0.53,0.50,0.50,0.37,0.50,0.41,0.48,0.48,0.40,0.50,0.42,0.55,0.50,0.55,0.50,0.48,0.38,0.51,0.49,0.56,0.49,0.50,0.50,0.69,0.50,0.52,0.53,0.46,0.49,0.50,0.61,0.46,0.56,0.58,0.47,0.50,0.50,0.50,0.50,0.46,0.43,0.54,0.50,
datasets/babelify.csv,0.49,0.58,0.52,0.49,0.45,0.56,0.62,0.51,0.45,0.19,0.51,0.46,0.45,0.49,0.48,0.50,0.50,0.47,0.55,0.55,0.53,0.48,0.50,0.51,0.51,0.50,0.49,0.46,0.53,0.46,0.46,0.47,0.48,0.58,0.50,0.45,0.54,0.41,0.46,0.50,0.54,0.49,0.43,0.45,0.60,0.53,0.49,0.53,0.50,0.45,0.47,0.56,0.51,0.49,0.44,0.60,0.59,0.54,0.50,0.53,0.53,0.50,0.52,0.50,0.52,0.57,0.59,0.60,0.51,0.42,0.29,0.56,0.47,0.56,0.50,
datasets/load-grunt-tasks.csv,0.50,0.58,0.54,0.50,0.47,0.73,0.46,0.50,0.48,0.44,0.52,0.50,0.46,0.50,0.50,0.52,0.50,0.50,0.55,0.51,0.54,0.50,0.52,0.47,0.56,0.50,0.48,0.46,0.50,0.51,0.48,0.55,0.50,0.50,1.00,0.46,0.46,0.42,0.50,0.46,0.46,0.51,0.44,0.53,0.50,0.54,0.50,0.43,0.58,0.58,0.50,0.50,0.50,0.51,0.54,0.63,0.50,0.54,0.55,0.49,0.52,0.48,0.54,0.50,0.49,0.52,0.50,0.50,0.47,0.47,0.50,0.46,0.42,0.54,0.50,
datasets/gulp-sourcemaps.csv,0.49,0.54,0.56,0.48,0.39,0.36,0.46,0.52,0.50,0.50,0.48,0.55,0.50,0.50,0.45,0.56,0.49,0.46,0.48,0.58,0.53,0.42,0.50,0.50,0.53,0.50,0.50,0.53,0.41,0.55,0.48,0.45,0.51,0.50,0.50,0.49,0.46,0.47,0.50,0.48,0.55,0.49,0.52,0.45,0.50,0.56,0.49,0.53,0.50,0.46,0.52,0.56,0.46,0.51,0.55,0.44,0.50,0.46,0.55,0.46,0.51,0.53,0.56,0.49,0.50,0.50,0.48,0.38,0.52,0.47,0.50,0.52,0.59,0.55,0.60,
datasets/commander.csv,0.49,0.50,0.49,0.46,0.56,0.74,0.62,0.50,0.52,0.38,0.51,0.50,0.43,0.48,0.50,0.41,0.51,0.47,0.46,0.53,0.57,0.50,0.65,0.58,0.50,0.45,0.50,0.46,0.56,0.48,0.45,0.40,0.47,0.50,1.00,0.49,0.54,0.54,0.49,0.46,0.54,0.52,0.47,0.51,0.43,0.59,0.52,0.48,0.29,0.54,0.52,0.38,0.50,0.49,0.50,0.52,0.40,0.57,0.48,0.54,0.53,0.40,0.42,0.53,0.51,0.57,0.56,0.65,0.56,0.48,0.63,0.52,0.53,0.53,0.60,
datasets/del.csv,0.50,0.63,0.53,0.45,0.43,0.69,0.58,0.51,0.46,0.56,0.52,0.48,0.47,0.50,0.47,0.54,0.51,0.47,0.55,0.59,0.55,0.53,0.48,0.50,0.50,0.56,0.47,0.38,0.53,0.49,0.47,0.52,0.49,0.75,1.00,0.52,0.54,0.49,0.53,0.53,0.41,0.50,0.38,0.59,0.70,0.62,0.51,0.48,0.50,0.49,0.48,0.44,0.49,0.51,0.53,0.71,0.50,0.54,0.50,0.51,0.53,0.48,0.57,0.50,0.48,0.54,0.57,0.45,0.49,0.51,0.58,0.55,0.39,0.57,0.50,
datasets/grunt.csv,0.50,0.52,0.50,0.47,0.64,0.32,0.50,0.48,0.51,0.50,0.50,0.48,0.60,0.48,0.42,0.46,0.50,0.54,0.55,0.52,0.47,0.48,0.67,0.50,0.49,0.55,0.80,0.49,0.44,0.45,0.55,0.47,0.45,0.58,0.50,0.48,0.50,0.54,0.54,0.45,0.53,0.49,0.50,0.49,0.78,0.56,0.49,0.53,0.46,0.52,0.42,0.38,0.49,0.49,0.60,0.25,0.48,0.57,0.57,0.53,0.50,0.43,0.43,0.49,0.52,0.46,0.53,0.43,0.51,0.52,0.33,0.49,0.38,0.47,0.50,
datasets/gulp-uglify.csv,0.50,0.45,0.50,0.56,0.50,0.26,0.54,0.51,0.46,0.44,0.53,0.45,0.35,0.50,0.45,0.52,0.50,0.48,0.50,0.45,0.48,0.50,0.52,0.50,0.51,0.50,0.50,0.52,0.50,0.48,0.48,0.37,0.51,0.58,0.00,0.54,0.58,0.51,0.50,0.44,0.45,0.50,0.51,0.47,0.30,0.43,0.50,0.55,0.75,0.45,0.48,0.56,0.52,0.49,0.52,0.42,0.55,0.50,0.50,0.47,0.50,0.68,0.60,0.45,0.48,0.41,0.51,0.60,0.42,0.54,0.50,0.50,0.54,0.53,0.50,
datasets/karma-chrome-launcher.csv,0.51,0.54,0.50,0.53,0.47,0.54,0.42,0.52,0.48,0.25,0.53,0.48,0.51,0.49,0.41,0.54,0.50,0.51,0.50,0.47,0.56,0.52,0.44,0.50,0.48,0.56,0.50,0.50,0.46,0.45,0.50,0.45,0.48,0.58,1.00,0.46,0.46,0.47,0.49,0.47,0.48,0.50,0.45,0.59,0.40,0.59,0.51,0.45,0.58,0.51,0.49,0.50,0.52,0.48,0.57,0.58,0.47,0.45,0.50,0.50,0.55,0.45,0.37,0.46,0.58,0.54,0.53,0.65,0.51,0.45,0.63,0.56,0.41,0.61,0.50,
datasets/request.csv,0.50,0.63,0.51,0.46,0.46,0.65,0.42,0.47,0.47,0.75,0.51,0.47,0.52,0.49,0.59,0.46,0.48,0.50,0.53,0.47,0.51,0.51,0.50,0.42,0.50,0.56,0.60,0.48,0.47,0.50,0.51,0.60,0.48,0.75,0.75,0.51,0.38,0.47,0.51,0.45,0.40,0.49,0.46,0.59,0.40,0.53,0.51,0.48,0.54,0.61,0.48,0.50,0.50,0.50,0.56,0.31,0.46,0.45,0.48,0.53,0.51,0.48,0.56,0.51,0.42,0.53,0.55,0.43,0.54,0.54,0.50,0.44,0.37,0.54,0.30,
datasets/eslint-plugin-import.csv,0.50,0.50,0.51,0.58,0.57,0.42,0.50,0.50,0.52,0.50,0.50,0.51,0.55,0.51,0.46,0.49,0.50,0.58,0.58,0.46,0.50,0.58,0.46,0.50,0.50,0.47,0.35,0.49,0.51,0.47,0.49,0.53,0.49,0.58,0.00,0.49,0.46,0.53,0.50,0.49,0.61,0.50,0.57,0.46,0.10,0.38,0.49,0.43,0.63,0.51,0.52,0.63,0.51,0.50,0.44,0.25,0.61,0.46,0.40,0.50,0.48,0.63,0.42,0.44,0.55,0.42,0.47,0.50,0.55,0.58,0.33,0.44,0.49,0.52,0.50,
datasets/gulp-jshint.csv,0.51,0.54,0.50,0.47,0.50,0.56,0.50,0.52,0.46,0.56,0.51,0.49,0.43,0.51,0.53,0.50,0.51,0.49,0.50,0.57,0.53,0.51,0.46,0.50,0.52,0.50,0.50,0.47,0.41,0.43,0.51,0.48,0.50,0.50,0.50,0.61,0.54,0.53,0.51,0.47,0.51,0.51,0.50,0.50,0.78,0.52,0.50,0.55,0.88,0.44,0.43,0.38,0.50,0.50,0.52,0.46,0.56,0.50,0.50,0.48,0.51,0.48,0.58,0.53,0.53,0.49,0.51,0.53,0.51,0.47,0.46,0.50,0.57,0.56,0.50,
datasets/bluebird.csv,0.48,0.48,0.48,0.44,0.42,0.26,0.54,0.47,0.50,0.63,0.47,0.50,0.49,0.49,0.52,0.44,0.47,0.53,0.48,0.50,0.52,0.46,0.46,0.50,0.48,0.44,0.55,0.48,0.54,0.56,0.50,0.48,0.40,0.50,1.00,0.48,0.46,0.50,0.47,0.56,0.38,0.51,0.43,0.53,0.22,0.47,0.50,0.52,0.50,0.52,0.63,0.44,0.50,0.51,0.47,0.65,0.54,0.54,0.57,0.50,0.49,0.38,0.32,0.57,0.51,0.51,0.52,0.33,0.44,0.48,0.38,0.45,0.46,0.52,0.50,
datasets/run-sequence.csv,0.50,0.59,0.52,0.46,0.39,0.58,0.58,0.53,0.46,0.56,0.52,0.48,0.50,0.50,0.55,0.59,0.50,0.48,0.60,0.57,0.50,0.50,0.48,0.50,0.50,0.56,0.50,0.48,0.43,0.60,0.50,0.46,0.50,0.49,1.00,0.50,0.54,0.46,0.48,0.48,0.41,0.49,0.38,0.58,0.70,0.58,0.51,0.48,0.50,0.49,0.54,0.50,0.49,0.51,0.53,0.65,0.50,0.54,0.56,0.49,0.53,0.48,0.58,0.53,0.52,0.54,0.51,0.45,0.51,0.51,0.46,0.49,0.46,0.54,0.60,
datasets/through2.csv,0.50,0.64,0.52,0.44,0.43,0.61,0.54,0.50,0.46,0.19,0.53,0.48,0.43,0.50,0.47,0.54,0.51,0.47,0.55,0.60,0.54,0.54,0.50,0.50,0.50,0.56,0.50,0.46,0.34,0.53,0.49,0.46,0.45,0.49,0.50,0.50,0.54,0.47,0.50,0.52,0.47,0.50,0.37,0.56,0.90,0.60,0.50,0.45,0.50,0.52,0.42,0.44,0.49,0.50,0.55,0.65,0.54,0.54,0.50,0.50,0.53,0.48,0.58,0.53,0.52,0.53,0.55,0.30,0.50,0.48,0.46,0.57,0.39,0.57,0.50,
datasets/gulp.csv,0.51,0.62,0.54,0.52,0.54,0.46,0.50,0.50,0.45,0.44,0.49,0.51,0.45,0.49,0.48,0.53,0.49,0.57,0.53,0.51,0.48,0.46,0.50,0.50,0.51,0.46,0.45,0.47,0.57,0.43,0.55,0.47,0.43,0.45,0.67,0.50,0.54,0.50,0.50,0.50,0.55,0.50,0.42,0.50,0.38,0.37,0.51,0.45,0.63,0.48,0.51,0.50,0.50,0.49,0.50,0.25,0.51,0.47,0.50,0.47,0.51,0.45,0.54,0.48,0.49,0.53,0.55,0.50,0.46,0.52,0.54,0.46,0.44,0.52,0.50,
datasets/minimist.csv,0.49,0.49,0.50,0.46,0.50,0.50,0.54,0.51,0.54,0.50,0.50,0.51,0.54,0.50,0.47,0.50,0.49,0.50,0.50,0.51,0.49,0.51,0.48,0.50,0.50,0.51,0.50,0.46,0.49,0.50,0.50,0.52,0.50,0.49,0.50,0.75,0.50,0.49,0.47,0.50,0.55,0.50,0.50,0.51,0.38,0.55,0.49,0.50,0.50,0.55,0.40,0.56,0.50,0.51,0.50,0.50,0.44,0.47,0.50,0.48,0.49,0.48,0.50,0.47,0.46,0.50,0.50,0.60,0.55,0.47,0.38,0.50,0.46,0.54,0.50,
datasets/node-tap.csv,0.48,0.50,0.43,0.47,0.56,0.53,0.50,0.48,0.47,0.75,0.50,0.51,0.50,0.50,0.51,0.46,0.49,0.50,0.43,0.49,0.47,0.51,0.50,0.50,0.50,0.45,0.45,0.51,0.50,0.44,0.57,0.46,0.53,0.54,0.50,0.50,0.51,0.50,0.50,0.49,0.47,0.51,0.63,0.54,0.50,0.52,0.50,0.55,0.38,0.50,0.45,0.63,0.51,0.51,0.46,0.58,0.50,0.54,0.52,0.50,0.49,0.60,0.50,0.52,0.45,0.48,0.48,0.50,0.50,0.52,0.46,0.49,0.39,0.53,0.50,
datasets/rimraf.csv,0.48,0.49,0.54,0.46,0.53,0.60,0.46,0.50,0.52,0.75,0.51,0.51,0.47,0.50,0.58,0.48,0.49,0.55,0.51,0.44,0.44,0.53,0.50,0.50,0.54,0.50,0.65,0.47,0.38,0.57,0.53,0.46,0.55,0.49,0.75,0.50,0.42,0.54,0.50,0.48,0.56,0.48,0.48,0.57,0.70,0.48,0.48,0.50,0.50,0.63,0.53,0.44,0.50,0.50,0.49,0.44,0.50,0.55,0.61,0.52,0.51,0.53,0.43,0.50,0.45,0.51,0.48,0.48,0.57,0.51,0.46,0.46,0.48,0.52,0.60,
datasets/webpack-dev-server.csv,0.51,0.51,0.48,0.43,0.48,0.60,0.50,0.55,0.48,0.44,0.50,0.48,0.56,0.51,0.49,0.54,0.50,0.42,0.46,0.52,0.54,0.51,0.44,0.50,0.38,0.54,0.55,0.51,0.43,0.56,0.48,0.53,0.67,0.51,0.33,1.00,0.41,0.63,0.41,0.54,0.57,0.49,0.45,0.46,0.40,0.59,0.51,0.52,0.54,0.50,0.49,0.56,0.50,0.51,0.61,0.63,0.50,0.41,0.34,0.50,0.50,0.55,0.40,0.48,0.50,0.52,0.53,0.50,0.49,0.48,0.63,0.52,0.56,0.50,0.50,
datasets/gulp-util.csv,0.51,0.45,0.52,0.42,0.45,0.48,0.54,0.53,0.55,0.38,0.47,0.46,0.51,0.51,0.53,0.44,0.51,0.44,0.45,0.61,0.50,0.50,0.50,0.58,0.54,0.47,0.50,0.54,0.41,0.53,0.48,0.50,0.62,0.47,0.42,0.25,0.42,0.42,0.53,0.54,0.54,0.49,0.61,0.48,0.78,0.60,0.52,0.53,0.38,0.44,0.60,0.50,0.50,0.49,0.58,0.58,0.53,0.52,0.52,0.51,0.51,0.38,0.46,0.57,0.50,0.57,0.53,0.53,0.46,0.47,0.46,0.53,0.60,0.54,0.60,
datasets/express.csv,0.51,0.53,0.54,0.53,0.42,0.55,0.42,0.54,0.48,0.56,0.56,0.51,0.35,0.52,0.54,0.50,0.51,0.63,0.48,0.53,0.52,0.49,0.40,0.50,0.48,0.48,0.50,0.51,0.50,0.64,0.54,0.47,0.33,0.56,1.00,0.75,0.51,0.50,0.41,0.49,0.51,0.54,0.45,0.52,0.33,0.41,0.48,0.48,0.71,0.49,0.54,0.38,0.50,0.50,0.54,0.65,0.49,0.54,0.52,0.55,0.49,0.55,0.43,0.49,0.53,0.47,0.49,0.58,0.50,0.67,0.67,0.49,0.46,0.45,0.40,
