,empyrean.csv,amanda.csv,nutz.csv,pokeglobal.csv,jhotdraw.csv,unflobtactical.csv,cascading.csv,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv,cortex-vfx.csv,ffigo.csv,wikipediardware.csv,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv,mplayer-ce.csv,ng4j.csv,jmule.csv,qpe.csv,lmms.csv,yale.csv,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv,biopax.csv,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
bdbbasic.csv,0.46,0.69,0.56,0.9,0.23,0.49,0.48,0.77,0.41,0.31,0.44,0.64,0.92,0.1,0.13,0.74,0.94,0.53,0.53,0.41,0.4,1.0,0.81,0.45,0.41,0.82,0.21,0.36,0.5,0.13,0.25,0.88,0.63,0.03,0.24,0.56,0.14,0.64,0.43,0.29,0.62,0.32,0.84,0.15,0.3,0.22,0.51,0.67,0.58,0.46,0.39,0.45,0.17,0.77,0.52,0.12,0.74,0.72,0.92,0.64,0.55,0.75,0.4,0.6,0.46,0.34,0.43,0.22,1.0,0.96,0.46,0.0,0.19,0.82,0.58,0.12,0.08,0.73,0.32,1.0,0.4,1.0,0.62,0.96,0.52,0.49,0.2,0.9,1.0,0.65,0.43,0.89,0.37,0.8,0.0,0.7,0.19,0.52,0.37,0.48,0.08,0.43,0.73
bibedt.csv,0.45,0.38,0.32,0.49,0.74,0.43,0.4,0.48,0.68,0.06,0.41,0.5,0.62,0.29,0.35,0.53,0.63,0.62,0.42,0.51,0.41,0.33,0.96,0.24,0.0,0.61,0.37,0.33,0.44,0.7,0.12,0.78,0.34,0.47,0.49,0.54,0.3,0.68,0.7,0.04,0.31,0.49,0.63,0.0,0.8,0.43,0.59,0.52,0.38,0.89,0.51,0.65,0.29,0.49,0.43,0.63,0.96,0.38,0.62,0.6,0.65,0.75,0.2,0.4,0.5,0.23,0.29,0.78,1.0,0.58,0.46,0.0,0.58,0.82,0.5,0.37,0.39,0.18,0.7,0.5,0.37,0.0,0.32,0.79,0.68,0.12,0.2,0.55,1.0,0.65,0.83,0.45,0.53,0.55,0.5,0.7,0.11,0.24,0.34,0.52,0.07,0.44,0.71
biopax.csv,0.96,1.0,1.0,0.98,0.97,1.0,0.99,1.0,0.95,1.0,0.97,0.95,0.86,0.92,0.82,1.0,0.94,0.89,0.95,0.84,0.91,1.0,0.89,0.98,0.93,1.0,0.99,0.89,0.89,0.87,1.0,0.97,0.79,0.84,0.95,0.94,1.0,0.99,0.77,0.62,1.0,1.0,0.98,0.85,0.95,0.75,0.98,0.96,0.81,1.0,0.99,0.95,0.88,0.95,0.83,1.0,1.0,0.98,0.99,0.97,0.98,1.0,0.7,1.0,1.0,0.86,1.0,0.89,1.0,1.0,0.85,1.0,0.88,1.0,0.89,0.82,0.86,0.91,0.83,1.0,0.82,1.0,0.78,1.0,0.83,1.0,1.0,1.0,1.0,1.0,0.93,0.99,1.0,1.0,1.0,0.8,0.96,1.0,0.86,0.83,0.73,0.99,1.0
bl-toolkit.csv,0.71,0.58,0.55,0.54,0.9,0.51,0.86,0.81,0.95,0.44,0.79,0.64,1.0,1.0,0.97,1.0,1.0,1.0,0.63,0.74,1.0,0.67,0.52,0.43,1.0,0.49,0.99,0.97,0.87,1.0,0.25,0.84,1.0,0.95,0.75,0.81,0.72,0.64,1.0,0.92,0.69,1.0,0.92,1.0,1.0,1.0,0.96,0.67,1.0,1.0,1.0,0.95,0.96,0.69,0.55,0.77,0.38,0.28,0.32,0.57,0.61,0.75,0.9,0.9,0.75,0.68,1.0,0.67,0.33,0.33,1.0,1.0,1.0,0.57,0.84,1.0,0.92,1.0,0.85,0.38,0.98,0.0,0.86,0.57,0.35,0.27,0.6,0.58,1.0,0.69,1.0,0.53,0.67,0.7,1.0,1.0,0.85,0.28,0.56,0.79,1.0,0.78,0.34
cascading.csv,0.54,0.92,0.32,0.76,0.69,0.51,0.68,0.68,0.77,0.38,0.44,0.68,0.57,0.22,0.41,0.74,0.7,0.62,0.32,0.5,0.32,1.0,0.74,0.45,0.31,0.88,0.42,0.5,0.54,0.34,1.0,0.61,0.53,0.39,0.47,0.44,0.36,0.41,0.34,0.29,0.56,0.78,0.78,0.2,0.25,0.37,0.44,0.71,0.65,0.68,0.43,0.45,0.5,0.67,0.5,0.28,0.36,0.62,0.67,0.71,0.68,0.5,0.2,0.25,0.46,0.58,0.57,0.22,1.0,0.92,0.46,1.0,0.5,0.57,0.74,0.15,0.33,0.73,0.51,0.25,0.26,1.0,0.46,0.94,0.31,0.32,0.0,0.9,1.0,0.5,0.5,0.69,0.53,0.65,0.5,0.6,0.48,0.36,0.4,0.17,0.02,0.55,0.61
chaosrts.csv,0.52,0.31,0.62,0.39,0.21,0.29,0.68,0.39,0.64,0.5,0.62,0.05,1.0,1.0,1.0,1.0,1.0,1.0,0.42,0.61,1.0,1.0,0.52,0.47,1.0,0.49,0.71,1.0,1.0,1.0,0.0,0.38,1.0,1.0,0.31,0.73,0.68,0.97,1.0,0.62,0.75,1.0,0.18,1.0,1.0,1.0,0.53,0.65,0.27,1.0,1.0,0.65,0.12,0.31,0.48,0.52,0.42,0.32,0.32,0.71,0.37,0.75,0.0,0.8,0.08,0.48,0.57,0.89,1.0,0.21,0.85,0.0,1.0,0.55,0.75,1.0,1.0,0.27,0.4,0.25,1.0,0.0,0.49,0.6,0.28,0.35,0.0,0.41,0.0,0.46,1.0,0.4,0.83,0.5,0.5,0.5,0.41,0.4,0.4,0.83,0.98,0.76,0.85
clamav.csv,0.57,0.73,0.69,0.54,0.76,0.69,0.71,0.81,0.82,1.0,0.54,0.59,0.7,0.39,0.63,0.74,0.82,0.81,0.79,0.65,0.78,1.0,0.78,0.51,0.24,0.96,0.64,0.69,0.63,0.25,1.0,0.84,0.58,0.45,0.6,0.64,0.46,0.52,0.77,0.5,0.56,0.92,0.57,0.8,0.65,0.67,0.65,0.7,0.81,0.73,0.63,0.4,0.88,0.69,0.69,0.81,0.6,0.86,0.58,0.74,0.58,0.75,0.6,0.55,0.46,0.6,0.71,1.0,1.0,0.46,0.46,1.0,0.77,0.95,0.74,0.68,0.75,0.64,0.7,0.62,0.79,0.67,0.59,0.62,0.25,0.12,0.2,0.57,0.0,0.54,0.93,0.75,1.0,0.65,1.0,0.6,0.78,0.64,0.5,0.72,0.6,0.55,0.56
cortex-vfx.csv,0.38,0.58,0.54,0.63,0.26,0.4,0.44,0.45,0.82,0.19,0.33,0.55,0.7,0.27,0.34,0.58,0.63,0.7,0.16,0.42,0.41,0.67,0.81,0.27,0.21,0.76,0.46,0.25,0.58,0.47,0.38,0.52,0.46,0.32,0.46,0.58,0.46,0.59,0.48,0.42,0.75,0.48,0.73,0.45,0.35,0.17,0.59,0.63,0.54,0.76,0.51,0.35,0.46,0.72,0.37,0.59,0.46,0.6,0.56,0.62,0.65,1.0,0.2,0.7,0.5,0.4,0.43,0.11,1.0,0.79,0.46,1.0,0.42,0.62,0.63,0.46,0.47,0.18,0.57,0.75,0.37,0.0,0.38,0.73,0.52,0.33,0.0,0.43,0.0,0.31,0.53,0.67,0.53,0.65,1.0,0.4,0.37,0.2,0.47,0.31,0.04,0.61,0.71
crux-framework.csv,0.46,0.42,0.24,0.15,0.24,0.03,0.29,0.42,0.5,0.25,0.31,0.23,0.57,0.82,0.3,0.32,0.09,0.62,0.16,0.35,0.49,1.0,0.07,0.5,1.0,0.24,0.9,0.86,0.73,0.34,0.62,0.22,0.17,1.0,0.39,0.27,0.38,0.23,0.3,0.75,0.12,0.85,0.16,0.55,0.8,0.88,0.26,0.41,0.27,0.05,0.89,0.2,0.29,0.13,0.25,0.19,0.04,0.18,0.14,0.45,0.11,0.0,0.1,0.1,0.08,0.38,0.29,0.11,0.0,0.38,0.23,0.0,0.92,0.18,0.56,0.63,0.83,0.18,0.23,0.0,0.91,0.0,0.51,0.03,0.06,0.04,0.0,0.07,1.0,0.46,0.03,0.2,0.03,0.0,0.0,0.2,0.37,0.16,0.25,0.48,0.86,0.06,0.15
dataobjectsdotnet.csv,0.83,1.0,0.73,0.54,0.21,0.46,0.55,0.84,0.82,0.25,0.97,1.0,0.0,0.0,0.0,1.0,0.99,1.0,0.84,0.63,1.0,1.0,0.89,0.77,0.0,0.79,0.01,0.0,0.13,0.0,1.0,0.79,0.96,0.0,0.66,0.93,0.28,0.65,0.98,0.71,0.31,0.0,0.63,1.0,0.0,0.0,0.45,0.62,0.88,1.0,0.01,0.65,0.54,0.67,0.74,0.54,0.78,0.9,0.82,0.91,0.85,0.5,1.0,1.0,0.75,0.85,0.86,0.56,1.0,0.96,0.85,0.0,0.0,0.6,0.84,0.0,0.0,0.82,0.94,0.75,0.0,1.0,0.86,0.54,0.55,0.69,1.0,0.77,1.0,0.27,1.0,0.72,0.93,0.9,0.0,0.8,0.89,0.64,0.68,0.93,0.0,0.45,1.0
echongl.csv,0.67,0.54,0.59,0.8,0.81,0.66,0.38,0.55,0.36,1.0,0.62,0.73,0.54,0.2,0.38,0.74,0.82,0.49,0.47,0.5,0.57,0.67,0.52,0.56,0.31,0.89,0.38,0.39,0.58,0.03,1.0,0.3,0.54,0.29,0.53,0.48,0.74,0.58,0.45,0.04,0.44,0.94,0.27,0.25,0.25,0.29,0.19,0.63,0.69,0.51,0.5,0.45,0.04,0.64,0.6,0.46,0.94,0.9,0.79,0.6,0.77,0.25,0.2,0.05,0.75,0.52,0.71,0.89,1.0,0.75,0.46,1.0,0.54,0.82,0.55,0.14,0.58,0.55,0.43,0.88,0.44,1.0,0.3,0.81,0.69,0.52,0.4,0.78,1.0,0.58,0.73,0.81,0.9,0.85,1.0,0.1,0.3,0.92,0.54,0.31,0.15,0.73,0.9
empserver.csv,0.54,0.87,0.45,0.9,0.84,0.57,0.77,0.77,0.68,0.94,0.56,0.86,0.97,0.29,0.31,0.84,0.96,0.79,0.47,0.76,0.56,1.0,0.85,0.4,0.45,0.87,0.29,0.64,0.5,0.42,1.0,0.86,0.74,0.18,0.65,0.7,0.24,0.65,0.89,0.33,0.81,0.4,0.82,0.25,0.45,0.39,0.47,0.83,0.77,0.16,0.44,0.55,0.75,0.74,0.72,0.43,0.9,0.8,0.97,0.84,0.65,0.75,0.4,0.6,0.71,0.62,0.57,0.89,1.0,0.5,0.54,1.0,0.5,0.85,0.72,0.29,0.33,1.0,0.53,0.5,0.54,1.0,0.49,1.0,0.48,0.56,0.2,0.98,0.0,0.31,0.87,0.94,1.0,0.55,1.0,0.8,0.33,0.84,0.57,0.55,0.2,0.91,0.8
empyrean.csv,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.07,0.0,0.0,1.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enlightenment.csv,1.0,1.0,0.97,1.0,0.98,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.24,0.92,1.0,1.0,0.47,0.42,0.93,0.53,1.0,0.96,1.0,1.0,1.0,0.63,1.0,0.99,0.9,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.96,1.0,1.0,0.94,1.0,0.96,0.1,1.0,0.71,0.58,0.98,0.96,0.73,1.0,1.0,0.96,0.97,0.99,0.99,0.98,0.24,1.0,0.97,0.98,1.0,1.0,1.0,1.0,0.97,0.86,1.0,1.0,1.0,1.0,1.0,0.96,1.0,0.99,1.0,1.0,0.91,1.0,1.0,0.86,1.0,0.65,1.0,0.86,1.0,1.0,0.99,1.0,1.0,1.0,0.96,1.0,0.95,1.0,1.0,1.0,1.0,0.92,0.55,0.18,1.0,1.0
etherboot.csv,1.0,0.0,0.7,0.39,0.0,0.97,0.97,0.13,0.77,0.0,0.05,0.55,0.49,0.06,0.9,0.63,0.0,0.96,1.0,0.26,0.0,0.67,0.93,0.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.02,0.01,0.6,0.0,1.0,0.0,0.0,0.0,0.84,1.0,1.0,0.0,0.37,0.0,0.27,1.0,0.0,0.95,0.88,0.0,0.0,0.0,0.72,0.0,0.07,0.03,0.97,0.0,1.0,0.9,1.0,0.8,1.0,0.78,1.0,0.92,0.0,1.0,1.0,0.57,0.0,0.46,1.0,0.0,0.4,0.88,0.11,0.0,0.19,0.55,0.79,0.0,0.0,0.89,1.0,0.65,1.0,0.0,0.9,0.65,0.0,1.0,0.93,0.44,0.0,0.86,0.98,0.86,0.73
exl.csv,0.54,0.6,0.52,0.78,0.82,0.49,0.86,0.74,0.68,0.38,0.41,0.77,0.7,0.14,0.4,0.84,0.67,0.6,0.42,0.56,0.22,1.0,0.37,0.54,0.48,0.66,0.33,0.67,0.43,0.28,1.0,0.56,0.67,0.45,0.59,0.64,0.46,0.17,0.32,0.38,0.81,0.63,0.78,0.45,0.2,0.6,0.4,0.54,0.65,0.51,0.49,0.65,0.54,0.69,0.47,0.37,0.44,0.42,0.65,0.6,0.61,0.5,0.5,0.75,0.62,0.74,0.71,0.11,1.0,0.88,0.31,1.0,0.42,0.62,0.66,0.2,0.42,0.82,0.49,0.25,0.39,1.0,0.41,0.56,0.44,0.33,0.6,0.73,1.0,0.92,0.47,0.84,0.37,0.5,0.0,0.6,0.78,0.56,0.73,0.17,0.04,0.96,0.78
ffigo.csv,0.06,0.31,0.3,0.56,0.42,0.4,0.15,0.13,0.18,0.5,0.31,0.09,0.57,0.02,0.01,0.47,0.25,0.0,0.05,0.21,0.07,0.33,0.04,0.24,0.03,0.24,0.0,0.0,0.04,0.01,0.25,0.29,0.68,0.0,0.28,0.21,0.14,0.26,0.2,0.21,0.56,0.0,0.37,0.0,0.0,0.01,0.0,0.4,0.23,0.0,0.22,0.35,0.21,0.44,0.28,0.17,0.52,0.06,0.62,0.21,0.42,0.5,0.3,0.6,0.33,0.22,0.0,0.33,0.67,0.67,0.23,1.0,0.0,0.42,0.39,0.02,0.03,0.0,0.11,0.38,0.02,0.0,0.0,0.09,0.34,0.27,0.0,0.39,0.0,0.27,0.17,0.4,0.4,0.0,0.5,0.1,0.19,0.4,0.35,0.0,0.01,0.52,0.78
fm-classic.csv,0.01,0.15,0.07,0.2,0.15,0.03,0.15,0.13,0.36,0.0,0.05,0.23,0.0,0.02,0.04,0.0,0.0,0.13,0.32,0.09,0.07,0.33,0.33,0.02,0.0,0.24,0.02,0.03,0.08,0.19,0.0,0.48,0.0,0.03,0.2,0.3,0.08,0.25,0.11,0.0,0.31,0.02,0.43,0.0,0.1,0.0,0.05,0.09,0.04,0.08,0.06,0.05,0.08,0.1,0.24,0.06,0.28,0.26,0.29,0.0,0.08,0.5,0.0,0.5,0.04,0.02,0.29,0.33,1.0,0.12,0.15,0.0,0.04,0.25,0.4,0.04,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.37,0.31,0.03,0.0,0.14,0.0,0.0,0.03,0.48,0.5,0.15,1.0,0.0,0.26,0.04,0.08,0.07,0.03,0.09,0.44
foursquared.csv,0.1,0.17,0.2,0.05,0.03,0.0,0.17,0.35,0.14,0.06,0.21,0.09,0.0,0.08,0.02,0.05,0.0,0.02,0.21,0.26,0.02,0.33,0.37,0.15,0.0,0.34,0.09,0.0,0.01,0.02,0.0,0.4,0.0,0.03,0.24,0.26,0.04,0.35,0.0,0.08,0.25,0.0,0.41,0.0,0.0,0.0,0.08,0.21,0.0,0.3,0.03,0.0,0.21,0.05,0.25,0.03,0.18,0.5,0.54,0.59,0.06,0.5,0.1,0.55,0.12,0.23,0.29,0.11,0.0,0.79,0.0,0.0,0.0,0.08,0.39,0.0,0.08,0.0,0.11,0.0,0.07,0.0,0.03,0.12,0.31,0.18,0.0,0.13,0.0,0.0,0.0,0.39,0.17,0.25,0.0,0.0,0.33,0.04,0.09,0.14,0.0,0.06,0.68
