,project,f1,precision,recall,g-score,d2h,pci_20,ifa,pd,pf,buggyness
24,xbplayer.csv,0.5,0.56,0.44,0.48,0.62,0.15,4.0,0.44,0.22,0.3157894736842105
25,scite-ru.csv,0.33,0.5,0.25,0.29,0.76,0.19,12.0,0.25,0.09,0.2876712328767123
26,mobicents.csv,0.55,0.56,0.6,0.55,0.63,0.2,0.0,0.6,0.48,0.5127701375245579
27,jcache.csv,0.73,1.0,0.83,0.78,0.41,0.53,8.0,0.83,0.0,0.4533333333333333
28,flylegacy.csv,0.87,0.76,1.0,0.56,0.8,0.18,0.0,1.0,0.8,0.7411764705882353
29,mcmc-jags.csv,0.57,0.5,0.67,0.68,0.42,0.17,2.0,0.67,0.0,0.2631578947368421
30,mcore3d.csv,0.75,0.69,0.83,0.48,0.83,0.2,3.0,0.83,0.82,0.6797752808988764
31,gdis.csv,0.89,0.8,1.0,0.0,1.0,0.15,0.0,1.0,1.0,0.8142857142857143
32,liferea.csv,0.44,0.33,0.5,0.52,0.62,0.2,6.0,0.5,0.11,0.22807017543859648
33,nova.csv,0.4,0.33,0.5,0.47,0.67,0.17,9.0,0.5,0.22,0.22807017543859648
34,fleet-simulator.csv,1.0,1.0,1.0,1.0,0.0,0.23,0.0,1.0,0.0,0.8709677419354839
35,japano.csv,0.96,0.93,1.0,0.0,1.0,0.15,2.0,1.0,1.0,0.9328358208955224
36,qmcpack.csv,0.55,0.43,0.5,0.55,0.51,0.15,0.0,0.5,0.22,0.3181818181818182
37,gnukeda.csv,0.71,0.67,0.75,0.71,0.5,0.21,0.0,0.75,0.43,0.5492957746478874
38,powerfolder-.csv,0.5,0.5,0.5,0.54,0.54,0.19,4.0,0.5,0.2,0.29523809523809524
39,jparsec.csv,0.48,0.5,0.56,0.55,0.62,0.17,1.0,0.56,0.29,0.39473684210526316
40,m-m-m.csv,0.89,0.91,0.8,0.83,0.5,0.08,0.0,0.8,0.5,0.8360655737704918
41,adonthell.csv,0.6,0.64,0.58,0.54,0.61,0.14,0.0,0.58,0.44,0.5555555555555556
42,k3d.csv,0.0,0.0,0.0,0.0,1.0,0.2,40.0,0.0,0.03,0.14563106796116504
43,fmri-dmt.csv,0.0,0.0,0.0,0.0,1.0,0.15,12.0,0.0,0.0,0.08823529411764706
44,amanda.csv,0.63,0.67,0.6,0.58,0.5,0.17,9.0,0.6,0.17,0.4642857142857143
45,jaql.csv,0.52,0.62,0.47,0.5,0.58,0.21,13.0,0.47,0.17,0.3900414937759336
46,vars-redux.csv,0.52,0.46,0.5,0.55,0.66,0.17,3.0,0.5,0.43,0.4224137931034483
47,megameknet.csv,0.51,0.67,0.5,0.56,0.5,0.15,3.0,0.5,0.04,0.2247557003257329
48,autoopencas.csv,0.0,0.0,0.0,0.0,1.0,0.18,33.0,0.0,0.0,0.2634730538922156
49,arianne.csv,0.48,0.56,0.52,0.47,0.81,0.2,0.0,0.52,0.52,0.5
50,sumatrapdf.csv,0.67,0.83,0.5,0.56,0.5,0.18,11.0,0.5,0.09,0.36046511627906974
51,powerfolder.csv,0.0,0.0,0.0,0.0,1.0,0.2,24.0,0.0,0.0,0.03968253968253968
52,openxava.csv,0.0,0.0,0.0,0.0,1.0,0.17,28.0,0.0,0.0,0.10810810810810811
53,somap.csv,0.97,0.93,1.0,0.0,1.0,0.13,0.0,1.0,1.0,0.9230769230769231
54,elateportal.csv,0.95,1.0,1.0,0.91,0.11,0.1,0.0,1.0,0.0,0.88
55,lcfizvtop.csv,0.0,0.0,0.0,0.0,1.01,0.25,10.0,0.0,0.2,0.1864406779661017
56,arm-webradio.csv,0.44,1.0,0.57,0.34,0.71,0.15,0.0,0.57,0.0,0.26515151515151514
57,geogebra.csv,0.1,0.33,0.06,0.07,0.94,0.26,38.0,0.06,0.03,0.2222222222222222
58,dvd-create.csv,0.85,0.81,0.87,0.58,0.76,0.17,0.0,0.87,0.75,0.8043478260869565
59,xinity.csv,0.67,0.67,0.62,0.54,0.68,0.15,1.0,0.62,0.6,0.6119402985074627
60,jython.csv,0.5,0.67,0.4,0.45,0.6,0.21,29.0,0.4,0.03,0.12941176470588237
61,gnupdate.csv,0.33,0.4,0.5,0.52,0.61,0.14,3.0,0.5,0.06,0.18867924528301888
62,gstreamer.csv,0.76,0.71,0.8,0.75,0.5,0.19,1.0,0.8,0.41,0.577259475218659
63,plearn.csv,0.24,0.4,0.17,0.2,0.84,0.2,4.0,0.17,0.07,0.28780487804878047
64,gpac.csv,0.64,0.53,0.82,0.54,0.78,0.15,3.0,0.82,0.7,0.5436893203883495
65,quark.csv,0.0,0.0,0.0,0.0,1.0,0.17,11.0,0.0,0.09,0.2
66,xemeiah.csv,0.64,0.64,0.69,0.66,0.5,0.2,14.0,0.69,0.27,0.46206896551724136
67,unflobtactical.csv,0.67,0.64,0.71,0.61,0.66,0.17,1.0,0.71,0.6,0.5737704918032787
68,web-cat.csv,0.33,0.5,0.33,0.35,0.77,0.18,4.0,0.33,0.33,0.38
69,biodwh.csv,0.0,0.0,0.0,0.0,1.01,0.19,15.0,0.0,0.13,0.14457831325301204
70,crisscross.csv,0.0,0.0,0.0,0.0,1.0,0.25,23.0,0.0,0.1,0.17355371900826447
71,ofbiz.csv,0.77,0.71,0.88,0.61,0.66,0.2,0.0,0.88,0.58,0.674496644295302
72,mptvseries.csv,0.57,0.67,0.5,0.54,0.53,0.1,7.0,0.5,0.17,0.38
73,freelords.csv,0.77,0.73,0.75,0.43,0.89,0.18,0.0,0.75,0.83,0.7383177570093458
74,delphilhlplib.csv,0.8,1.0,0.82,0.56,0.6,0.15,1.0,0.82,0.0,0.7464788732394366
75,wow-qrsk.csv,0.0,0.0,0.0,0.0,1.0,0.23,187.0,0.0,0.0,0.1906283280085197
76,les-indemodables.csv,0.53,0.56,0.57,0.59,0.53,0.15,8.0,0.57,0.31,0.3627450980392157
77,runuomondains.csv,0.0,0.0,0.0,0.0,1.0,0.08,13.0,0.0,0.0,0.11940298507462686
78,ontomorphtab.csv,0.63,0.71,0.71,0.47,0.62,0.09,1.0,0.71,0.5,0.625
79,libarchive.csv,0.55,0.67,0.44,0.49,0.59,0.17,1.0,0.44,0.14,0.4188034188034188
80,capcode.csv,0.0,0.0,0.0,0.0,1.0,0.18,15.0,0.0,0.21,0.14457831325301204
81,openmeetings.csv,0.4,1.0,0.25,0.29,0.75,0.16,20.0,0.25,0.0,0.14102564102564102
82,silvertree.csv,0.44,0.43,0.4,0.44,0.7,0.17,8.0,0.4,0.43,0.4166666666666667
83,hibernate.csv,0.19,0.4,0.12,0.15,0.88,0.19,49.0,0.12,0.06,0.28647686832740216
84,haggle.csv,0.67,0.69,0.73,0.6,0.71,0.18,2.0,0.73,0.62,0.6434782608695652
85,opensim4opencog.csv,0.0,0.0,0.0,0.0,1.0,0.22,37.0,0.0,0.0,0.12234042553191489
86,jasa.csv,0.47,0.46,0.57,0.35,0.87,0.14,9.0,0.57,0.62,0.4520547945205479
87,jpaul.csv,0.57,0.67,0.5,0.55,0.52,0.09,2.0,0.5,0.12,0.29310344827586204
88,openmsx.csv,0.2,0.31,0.15,0.18,0.89,0.22,6.0,0.15,0.26,0.4088050314465409
89,toped.csv,0.91,0.9,1.0,0.78,0.51,0.17,0.0,1.0,0.5,0.85
90,simplewebservices.csv,0.51,0.5,0.45,0.49,0.59,0.18,3.0,0.45,0.32,0.4149377593360996
91,mvnforum.csv,0.0,0.0,0.0,0.0,1.0,0.15,10.0,0.0,0.22,0.2903225806451613
92,reaper3d.csv,0.0,0.0,0.0,0.0,1.0,0.23,21.0,0.0,0.05,0.07407407407407407
93,growl-for-windows.csv,0.67,0.67,0.71,0.5,0.79,0.1,4.0,0.71,0.67,0.6666666666666666
94,projectts.csv,0.43,0.43,0.43,0.35,0.98,0.17,6.0,0.43,0.8,0.578125
95,mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.15,13.0,0.0,0.0,0.08695652173913043
96,fritzing.csv,0.58,0.57,0.64,0.6,0.6,0.14,0.0,0.64,0.38,0.48322147651006714
97,wsmt.csv,0.78,0.64,0.86,0.71,0.67,0.15,6.0,0.86,0.17,0.5384615384615384
98,swtfox.csv,0.75,0.7,0.75,0.77,0.29,0.19,0.0,0.75,0.15,0.38095238095238093
99,pcsx2.csv,0.79,0.75,0.83,0.72,0.55,0.2,0.0,0.83,0.5,0.6580882352941176
100,octave.csv,0.0,0.0,0.0,0.0,1.0,0.16,24.0,0.0,0.0,0.176
101,mule.csv,0.67,0.67,0.69,0.61,0.65,0.17,1.0,0.69,0.53,0.606694560669456
102,lamp.csv,0.0,0.0,0.0,0.0,1.0,0.21,28.0,0.0,0.04,0.0979020979020979
103,m-a-d-n-e-s-s.csv,0.46,0.5,0.6,0.6,0.58,0.18,1.0,0.6,0.17,0.29411764705882354
104,google-gears.csv,0.85,0.79,0.92,0.5,0.75,0.2,0.0,0.92,0.75,0.7597402597402597
105,encog-cs.csv,0.38,0.43,0.38,0.41,0.71,0.21,23.0,0.38,0.22,0.358695652173913
106,awemud.csv,0.8,0.76,0.87,0.51,0.83,0.18,1.0,0.87,0.83,0.7222222222222222
107,tycho.csv,0.73,0.71,0.71,0.7,0.44,0.15,0.0,0.71,0.33,0.5555555555555556
108,tmva.csv,0.84,0.79,0.91,0.67,0.67,0.18,5.0,0.91,0.67,0.7345132743362832
109,gebr.csv,0.74,0.76,0.68,0.61,0.63,0.14,0.0,0.68,0.62,0.7205882352941176
110,rocrail.csv,0.67,0.5,0.5,0.56,0.5,0.19,11.0,0.5,0.12,0.21568627450980393
111,trackit.csv,0.63,0.6,0.67,0.46,0.84,0.15,0.0,0.67,0.8,0.640625
112,ossbuild.csv,0.0,0.0,0.0,0.0,1.0,0.18,49.0,0.0,0.0,0.12749003984063745
113,foursquared.csv,0.36,0.43,0.4,0.42,0.75,0.14,11.0,0.4,0.22,0.34285714285714286
114,pentahoanalysistool.csv,0.33,0.25,0.33,0.37,0.9,0.12,2.0,0.33,0.33,0.313953488372093
115,extprosys.csv,0.38,0.33,0.4,0.44,0.66,0.16,1.0,0.4,0.11,0.28342245989304815
116,utgb.csv,0.5,0.5,0.43,0.44,0.76,0.15,1.0,0.43,0.5,0.5303030303030303
117,jmri.csv,0.46,0.5,0.42,0.41,0.71,0.18,0.0,0.42,0.33,0.47045951859956237
118,virtuoso.csv,0.0,0.0,0.0,0.0,1.0,0.16,35.0,0.0,0.0,0.23076923076923078
119,qmmp.csv,0.73,0.75,0.69,0.7,0.38,0.23,7.0,0.69,0.25,0.504
120,exordium.csv,0.4,0.5,0.5,0.54,0.64,0.21,9.0,0.5,0.18,0.25333333333333335
121,bigdata.csv,0.94,0.88,1.0,0.0,1.0,0.21,7.0,1.0,1.0,0.8786885245901639
122,k3b.csv,0.7,0.73,0.67,0.59,0.69,0.18,1.0,0.67,0.6,0.7073170731707317
123,myfaces.csv,0.17,0.33,0.1,0.12,0.9,0.22,59.0,0.1,0.02,0.13675213675213677
124,google-web-toolkit.csv,0.73,0.61,0.9,0.51,0.83,0.2,13.0,0.9,0.8,0.5847457627118644
125,genecys.csv,0.92,0.87,0.92,0.0,1.0,0.13,0.0,0.92,1.0,0.8732394366197183
126,taverna.csv,0.5,0.5,0.4,0.45,0.61,0.18,2.0,0.4,0.18,0.3375
127,jsidplay2.csv,0.77,0.78,0.75,0.56,0.65,0.13,0.0,0.75,0.5,0.7468354430379747
128,fltk.csv,0.66,0.7,0.74,0.59,0.72,0.19,0.0,0.74,0.45,0.569620253164557
129,tradelink.csv,0.0,0.0,0.0,0.0,1.01,0.2,17.0,0.0,0.2,0.19791666666666666
130,irrlicht.csv,0.87,0.77,1.0,0.0,1.0,0.18,3.0,1.0,1.0,0.7723214285714286
131,jguard.csv,0.5,0.5,0.5,0.53,0.66,0.12,13.0,0.5,0.27,0.3488372093023256
132,jitterbit.csv,0.61,0.72,0.53,0.58,0.48,0.18,3.0,0.53,0.0,0.2739059967585089
133,etherboot.csv,0.0,0.0,0.0,0.0,1.01,0.19,15.0,0.0,0.23,0.26506024096385544
134,customwars.csv,0.22,0.2,0.25,0.29,0.78,0.18,21.0,0.25,0.16,0.15178571428571427
135,webdriver.csv,0.5,0.67,0.44,0.48,0.62,0.2,5.0,0.44,0.27,0.45454545454545453
136,mediate.csv,0.67,0.67,0.62,0.63,0.67,0.21,4.0,0.62,0.5,0.5652173913043478
137,plee-the-bear.csv,0.0,0.0,0.0,0.0,1.0,0.17,110.0,0.0,0.0,0.05956678700361011
138,levent.csv,0.67,0.67,0.67,0.47,0.82,0.13,0.0,0.67,0.75,0.6805555555555556
139,mia.csv,0.0,0.0,0.0,0.0,1.0,0.21,37.0,0.0,0.0,0.09183673469387756
140,unladen-swallow.csv,0.0,0.0,0.0,0.0,1.0,0.11,590.0,0.0,0.0,0.1155795876985468
141,apertium.csv,0.46,0.5,0.6,0.6,0.58,0.24,0.0,0.6,0.33,0.30120481927710846
142,vapor.csv,0.25,0.33,0.2,0.24,0.81,0.16,11.0,0.2,0.07,0.2604166666666667
143,xstore.csv,0.64,0.57,0.6,0.55,0.76,0.12,2.0,0.6,0.38,0.5287356321839081
144,qcad2.csv,0.52,0.67,0.67,0.65,0.54,0.18,19.0,0.67,0.21,0.3310344827586207
145,fluent-nhibernate.csv,0.29,0.33,0.25,0.29,0.75,0.11,3.0,0.25,0.06,0.09239130434782608
146,wxlua.csv,0.95,0.9,1.0,0.0,1.0,0.11,1.0,1.0,1.0,0.9166666666666666
147,ivef-sdk.csv,1.0,1.0,1.0,1.0,0.0,0.11,6.0,1.0,0.0,0.6907216494845361
148,modplug.csv,0.87,0.82,0.91,0.77,0.53,0.13,0.0,0.91,0.5,0.6962025316455697
149,dxengine.csv,0.44,0.5,0.4,0.44,0.63,0.18,11.0,0.4,0.2,0.34615384615384615
150,jmonkeyengine.csv,0.0,0.0,0.0,0.0,1.0,0.14,12.0,0.0,0.2,0.2647058823529412
151,jahshaka.csv,0.4,0.33,0.33,0.38,0.67,0.23,11.0,0.33,0.1,0.18333333333333332
152,mimosa.csv,0.67,0.71,0.62,0.65,0.44,0.18,8.0,0.62,0.22,0.475
153,mclient-mume.csv,0.83,0.83,0.83,0.82,0.26,0.27,5.0,0.83,0.2,0.5263157894736842
154,echongl.csv,0.94,0.95,0.95,0.91,0.14,0.18,0.0,0.95,0.14,0.7226277372262774
155,azureus.csv,0.25,0.4,0.18,0.21,0.82,0.19,10.0,0.18,0.06,0.25806451612903225
156,modellus.csv,0.59,0.64,0.59,0.59,0.58,0.18,15.0,0.59,0.41,0.5
157,gss.csv,0.8,0.83,0.67,0.72,0.33,0.1,0.0,0.67,0.25,0.6
158,lufa-lib.csv,0.53,0.58,0.48,0.52,0.58,0.15,35.0,0.48,0.26,0.42517006802721086
159,cleartk.csv,0.91,0.89,0.95,0.62,0.7,0.21,0.0,0.95,0.67,0.8803418803418803
160,kdenlive.csv,0.77,0.75,0.8,0.71,0.54,0.18,0.0,0.8,0.5,0.6454545454545455
161,jppf-project.csv,0.94,0.94,0.94,0.0,1.0,0.19,0.0,0.94,1.0,0.92
162,synecdoche.csv,0.6,0.67,0.5,0.55,0.52,0.13,3.0,0.5,0.22,0.4027777777777778
163,nosleepsoftware.csv,0.67,0.67,0.67,0.7,0.35,0.15,1.0,0.67,0.11,0.25396825396825395
164,brlcad.csv,0.0,0.0,0.0,0.0,1.0,0.18,301.0,0.0,0.0,0.24900662251655628
165,img-browse-sort.csv,0.0,0.0,0.0,0.0,1.01,0.18,9.0,0.0,0.14,0.2549019607843137
166,ns-3.csv,0.75,0.65,0.9,0.42,0.87,0.22,8.0,0.9,0.87,0.6636771300448431
167,h2database.csv,0.0,0.0,0.0,0.0,1.0,0.17,83.0,0.0,0.0,0.1261904761904762
168,opentibia.csv,0.94,0.94,1.0,0.8,0.5,0.2,0.0,1.0,0.5,0.8736842105263158
169,electric-core.csv,0.0,0.0,0.0,0.0,1.0,0.18,152.0,0.0,0.0,0.21363040629095675
170,ctrlr.csv,0.2,0.2,0.2,0.23,0.87,0.19,14.0,0.2,0.18,0.2625
171,co-ode-owl-plugins.csv,0.5,1.0,0.5,0.56,0.5,0.19,19.0,0.5,0.0,0.16363636363636364
172,galaxium.csv,0.46,0.5,0.57,0.57,0.59,0.17,3.0,0.57,0.17,0.28688524590163933
173,wxstudio.csv,0.62,0.67,0.57,0.6,0.48,0.17,11.0,0.57,0.3,0.43023255813953487
174,owfs.csv,0.0,0.0,0.0,0.0,1.02,0.14,11.0,0.0,0.2,0.1746031746031746
175,emono.csv,0.67,0.71,0.69,0.57,0.62,0.17,0.0,0.69,0.5,0.6557377049180327
176,gwanted.csv,0.0,0.0,0.0,0.0,1.0,0.18,31.0,0.0,0.11,0.17073170731707318
177,acegisecurity.csv,0.33,0.3,0.38,0.42,0.71,0.14,5.0,0.38,0.24,0.2777777777777778
178,javaprofiler.csv,0.71,0.71,0.73,0.62,0.73,0.18,0.0,0.73,0.71,0.6756756756756757
179,ffigo.csv,0.71,0.65,0.73,0.51,0.76,0.17,0.0,0.73,0.67,0.6333333333333333
180,esmf.csv,0.0,0.0,0.0,0.0,1.0,0.15,31.0,0.0,0.0,0.20625
181,glas.csv,0.46,0.5,0.43,0.47,0.63,0.22,5.0,0.43,0.27,0.40217391304347827
182,quarkplusplus.csv,0.44,0.5,0.4,0.44,0.66,0.1,4.0,0.4,0.33,0.42857142857142855
183,reaper-ecad.csv,0.15,0.09,0.2,0.24,0.8,0.21,37.0,0.2,0.03,0.12631578947368421
184,aubit4gl.csv,0.64,0.6,0.64,0.62,0.63,0.15,2.0,0.64,0.44,0.5294117647058824
185,abbot.csv,0.8,0.73,0.88,0.59,0.76,0.18,2.0,0.88,0.75,0.7096774193548387
186,cuberok.csv,0.5,0.4,0.5,0.45,0.76,0.18,5.0,0.5,0.71,0.38596491228070173
187,mp-rechnungs-und-kundenverwaltung.csv,0.3,0.29,0.33,0.36,0.78,0.14,2.0,0.33,0.15,0.31543624161073824
188,ultimairis.csv,0.53,0.67,0.44,0.49,0.56,0.2,5.0,0.44,0.1,0.31125827814569534
189,fbmanager.csv,0.62,0.62,0.57,0.59,0.54,0.15,1.0,0.57,0.33,0.5230769230769231
190,frogatto.csv,0.59,0.56,0.71,0.55,0.71,0.15,3.0,0.71,0.57,0.5217391304347826
191,go.csv,0.82,0.78,0.88,0.79,0.46,0.2,4.0,0.88,0.44,0.6370967741935484
192,pfaedit.csv,0.76,0.61,1.0,0.0,1.0,0.18,7.0,1.0,1.0,0.6067415730337079
193,poormans.csv,0.46,0.5,0.43,0.48,0.58,0.18,0.0,0.43,0.12,0.20987654320987653
194,rectracker.csv,0.8,0.82,0.82,0.75,0.44,0.18,4.0,0.82,0.4,0.6746987951807228
195,nullc.csv,0.91,0.83,1.0,0.0,1.0,0.17,0.0,1.0,1.0,0.819672131147541
196,emftriple.csv,0.5,0.5,1.0,0.81,0.5,0.1,28.0,1.0,0.04,0.0728476821192053
197,kmess.csv,0.71,0.63,0.67,0.5,0.78,0.17,1.0,0.67,0.64,0.6283783783783784
198,taokgame.csv,0.67,1.0,0.5,0.56,0.5,0.17,17.0,0.5,0.0,0.10869565217391304
199,alsa.csv,0.77,0.63,1.0,0.0,1.0,0.19,3.0,1.0,1.0,0.6269230769230769
200,riff-evolve.csv,0.55,0.59,0.61,0.56,0.58,0.19,0.0,0.61,0.39,0.4945652173913043
201,xtreemfs.csv,0.92,0.88,0.98,0.67,0.62,0.21,0.0,0.98,0.58,0.8415584415584415
202,kindb.csv,0.86,0.86,0.86,0.81,0.36,0.27,2.0,0.86,0.33,0.68
203,hatari.csv,0.67,0.67,0.67,0.68,0.44,0.21,2.0,0.67,0.29,0.4461538461538462
204,oppna-program-hsatools.csv,0.96,0.92,1.0,0.88,0.4,0.22,0.0,1.0,0.4,0.823076923076923
205,sylpheed-claws.csv,0.59,0.64,0.55,0.58,0.54,0.21,7.0,0.55,0.36,0.48068669527896996
206,repositorium.csv,0.0,0.0,0.0,0.0,1.0,0.16,18.0,0.0,0.0,0.1134020618556701
207,smbopensoft.csv,0.74,0.74,0.8,0.77,0.39,0.15,0.0,0.8,0.3,0.49
208,pydev.csv,0.38,0.33,0.43,0.45,0.73,0.19,8.0,0.43,0.29,0.34285714285714286
209,tolven.csv,0.46,0.5,0.38,0.43,0.63,0.19,16.0,0.38,0.11,0.29133858267716534
210,uwom-server.csv,0.0,0.0,0.0,0.0,1.0,0.17,44.0,0.0,0.0,0.24778761061946902
211,linux-ntfs.csv,0.67,0.67,0.6,0.65,0.63,0.18,0.0,0.6,0.2,0.4727272727272727
212,ngl.csv,0.7,0.68,0.74,0.7,0.5,0.19,0.0,0.74,0.38,0.5380434782608695
213,sabbu.csv,0.7,0.67,0.73,0.71,0.45,0.19,4.0,0.73,0.36,0.5178571428571429
214,gpsmid.csv,0.7,0.67,0.7,0.66,0.55,0.22,4.0,0.7,0.38,0.5632183908045977
215,lazarus-ccr.csv,0.6,0.6,0.6,0.51,0.75,0.18,1.0,0.6,0.33,0.46153846153846156
216,gbif-providertoolkit.csv,0.0,0.0,0.0,0.0,1.0,0.12,14.0,0.0,0.14,0.1728395061728395
217,bibedt.csv,0.4,0.33,0.5,0.54,0.56,0.18,9.0,0.5,0.25,0.19607843137254902
218,leechcraft.csv,0.5,0.5,0.5,0.46,0.78,0.18,1.0,0.5,0.4,0.5454545454545454
219,xharbour.csv,0.89,0.82,1.0,0.0,1.0,0.15,0.0,1.0,1.0,0.8207547169811321
220,truevision.csv,0.4,0.5,0.43,0.45,0.71,0.19,12.0,0.43,0.21,0.3486238532110092
221,pustefix.csv,0.22,0.2,0.25,0.29,0.82,0.18,14.0,0.25,0.33,0.27058823529411763
222,ossim.csv,0.0,0.0,0.0,0.0,1.0,0.16,55.0,0.0,0.0,0.05673758865248227
223,wikipediardware.csv,0.67,0.67,0.62,0.0,1.01,0.09,0.0,0.62,1.0,0.7307692307692307
224,vxl.csv,0.0,0.0,0.0,0.0,1.0,0.2,29.0,0.0,0.0,0.24503311258278146
225,natpad.csv,0.71,0.67,0.67,0.67,0.38,0.18,2.0,0.67,0.23,0.40186915887850466
226,tart.csv,0.0,0.0,0.0,0.0,1.0,0.16,18.0,0.0,0.0,0.05319148936170213
227,atlc.csv,0.74,0.83,0.75,0.67,0.41,0.14,0.0,0.75,0.2,0.5857142857142857
228,yafdotnet.csv,0.63,0.63,0.63,0.65,0.47,0.2,2.0,0.63,0.26,0.4166666666666667
229,bwapi.csv,0.93,0.92,0.96,0.79,0.57,0.26,0.0,0.96,0.29,0.775
230,emite.csv,0.31,0.33,0.33,0.34,0.87,0.14,0.0,0.33,0.5,0.43661971830985913
231,thout.csv,0.32,0.38,0.22,0.26,0.78,0.18,2.0,0.22,0.13,0.23036649214659685
232,autowikibrowser.csv,0.57,0.56,0.56,0.6,0.57,0.2,8.0,0.56,0.27,0.4489795918367347
233,opengs.csv,0.59,0.7,0.64,0.64,0.55,0.15,15.0,0.64,0.19,0.4122137404580153
234,bacnet.csv,0.22,0.33,0.14,0.17,0.86,0.22,7.0,0.14,0.29,0.3392857142857143
235,t-2.csv,0.25,0.33,0.25,0.29,0.76,0.23,146.0,0.25,0.01,0.1221001221001221
236,ardour.csv,0.71,0.62,0.83,0.66,0.66,0.16,0.0,0.83,0.64,0.5534591194968553
237,xcsoar.csv,0.61,0.6,0.64,0.64,0.58,0.2,9.0,0.64,0.36,0.4409448818897638
238,codepurge.csv,0.29,0.5,0.2,0.24,0.8,0.21,27.0,0.2,0.07,0.14201183431952663
239,jgnash.csv,0.2,0.2,0.2,0.24,0.81,0.15,23.0,0.2,0.03,0.14705882352941177
240,flylinkdc.csv,0.4,0.5,0.29,0.34,0.72,0.18,3.0,0.29,0.1,0.27205882352941174
241,adaptagrams.csv,0.67,0.67,0.8,0.67,0.5,0.1,3.0,0.8,0.4,0.52
242,projecteqemu.csv,0.67,0.62,0.71,0.7,0.44,0.12,2.0,0.71,0.33,0.4444444444444444
243,igarden.csv,0.36,0.4,0.33,0.37,0.7,0.19,2.0,0.33,0.21,0.30097087378640774
244,nebuladevice.csv,0.0,0.0,0.0,0.0,1.0,0.18,16.0,0.0,0.0,0.1744186046511628
245,officefloor.csv,0.0,0.0,0.0,0.0,1.0,0.17,275.0,0.0,0.0,0.027596223674655047
246,plplot.csv,0.4,0.4,0.25,0.29,0.75,0.2,6.0,0.25,0.09,0.2692307692307692
247,paintown.csv,0.69,0.62,0.77,0.72,0.49,0.17,2.0,0.77,0.33,0.48226950354609927
248,ondex.csv,0.0,0.0,0.0,0.0,1.0,0.17,39.0,0.0,0.0,0.1683673469387755
249,lphant.csv,0.67,0.67,0.75,0.76,0.53,0.2,6.0,0.75,0.17,0.4
250,miranda.csv,0.8,0.66,1.0,0.0,1.0,0.21,19.0,1.0,1.0,0.6597633136094675
251,gephex.csv,0.71,0.67,0.71,0.51,0.73,0.18,1.0,0.71,0.56,0.6339285714285714
252,openwbem.csv,0.44,0.52,0.42,0.46,0.64,0.17,4.0,0.42,0.1,0.35702479338842974
