,project,score
75,les-indemodables.csv,"[0.71, 0.63, 0.5, 0.76, 0.62]"
76,runuomondains.csv,"[0.73, 0.84, 0.78, 0.69, 0.82]"
77,ontomorphtab.csv,"[0.48, 0.71, 0.87, 0.38, 0.84]"
78,capcode.csv,"[0.77, 0.71, 0.75, 0.35, 0.74]"
79,openmeetings.csv,"[0.89, 0.89, 0.8, 0.79, 0.74]"
80,silvertree.csv,"[0.6, 0.75, 0.48, 0.15, 0.61]"
81,hibernate.csv,"[0.7, 0.54, 0.57, 0.6, 0.32]"
82,haggle.csv,"[0.75, 0.35, 0.62, 0.62, 0.43]"
83,opensim4opencog.csv,"[0.82, 0.6, 0.83, 0.83, 0.36]"
84,jasa.csv,"[0.56, 0.6, 0.6, 0.7, 0.75]"
85,openmsx.csv,"[0.44, 0.64, 0.51, 0.26, 0.64]"
86,toped.csv,"[1.0, 0.03, 0.89, 0.82, 0.79]"
87,simplewebservices.csv,"[0.52, 0.58, 0.48, 0.38, 0.7]"
88,mvnforum.csv,"[0.65, 0.74, 0.41, 0.5, 0.13]"
89,reaper3d.csv,"[0.88, 0.56, 0.86, 0.86, 0.73]"
90,growl-for-windows.csv,"[0.87, 0.59, 0.6, 0.57, 0.38]"
91,projectts.csv,"[0.61, 0.67, 0.67, 0.88, 0.86]"
92,mvdsv.csv,"[1.0, 0.91, 0.73, 0.84, 1.0]"
93,wsmt.csv,"[0.44, 0.76, 0.34, 0.5, 0.56]"
94,swtfox.csv,"[0.54, 0.6, 0.77, 0.85, 0.54]"
95,pcsx2.csv,"[0.71, 0.56, 0.13, 0.7, 0.56]"
96,octave.csv,"[0.65, 0.76, 0.43, 0.8, 0.61]"
97,mule.csv,"[0.44, 0.85, 0.59, 0.28, 0.78]"
98,lamp.csv,"[0.6, 0.7, 0.82, 0.02, 0.92]"
99,m-a-d-n-e-s-s.csv,"[0.69, 0.53, 0.4, 0.89, 0.9]"
100,google-gears.csv,"[0.62, 0.62, 0.71, 0.49, 0.5]"
101,encog-cs.csv,"[0.16, 0.8, 0.61, 0.53, 0.56]"
102,awemud.csv,"[0.68, 0.11, 0.55, 0.63, 0.65]"
103,tycho.csv,"[0.78, 0.89, 0.43, 0.87, 0.86]"
104,tmva.csv,"[0.59, 0.69, 0.81, 0.63, 0.61]"
105,gebr.csv,"[0.7, 0.6, 0.61, 0.61, 0.63]"
106,rocrail.csv,"[0.67, 0.92, 0.67, 0.64, 0.86]"
107,ossbuild.csv,"[0.76, 0.86, 0.88, 0.62, 0.72]"
108,foursquared.csv,"[0.62, 1.0, 0.35, 0.89, 0.46]"
109,pentahoanalysistool.csv,"[0.67, 0.53, 0.73, 0.64, 0.82]"
110,extprosys.csv,"[0.64, 0.71, 0.24, 0.82, 0.6]"
111,utgb.csv,"[0.22, 0.34, 0.34, 0.52, 0.33]"
112,jmri.csv,"[0.52, 0.67, 0.37, 0.62, 0.62]"
113,virtuoso.csv,"[0.55, 0.7, 0.67, 0.64, 0.53]"
114,qmmp.csv,"[0.58, 0.71, 0.76, 0.52, 0.81]"
115,bigdata.csv,"[0.21, 0.04, 0.82, 0.78, 0.87]"
116,k3b.csv,"[0.51, 0.56, 0.78, 0.32, 0.62]"
117,myfaces.csv,"[0.79, 0.77, 0.81, 0.78, 0.84]"
118,google-web-toolkit.csv,"[0.48, 0.54, 0.57, 0.61, 0.36]"
119,genecys.csv,"[0.8, 0.85, 0.84, 1.0, 0.77]"
120,werx.csv,"[0.93, 1.0, 0.94, 0.93, 0.98]"
121,taverna.csv,"[0.73, 0.45, 0.55, 0.07, 0.7]"
122,jsidplay2.csv,"[0.78, 0.64, 0.76, 0.89, 0.8]"
123,fltk.csv,"[0.66, 0.67, 0.56, 0.67, 0.74]"
124,tradelink.csv,"[0.86, 0.27, 0.78, 0.76, 0.77]"
125,irrlicht.csv,"[0.68, 0.72, 0.63, 0.07, 0.68]"
126,jguard.csv,"[0.39, 0.64, 0.55, 0.51, 0.72]"
127,jitterbit.csv,"[0.34, 0.76, 0.82, 0.78, 0.82]"
128,etherboot.csv,"[0.61, 0.71, 0.55, 0.74, 0.82]"
129,customwars.csv,"[0.77, 0.5, 0.77, 0.79, 0.51]"
130,webdriver.csv,"[0.56, 0.59, 0.85, 0.42, 0.33]"
131,mediate.csv,"[0.48, 0.48, 0.35, 0.5, 0.63]"
132,plee-the-bear.csv,"[0.03, 0.89, 0.52, 0.75, 0.85]"
133,levent.csv,"[0.53, 0.32, 1.0, 0.74, 0.68]"
134,mia.csv,"[0.84, 0.87, 0.63, 0.81, 0.78]"
135,unladen-swallow.csv,"[0.82, 0.73, 0.84, 0.67, 0.61]"
136,apertium.csv,"[0.76, 0.91, 0.64, 0.65, 0.89]"
137,vapor.csv,"[0.69, 0.63, 0.63, 0.57, 0.39]"
138,xstore.csv,"[0.75, 0.74, 0.6, 0.26, 0.54]"
139,qcad2.csv,"[0.62, 0.64, 0.51, 0.49, 0.46]"
140,fluent-nhibernate.csv,"[0.79, 0.93, 0.83, 0.74, 0.88]"
141,wxlua.csv,"[0.8, 0.43, 0.89, 0.85, 0.96]"
142,ivef-sdk.csv,"[1.0, 1.0, 1.0, 1.0, 1.0]"
143,modplug.csv,"[0.78, 0.83, 0.64, 0.8, 0.87]"
144,dxengine.csv,"[0.71, 0.82, 0.8, 0.68, 0.52]"
145,jmonkeyengine.csv,"[0.68, 0.62, 0.69, 0.68, 0.65]"
146,jahshaka.csv,"[0.69, 0.79, 0.03, 0.67, 0.71]"
147,mimosa.csv,"[0.73, 0.91, 0.43, 1.0, 1.0]"
148,mclient-mume.csv,"[0.4, 0.33, 0.67, 0.57, 0.71]"
149,azureus.csv,"[0.73, 0.57, 0.27, 0.66, 0.76]"
150,modellus.csv,"[0.69, 0.64, 0.5, 0.74, 0.65]"
151,nh3d.csv,"[0.8, 0.97, 0.91, 0.96, 0.2]"
152,lufa-lib.csv,"[0.48, 0.56, 0.67, 0.54, 0.71]"
153,cleartk.csv,"[0.31, 0.75, 0.25, 0.65, 0.69]"
154,kdenlive.csv,"[0.75, 0.53, 0.33, 0.59, 0.57]"
155,jppf-project.csv,"[0.77, 1.0, 0.85, 0.89, 0.93]"
156,synecdoche.csv,"[0.6, 0.68, 0.68, 0.68, 0.3]"
157,nosleepsoftware.csv,"[0.78, 0.68, 0.64, 0.88, 0.64]"
158,brlcad.csv,"[0.64, 0.64, 0.7, 0.75, 0.6]"
159,img-browse-sort.csv,"[0.86, 0.43, 0.59, 0.33, 0.54]"
160,ns-3.csv,"[0.32, 0.48, 0.28, 0.57, 0.15]"
161,h2database.csv,"[0.79, 0.04, 0.79, 0.72, 0.84]"
162,opentibia.csv,"[0.78, 0.78, 0.53, 0.74, 0.71]"
163,electric-core.csv,"[0.8, 0.69, 0.76, 0.72, 0.69]"
164,ctrlr.csv,"[0.43, 0.74, 0.74, 0.9, 0.58]"
165,co-ode-owl-plugins.csv,"[0.73, 0.16, 0.8, 0.79, 1.0]"
166,wxstudio.csv,"[0.25, 0.46, 0.91, 0.7, 0.28]"
167,owfs.csv,"[0.68, 0.62, 0.08, 0.5, 0.79]"
168,emono.csv,"[0.18, 0.77, 0.48, 0.52, 0.5]"
169,gwanted.csv,"[0.6, 0.73, 0.69, 0.82, 0.83]"
170,acegisecurity.csv,"[0.64, 0.57, 0.75, 0.77, 0.74]"
171,javaprofiler.csv,"[0.61, 0.5, 0.74, 0.74, 1.0]"
172,esmf.csv,"[0.71, 0.38, 0.56, 0.66, 0.75]"
173,glas.csv,"[0.62, 0.25, 0.41, 0.67, 0.43]"
174,calcubetimer.csv,"[0.71, 1.0, 0.82, 0.79, 1.0]"
175,quarkplusplus.csv,"[0.25, 0.71, 0.75, 0.29, 0.51]"
176,reaper-ecad.csv,"[0.8, 0.86, 0.51, 0.5, 0.82]"
177,aubit4gl.csv,"[0.64, 0.64, 0.5, 0.47, 0.38]"
178,abbot.csv,"[0.46, 0.53, 0.75, 0.86, 0.84]"
179,cuberok.csv,"[0.88, 0.75, 0.38, 0.13, 0.73]"
180,mp-rechnungs-und-kundenverwaltung.csv,"[0.8, 0.75, 0.61, 0.58, 0.35]"
181,ultimairis.csv,"[0.58, 0.62, 0.7, 0.72, 0.71]"
182,frogatto.csv,"[0.6, 0.7, 0.52, 0.56, 0.87]"
183,go.csv,"[0.47, 0.94, 0.65, 0.63, 0.55]"
184,pfaedit.csv,"[0.74, 0.65, 0.42, 0.41, 0.73]"
185,poormans.csv,"[0.83, 0.79, 0.78, 0.61, 0.74]"
186,rectracker.csv,"[0.76, 0.44, 0.72, 0.72, 0.4]"
187,nullc.csv,"[0.58, 0.64, 0.88, 0.5, 0.79]"
188,kmess.csv,"[0.89, 0.74, 0.57, 0.61, 0.13]"
189,taokgame.csv,"[0.76, 1.0, 0.83, 0.88, 0.01]"
190,alsa.csv,"[0.62, 0.66, 0.57, 0.57, 0.52]"
191,riff-evolve.csv,"[0.56, 0.53, 0.76, 0.48, 0.64]"
192,xtreemfs.csv,"[0.51, 0.86, 0.58, 0.75, 0.84]"
193,kindb.csv,"[1.0, 0.52, 1.0, 1.0, 0.81]"
194,oppna-program-hsatools.csv,"[0.71, 0.89, 0.65, 1.0, 0.74]"
195,sylpheed-claws.csv,"[0.66, 0.36, 0.77, 0.77, 0.7]"
196,repositorium.csv,"[0.86, 0.93, 0.8, 1.0, 0.01]"
197,smbopensoft.csv,"[0.7, 0.81, 0.93, 0.92, 0.72]"
198,pydev.csv,"[0.6, 0.51, 0.59, 0.63, 0.52]"
199,tolven.csv,"[0.84, 0.64, 0.84, 0.47, 0.88]"
200,uwom-server.csv,"[0.13, 0.75, 0.71, 0.67, 0.64]"
201,linux-ntfs.csv,"[0.2, 0.43, 0.42, 0.26, 0.34]"
202,ngl.csv,"[0.54, 0.51, 0.68, 0.55, 0.3]"
203,sabbu.csv,"[0.53, 0.37, 0.51, 0.8, 0.66]"
204,gpsmid.csv,"[0.75, 0.75, 0.66, 0.67, 0.8]"
205,gbif-providertoolkit.csv,"[0.9, 0.85, 0.91, 1.0, 0.91]"
206,bibedt.csv,"[0.64, 0.59, 0.6, 0.05, 0.76]"
207,leechcraft.csv,"[0.87, 0.27, 1.0, 0.51, 0.67]"
208,xharbour.csv,"[0.76, 0.87, 0.8, 0.92, 0.79]"
209,truevision.csv,"[0.8, 0.87, 0.8, 0.7, 0.55]"
210,pustefix.csv,"[0.38, 0.71, 0.71, 0.74, 0.71]"
211,ossim.csv,"[0.9, 0.71, 0.92, 0.81, 0.76]"
212,wikipediardware.csv,"[0.64, 0.6, 0.84, 0.85, 0.56]"
213,vxl.csv,"[0.6, 0.61, 0.23, 0.76, 0.76]"
214,natpad.csv,"[0.6, 0.42, 0.93, 0.43, 0.64]"
215,tart.csv,"[0.85, 0.89, 0.73, 0.67, 0.54]"
216,atlc.csv,"[1.0, 0.78, 0.88, 0.53, 1.0]"
217,yafdotnet.csv,"[0.41, 0.25, 0.74, 0.76, 0.46]"
218,bwapi.csv,"[0.76, 0.63, 0.82, 0.44, 0.38]"
219,emite.csv,"[0.23, 0.49, 0.23, 0.44, 0.33]"
220,thout.csv,"[0.49, 0.66, 0.7, 0.77, 0.73]"
221,autowikibrowser.csv,"[0.46, 0.42, 0.77, 0.39, 0.83]"
222,opengs.csv,"[0.67, 0.82, 0.68, 0.88, 0.88]"
223,bacnet.csv,"[0.81, 0.73, 0.93, 0.74, 0.65]"
224,t-2.csv,"[0.8, 0.07, 0.1, 0.82, 0.73]"
225,ardour.csv,"[0.68, 0.41, 0.9, 0.59, 0.45]"
226,xcsoar.csv,"[0.4, 0.27, 0.53, 0.74, 0.53]"
227,codepurge.csv,"[0.38, 0.8, 0.75, 0.51, 0.63]"
228,jgnash.csv,"[0.81, 0.64, 0.86, 0.87, 0.82]"
229,flylinkdc.csv,"[0.65, 0.49, 0.58, 0.63, 0.83]"
230,adaptagrams.csv,"[0.07, 0.84, 0.13, 0.81, 0.17]"
231,projecteqemu.csv,"[0.45, 0.73, 0.82, 0.55, 0.52]"
232,igarden.csv,"[0.48, 0.5, 0.44, 0.14, 0.72]"
233,nebuladevice.csv,"[0.61, 0.77, 0.05, 0.82, 0.68]"
234,officefloor.csv,"[0.96, 0.97, 0.85, 0.38, 0.96]"
235,plplot.csv,"[0.9, 0.57, 0.64, 0.8, 0.62]"
236,paintown.csv,"[0.33, 0.74, 0.68, 0.33, 0.77]"
237,ondex.csv,"[0.04, 0.78, 0.85, 0.78, 0.78]"
238,lphant.csv,"[1.0, 0.71, 0.42, 0.71, 0.26]"
239,miranda.csv,"[0.73, 0.58, 0.72, 0.82, 0.54]"
240,gephex.csv,"[0.43, 0.55, 0.63, 0.69, 0.33]"
241,openwbem.csv,"[0.18, 0.56, 0.57, 0.7, 0.71]"
242,micomt.csv,"[0.64, 0.63, 0.63, 0.84, 0.84]"
243,zscreen.csv,"[0.82, 0.9, 0.54, 0.67, 0.78]"
244,uclmda.csv,"[1.0, 1.0, 0.89, 0.94, 1.0]"
245,jcae.csv,"[0.77, 0.71, 0.76, 0.64, 0.68]"
246,codeblocks.csv,"[0.33, 0.86, 0.64, 0.64, 0.36]"
247,upp-mirror.csv,"[0.66, 0.8, 0.51, 0.21, 0.7]"
248,arsenal-1.csv,"[0.67, 0.63, 0.25, 0.26, 0.57]"
249,unbvision.csv,"[0.71, 0.82, 0.75, 0.94, 0.73]"
250,openfrag.csv,"[0.8, 0.67, 0.81, 0.68, 0.8]"
251,zildo.csv,"[0.62, 0.38, 0.41, 0.91, 0.52]"
252,olex2.csv,"[0.36, 0.42, 0.52, 0.3, 0.65]"
253,enzo.csv,"[0.71, 0.84, 0.46, 0.82, 0.7]"
254,kvs.csv,"[0.6, 0.79, 0.76, 0.83, 0.76]"
255,adobe-source.csv,"[0.82, 0.66, 0.66, 0.72, 0.67]"
256,openmalaria.csv,"[0.85, 0.7, 0.5, 1.0, 0.74]"
257,autofac.csv,"[0.56, 0.44, 0.2, 0.87, 0.29]"
258,stajistics.csv,"[0.57, 0.51, 0.31, 0.72, 0.53]"
259,konversation.csv,"[0.76, 0.86, 0.86, 0.89, 0.48]"
260,uface.csv,"[0.83, 0.91, 0.81, 0.95, 1.0]"
261,n2cms.csv,"[0.77, 0.55, 0.43, 0.75, 0.75]"
262,pdfedit.csv,"[0.67, 0.5, 0.24, 0.56, 0.56]"
263,nutz.csv,"[0.8, 0.52, 0.68, 0.68, 0.63]"
264,planeshift.csv,"[0.7, 0.26, 0.67, 0.49, 0.31]"
265,google-caja.csv,"[0.53, 0.59, 0.66, 0.66, 0.63]"
266,phet.csv,"[0.43, 0.38, 0.75, 0.37, 0.14]"
267,maya-work-in-progress.csv,"[0.91, 0.73, 0.82, 0.8, 0.76]"
268,bibletime.csv,"[0.84, 0.51, 0.92, 0.69, 0.78]"
269,firebreath.csv,"[0.64, 0.76, 0.49, 0.18, 0.7]"
270,qpe.csv,"[0.84, 0.8, 0.86, 0.25, 0.37]"
271,smartgwt.csv,"[0.75, 0.73, 0.87, 0.91, 0.92]"
272,blue-c.csv,"[1.0, 0.87, 0.62, 1.0, 0.83]"
273,jbpm.csv,"[0.86, 0.74, 0.46, 0.84, 0.55]"
274,ontopia.csv,"[0.86, 0.9, 0.92, 0.17, 0.85]"
275,turbotrader-bos.csv,"[0.65, 0.66, 0.82, 0.16, 0.66]"
276,xapian.csv,"[0.25, 0.73, 0.69, 0.03, 0.79]"
277,keyczar.csv,"[0.48, 0.69, 0.68, 0.79, 0.62]"
278,vrjuggler.csv,"[0.91, 0.71, 0.53, 0.63, 0.9]"
279,aime.csv,"[0.55, 0.61, 0.47, 0.89, 0.71]"
280,ipfilter.csv,"[0.9, 0.8, 0.87, 1.0, 1.0]"
281,smarttag.csv,"[0.34, 0.6, 0.59, 0.43, 0.81]"
282,sauerbraten.csv,"[0.68, 0.74, 0.75, 0.48, 0.5]"
283,super-tux.csv,"[0.89, 0.73, 0.94, 0.82, 0.96]"
284,jgossipforum.csv,"[0.94, 0.0, 0.92, 0.88, 0.93]"
285,aufs.csv,"[0.4, 0.86, 0.59, 0.41, 0.71]"
286,flexpay.csv,"[0.05, 0.11, 0.69, 0.18, 0.07]"
287,sandiaportals.csv,"[1.0, 1.0, 0.69, 0.87, 0.78]"
288,nicepress.csv,"[0.77, 1.0, 0.86, 0.51, 0.63]"
289,archive-crawler.csv,"[0.24, 0.64, 0.56, 0.46, 0.9]"
290,mob-sen-plat.csv,"[0.63, 0.2, 0.71, 0.53, 0.67]"
291,selenium.csv,"[0.27, 0.67, 0.73, 0.6, 0.87]"
292,sbml.csv,"[0.58, 0.93, 0.65, 0.73, 0.71]"
293,gisgraphy.csv,"[0.68, 0.6, 0.52, 0.64, 0.65]"
294,jaxen.csv,"[1.0, 0.01, 0.88, 0.64, 1.0]"
295,mediaportal.csv,"[0.45, 0.11, 0.41, 0.68, 0.7]"
296,pokeglobal.csv,"[0.18, 1.0, 0.64, 0.67, 0.43]"
297,agilitybook.csv,"[0.76, 0.86, 0.71, 0.78, 0.86]"
298,ipfire-wall.csv,"[0.64, 0.75, 0.53, 0.67, 1.0]"
299,open-data-kit.csv,"[0.24, 0.58, 0.43, 0.38, 0.23]"
300,betoffice.csv,"[0.38, 0.75, 0.33, 0.33, 0.72]"
301,madman.csv,"[0.82, 1.0, 0.75, 0.76, 0.38]"
302,panda3d.csv,"[0.69, 0.56, 0.61, 0.61, 0.71]"
303,openintents.csv,"[0.4, 0.55, 0.7, 0.71, 0.29]"
304,emisview.csv,"[0.52, 0.8, 0.6, 0.76, 0.8]"
305,htmlunit.csv,"[0.66, 0.68, 0.48, 0.67, 0.67]"
306,firebird.csv,"[0.57, 0.49, 0.47, 0.47, 0.6]"
307,sarasvati.csv,"[0.72, 0.66, 0.75, 0.91, 0.64]"
308,ildjit.csv,"[0.41, 0.68, 0.77, 0.93, 0.88]"
309,clamav.csv,"[0.87, 0.5, 0.75, 0.67, 0.51]"
310,nodal.csv,"[0.92, 0.6, 0.83, 0.36, 0.66]"
311,cme.csv,"[0.82, 1.0, 0.79, 0.6, 1.0]"
312,dsworkbench.csv,"[0.68, 0.62, 0.9, 1.0, 0.88]"
313,qgo.csv,"[0.8, 0.78, 0.87, 0.63, 0.88]"
314,qgis.csv,"[0.33, 0.68, 0.4, 0.55, 0.48]"
315,neodatis-odb.csv,"[0.81, 0.78, 0.54, 0.65, 0.65]"
316,biopax.csv,"[0.92, 0.86, 0.71, 0.68, 0.84]"
317,fceugc.csv,"[0.17, 0.37, 0.75, 0.48, 0.5]"
318,zxing.csv,"[0.61, 0.52, 1.0, 0.58, 0.8]"
319,kml.csv,"[0.82, 0.39, 0.9, 0.76, 0.67]"
320,grafx2.csv,"[0.73, 0.82, 0.91, 0.8, 0.9]"
321,dataobjectsdotnet.csv,"[0.66, 0.44, 0.57, 0.61, 0.58]"
322,jajuk.csv,"[0.83, 0.78, 0.66, 0.69, 0.72]"
323,jruby.csv,"[0.02, 0.68, 0.5, 0.82, 0.92]"
324,vienna-add-in.csv,"[0.57, 0.66, 0.15, 0.82, 0.78]"
325,ifmo-game-1.csv,"[0.51, 0.87, 0.77, 0.71, 0.82]"
326,skia.csv,"[0.62, 0.88, 0.74, 0.65, 0.78]"
327,rezilla.csv,"[0.46, 0.57, 0.6, 0.84, 0.71]"
328,jedit.csv,"[0.79, 0.67, 0.5, 0.71, 0.83]"
329,auber.csv,"[0.76, 0.59, 0.75, 0.69, 0.86]"
330,raven-monitoring.csv,"[0.74, 0.59, 0.53, 0.53, 0.64]"
331,sblim.csv,"[0.7, 0.94, 0.86, 0.93, 0.67]"
332,ktc.csv,"[0.8, 0.84, 0.78, 0.65, 0.79]"
333,retromenu.csv,"[0.45, 0.48, 0.57, 0.63, 0.88]"
334,xbg.csv,"[0.84, 0.32, 0.67, 0.82, 0.82]"
335,novembre.csv,"[0.64, 0.32, 0.59, 0.45, 1.0]"
336,personalaccess.csv,"[0.49, 0.71, 0.89, 0.4, 0.42]"
337,mesa3d.csv,"[0.62, 0.62, 0.69, 0.67, 0.7]"
338,columba.csv,"[0.74, 0.36, 0.58, 0.64, 0.57]"
339,piccolo2d.csv,"[0.74, 0.79, 0.78, 0.41, 0.79]"
340,fityk.csv,"[0.14, 0.78, 0.78, 0.77, 0.58]"
341,scenemonitor.csv,"[0.26, 0.43, 0.85, 0.67, 0.17]"
342,fontforge.csv,"[0.75, 0.56, 0.86, 0.71, 0.67]"
343,zabbix.csv,"[0.86, 0.68, 0.91, 0.76, 0.81]"
344,prelude.csv,"[0.86, 0.62, 0.48, 0.04, 0.76]"
345,emeraldemu.csv,"[0.84, 0.61, 0.65, 0.67, 0.66]"
346,dspace-gsoc.csv,"[0.63, 0.5, 0.43, 0.57, 0.51]"
347,chrysalis.csv,"[0.45, 0.8, 0.76, 0.77, 0.74]"
348,olsrd.csv,"[0.92, 0.76, 0.69, 0.76, 0.82]"
349,bionote.csv,"[0.78, 0.78, 0.77, 0.79, 0.71]"
350,sadl.csv,"[0.92, 0.91, 0.94, 0.97, 0.92]"
351,gmerlin.csv,"[0.71, 0.63, 0.78, 0.57, 0.69]"
352,applet2app.csv,"[0.3, 0.69, 0.65, 0.64, 0.64]"
353,zoolib.csv,"[0.82, 0.26, 0.76, 0.86, 0.91]"
354,xmoto.csv,"[0.82, 0.91, 0.62, 0.28, 0.77]"
355,wgs-assembler.csv,"[0.29, 0.54, 0.59, 0.19, 0.57]"
356,open-beos.csv,"[0.76, 0.55, 0.55, 0.63, 0.48]"
357,thedata.csv,"[0.85, 0.9, 1.0, 1.0, 1.0]"
358,jvcl.csv,"[0.8, 0.84, 0.86, 0.46, 0.86]"
359,zemljanka.csv,"[0.9, 0.91, 0.78, 0.9, 0.87]"
360,gzigzag.csv,"[0.66, 0.88, 0.25, 0.75, 0.7]"
361,psycle.csv,"[0.37, 0.67, 0.19, 0.7, 0.51]"
362,pidgin.csv,"[0.21, 0.13, 0.68, 0.58, 0.21]"
363,empyrean.csv,"[0.36, 0.85, 0.78, 0.19, 0.44]"
