,empyrean.csv,amanda.csv,nutz.csv,pokeglobal.csv,jhotdraw.csv,unflobtactical.csv,cascading.csv,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv,cortex-vfx.csv,ffigo.csv,wikipediardware.csv,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv,mplayer-ce.csv,ng4j.csv,jmule.csv,qpe.csv,lmms.csv,yale.csv,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv,biopax.csv,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,gogoego.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,snakeyaml.csv,impala.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
bdbbasic.csv,0.55,0.6,0.4,0.73,0.26,0.57,0.6,0.48,0.21,0.04,0.51,0.41,0.57,0.17,0.23,0.64,0.82,0.49,0.44,0.56,0.55,0.12,0.63,0.58,0.31,0.24,0.34,0.45,0.61,0.21,0.08,0.4,0.7,0.05,0.31,0.63,0.24,0.45,0.56,0.13,0.17,0.36,0.65,0.25,0.31,0.34,0.45,0.55,0.48,0.55,0.44,0.39,0.24,0.24,0.6,0.11,0.73,0.51,0.65,0.56,0.7,0.02,0.27,0.49,0.51,0.45,0.18,0.19,0.12,0.55,0.27,0.0,0.32,0.43,0.5,0.2,0.15,0.21,0.35,0.23,0.55,0.09,0.61,0.58,0.68,0.59,0.05,0.94,0.02,0.4,0.46,0.4,0.35,0.22,0.0,0.4,0.23,0.2,0.45,0.51,0.14,0.59,0.81
bibedt.csv,0.53,0.45,0.38,0.58,0.31,0.57,0.55,0.43,0.34,0.04,0.55,0.39,0.47,0.3,0.51,0.54,0.65,0.5,0.34,0.66,0.53,0.04,0.64,0.38,0.0,0.26,0.49,0.41,0.56,0.6,0.06,0.36,0.49,0.62,0.53,0.56,0.44,0.66,0.72,0.06,0.12,0.45,0.52,0.0,0.6,0.54,0.51,0.52,0.38,0.53,0.51,0.55,0.39,0.27,0.54,0.22,0.86,0.44,0.6,0.66,0.78,0.03,0.13,0.41,0.52,0.35,0.15,0.44,0.1,0.48,0.48,0.0,0.64,0.44,0.37,0.44,0.47,0.16,0.45,0.32,0.54,0.0,0.38,0.59,0.76,0.21,0.06,0.7,0.04,0.44,0.54,0.35,0.64,0.31,0.18,0.48,0.17,0.15,0.38,0.56,0.12,0.6,0.77
biopax.csv,0.77,0.63,0.42,0.76,0.31,0.79,0.87,0.46,0.24,0.07,0.7,0.44,0.51,0.64,0.8,0.46,0.82,0.48,0.32,0.8,0.73,0.05,0.62,0.79,0.36,0.23,0.74,0.65,0.79,0.59,0.16,0.36,0.72,0.82,0.67,0.67,0.82,0.44,0.64,0.11,0.2,0.4,0.59,0.53,0.33,0.7,0.58,0.56,0.37,0.55,0.62,0.42,0.6,0.16,0.74,0.26,0.88,0.52,0.68,0.57,0.95,0.01,0.22,0.49,0.61,0.7,0.17,0.2,0.09,0.52,0.46,0.02,0.72,0.43,0.36,0.66,0.65,0.19,0.44,0.24,0.85,0.05,0.53,0.59,0.89,0.86,0.13,0.99,0.02,0.46,0.51,0.4,0.57,0.2,0.08,0.33,0.23,0.22,0.56,0.62,0.83,0.93,0.88
bl-toolkit.csv,0.67,0.47,0.57,0.63,0.33,0.51,0.83,0.42,0.24,0.12,0.63,0.38,0.48,0.67,0.82,0.44,0.84,0.44,0.27,0.75,0.73,0.05,0.53,0.48,0.37,0.25,0.73,0.68,0.75,0.6,0.05,0.35,0.78,0.84,0.61,0.58,0.82,0.31,0.69,0.13,0.24,0.4,0.6,0.53,0.32,0.77,0.61,0.48,0.37,0.54,0.62,0.39,0.63,0.13,0.57,0.27,0.54,0.31,0.36,0.49,0.74,0.02,0.27,0.45,0.55,0.57,0.16,0.27,0.07,0.26,0.31,0.03,0.68,0.38,0.28,0.69,0.65,0.2,0.42,0.21,0.89,0.0,0.63,0.55,0.46,0.41,0.1,0.73,0.03,0.4,0.47,0.42,0.62,0.2,0.1,0.33,0.3,0.13,0.45,0.48,0.97,0.84,0.44
cascading.csv,0.62,0.64,0.37,0.74,0.36,0.6,0.76,0.47,0.4,0.07,0.52,0.45,0.48,0.34,0.58,0.53,0.77,0.58,0.29,0.63,0.48,0.07,0.62,0.59,0.21,0.25,0.53,0.51,0.65,0.36,0.23,0.41,0.62,0.55,0.54,0.55,0.51,0.35,0.48,0.09,0.23,0.5,0.61,0.29,0.25,0.49,0.52,0.57,0.53,0.53,0.46,0.44,0.56,0.26,0.59,0.26,0.52,0.55,0.62,0.54,0.8,0.03,0.29,0.34,0.48,0.62,0.25,0.21,0.1,0.57,0.37,0.05,0.6,0.43,0.43,0.24,0.48,0.22,0.42,0.27,0.41,0.09,0.53,0.58,0.47,0.45,0.0,0.94,0.05,0.43,0.54,0.4,0.64,0.34,0.11,0.41,0.31,0.14,0.44,0.27,0.04,0.68,0.75
chaosrts.csv,0.57,0.41,0.52,0.52,0.15,0.38,0.73,0.31,0.43,0.12,0.61,0.09,0.48,0.66,0.84,0.44,0.84,0.44,0.22,0.68,0.73,0.08,0.53,0.55,0.37,0.29,0.65,0.69,0.8,0.6,0.0,0.28,0.78,0.84,0.43,0.61,0.7,0.56,0.69,0.28,0.21,0.4,0.25,0.53,0.32,0.77,0.53,0.47,0.25,0.53,0.62,0.39,0.18,0.11,0.55,0.27,0.58,0.38,0.37,0.59,0.53,0.02,0.0,0.46,0.12,0.48,0.14,0.26,0.12,0.23,0.42,0.0,0.68,0.4,0.29,0.69,0.65,0.23,0.42,0.24,0.9,0.0,0.4,0.51,0.39,0.5,0.0,0.58,0.0,0.37,0.47,0.36,0.6,0.14,0.08,0.27,0.29,0.14,0.43,0.52,0.96,0.85,0.83
clamav.csv,0.6,0.62,0.54,0.61,0.31,0.66,0.77,0.55,0.3,0.1,0.58,0.39,0.48,0.38,0.72,0.48,0.82,0.44,0.37,0.72,0.73,0.07,0.67,0.62,0.19,0.26,0.66,0.61,0.66,0.3,0.21,0.4,0.61,0.61,0.56,0.61,0.58,0.34,0.62,0.09,0.19,0.43,0.55,0.7,0.33,0.68,0.58,0.53,0.39,0.52,0.56,0.29,0.64,0.22,0.7,0.29,0.72,0.63,0.56,0.53,0.72,0.02,0.25,0.48,0.5,0.62,0.19,0.32,0.08,0.49,0.27,0.02,0.75,0.43,0.37,0.58,0.59,0.2,0.39,0.43,0.85,0.06,0.57,0.53,0.38,0.2,0.05,0.72,0.0,0.37,0.62,0.42,0.61,0.27,0.09,0.31,0.45,0.2,0.46,0.64,0.74,0.69,0.7
cortex-vfx.csv,0.49,0.61,0.54,0.64,0.24,0.52,0.57,0.43,0.44,0.04,0.46,0.41,0.53,0.32,0.5,0.49,0.66,0.52,0.17,0.57,0.55,0.07,0.7,0.41,0.15,0.32,0.57,0.37,0.66,0.51,0.17,0.42,0.57,0.46,0.51,0.62,0.59,0.59,0.61,0.13,0.3,0.44,0.61,0.46,0.41,0.27,0.57,0.55,0.49,0.57,0.52,0.37,0.61,0.26,0.49,0.33,0.61,0.6,0.58,0.58,0.78,0.03,0.25,0.61,0.51,0.5,0.16,0.11,0.12,0.58,0.55,0.03,0.55,0.45,0.43,0.54,0.62,0.17,0.41,0.4,0.53,0.0,0.47,0.56,0.68,0.48,0.0,0.59,0.0,0.3,0.54,0.44,0.59,0.38,0.17,0.38,0.37,0.1,0.48,0.41,0.08,0.72,0.81
crux-framework.csv,0.57,0.4,0.31,0.25,0.19,0.05,0.44,0.33,0.29,0.12,0.35,0.29,0.34,0.6,0.41,0.22,0.16,0.35,0.18,0.47,0.52,0.29,0.12,0.59,0.38,0.21,0.7,0.63,0.69,0.32,0.12,0.19,0.24,0.84,0.46,0.32,0.48,0.17,0.36,0.11,0.21,0.38,0.23,0.4,0.28,0.73,0.36,0.4,0.29,0.09,0.59,0.19,0.37,0.09,0.34,0.18,0.08,0.26,0.21,0.37,0.2,0.0,0.18,0.14,0.12,0.42,0.12,0.18,0.0,0.35,0.11,0.0,0.66,0.18,0.23,0.55,0.59,0.06,0.28,0.0,0.87,0.0,0.53,0.06,0.1,0.09,0.0,0.12,0.06,0.43,0.06,0.25,0.06,0.0,0.0,0.19,0.33,0.15,0.33,0.38,0.9,0.11,0.24
dataobjectsdotnet.csv,0.75,0.63,0.42,0.59,0.2,0.56,0.66,0.44,0.22,0.07,0.72,0.42,0.0,0.0,0.0,0.44,0.83,0.44,0.37,0.7,0.73,0.07,0.64,0.72,0.0,0.25,0.03,0.0,0.23,0.0,0.18,0.37,0.76,0.0,0.56,0.66,0.39,0.36,0.68,0.12,0.12,0.0,0.48,0.53,0.0,0.0,0.5,0.48,0.36,0.53,0.01,0.4,0.5,0.16,0.71,0.22,0.76,0.55,0.63,0.57,0.9,0.01,0.3,0.47,0.58,0.64,0.2,0.16,0.09,0.52,0.29,0.0,0.0,0.4,0.43,0.0,0.0,0.17,0.45,0.44,0.0,0.07,0.6,0.49,0.67,0.7,0.14,0.86,0.04,0.3,0.48,0.43,0.55,0.23,0.0,0.37,0.24,0.19,0.61,0.56,0.0,0.61,0.86
echongl.csv,0.68,0.55,0.28,0.68,0.29,0.66,0.52,0.44,0.37,0.08,0.57,0.36,0.44,0.3,0.54,0.51,0.87,0.39,0.35,0.6,0.61,0.05,0.51,0.65,0.17,0.22,0.5,0.43,0.64,0.06,0.17,0.26,0.62,0.43,0.54,0.58,0.7,0.49,0.56,0.03,0.12,0.4,0.31,0.38,0.23,0.4,0.27,0.52,0.46,0.49,0.51,0.32,0.07,0.17,0.65,0.21,0.85,0.55,0.65,0.53,0.85,0.01,0.25,0.07,0.59,0.55,0.21,0.29,0.09,0.58,0.41,0.02,0.65,0.41,0.55,0.23,0.62,0.26,0.41,0.24,0.6,0.06,0.33,0.54,0.77,0.62,0.11,0.87,0.03,0.38,0.52,0.36,0.55,0.23,0.15,0.08,0.23,0.23,0.48,0.43,0.26,0.79,0.89
empserver.csv,0.58,0.63,0.34,0.7,0.34,0.57,0.79,0.48,0.45,0.08,0.59,0.44,0.5,0.38,0.46,0.48,0.84,0.54,0.35,0.77,0.62,0.06,0.66,0.53,0.27,0.22,0.41,0.69,0.59,0.48,0.19,0.39,0.71,0.31,0.62,0.65,0.35,0.37,0.67,0.07,0.17,0.4,0.57,0.36,0.33,0.5,0.56,0.54,0.51,0.24,0.47,0.35,0.58,0.27,0.7,0.21,0.86,0.56,0.66,0.54,0.78,0.02,0.21,0.47,0.54,0.62,0.15,0.28,0.08,0.4,0.44,0.02,0.58,0.48,0.45,0.39,0.43,0.25,0.37,0.26,0.67,0.06,0.52,0.59,0.61,0.67,0.05,0.98,0.0,0.33,0.51,0.4,0.56,0.37,0.25,0.29,0.25,0.23,0.54,0.51,0.33,0.9,0.84
empyrean.csv,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.6,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.12,0.0,0.0,0.47,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enlightenment.csv,0.78,0.63,0.42,0.74,0.31,0.73,0.88,0.44,0.26,0.07,0.71,0.42,0.48,0.31,0.81,0.44,0.84,0.5,0.29,0.84,0.63,0.05,0.62,0.79,0.37,0.23,0.68,0.69,0.79,0.59,0.15,0.36,0.78,0.84,0.66,0.67,0.82,0.41,0.7,0.14,0.19,0.4,0.59,0.18,0.33,0.67,0.59,0.57,0.36,0.53,0.62,0.42,0.64,0.15,0.79,0.27,0.87,0.31,0.7,0.57,0.95,0.01,0.29,0.47,0.6,0.68,0.19,0.21,0.09,0.51,0.31,0.02,0.71,0.44,0.33,0.69,0.65,0.19,0.47,0.23,0.88,0.05,0.48,0.59,0.84,0.86,0.13,0.98,0.02,0.46,0.47,0.39,0.56,0.22,0.08,0.33,0.23,0.21,0.59,0.52,0.31,0.94,0.87
etherboot.csv,0.78,0.0,0.57,0.52,0.0,0.75,0.88,0.18,0.4,0.0,0.1,0.44,0.53,0.11,0.83,0.47,0.0,0.43,0.33,0.41,0.0,0.05,0.66,0.0,0.0,0.0,0.0,0.61,0.0,0.6,0.0,0.0,0.0,0.84,0.04,0.02,0.7,0.0,0.69,0.0,0.0,0.0,0.63,0.53,0.32,0.0,0.48,0.0,0.3,0.53,0.0,0.42,0.7,0.0,0.0,0.0,0.81,0.0,0.12,0.06,0.95,0.0,0.29,0.56,0.6,0.68,0.15,0.22,0.09,0.52,0.0,0.02,0.68,0.48,0.0,0.51,0.65,0.0,0.42,0.3,0.19,0.0,0.28,0.54,0.79,0.0,0.0,0.93,0.03,0.42,0.47,0.0,0.57,0.3,0.0,0.33,0.29,0.15,0.0,0.54,0.96,0.88,0.8
exl.csv,0.63,0.6,0.39,0.69,0.34,0.54,0.82,0.46,0.3,0.04,0.49,0.46,0.48,0.24,0.54,0.49,0.75,0.47,0.35,0.65,0.34,0.06,0.4,0.64,0.35,0.2,0.43,0.57,0.54,0.31,0.2,0.32,0.64,0.58,0.57,0.64,0.57,0.14,0.4,0.09,0.48,0.39,0.56,0.38,0.12,0.63,0.46,0.47,0.41,0.54,0.48,0.41,0.52,0.19,0.56,0.2,0.55,0.46,0.58,0.45,0.75,0.01,0.42,0.45,0.57,0.67,0.21,0.06,0.12,0.51,0.16,0.04,0.55,0.4,0.31,0.28,0.48,0.22,0.45,0.12,0.52,0.11,0.48,0.46,0.54,0.47,0.12,0.83,0.03,0.48,0.47,0.41,0.42,0.23,0.0,0.32,0.22,0.19,0.54,0.26,0.08,0.93,0.84
ffigo.csv,0.11,0.44,0.22,0.53,0.29,0.49,0.26,0.18,0.24,0.07,0.42,0.11,0.45,0.04,0.02,0.44,0.39,0.0,0.09,0.32,0.12,0.03,0.06,0.36,0.06,0.13,0.0,0.0,0.08,0.02,0.2,0.28,0.74,0.0,0.38,0.32,0.22,0.34,0.32,0.16,0.18,0.0,0.36,0.0,0.0,0.01,0.0,0.42,0.33,0.0,0.32,0.38,0.28,0.2,0.4,0.13,0.61,0.11,0.57,0.27,0.58,0.04,0.3,0.47,0.42,0.34,0.0,0.14,0.27,0.48,0.27,0.05,0.0,0.37,0.48,0.05,0.05,0.0,0.14,0.12,0.03,0.0,0.0,0.13,0.48,0.4,0.0,0.56,0.0,0.24,0.2,0.28,0.32,0.0,0.33,0.15,0.13,0.19,0.41,0.0,0.02,0.66,0.83
fm-classic.csv,0.03,0.25,0.13,0.3,0.2,0.06,0.26,0.19,0.44,0.0,0.1,0.27,0.0,0.04,0.08,0.0,0.0,0.21,0.32,0.16,0.12,0.12,0.45,0.03,0.0,0.25,0.04,0.05,0.14,0.31,0.0,0.44,0.0,0.05,0.31,0.4,0.15,0.36,0.2,0.0,0.31,0.03,0.48,0.0,0.18,0.0,0.1,0.14,0.07,0.15,0.1,0.08,0.15,0.16,0.37,0.1,0.43,0.38,0.41,0.0,0.15,0.08,0.0,0.47,0.08,0.03,0.2,0.25,0.46,0.22,0.25,0.0,0.07,0.34,0.49,0.08,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.46,0.46,0.05,0.0,0.24,0.0,0.0,0.06,0.4,0.45,0.22,0.4,0.0,0.34,0.05,0.14,0.11,0.06,0.17,0.57
foursquared.csv,0.18,0.29,0.29,0.09,0.06,0.0,0.28,0.39,0.23,0.03,0.32,0.15,0.0,0.15,0.04,0.1,0.0,0.04,0.28,0.4,0.03,0.05,0.45,0.25,0.0,0.32,0.16,0.0,0.01,0.03,0.0,0.35,0.0,0.05,0.36,0.38,0.07,0.46,0.0,0.15,0.2,0.0,0.47,0.0,0.0,0.0,0.14,0.29,0.0,0.43,0.06,0.0,0.34,0.1,0.38,0.05,0.3,0.53,0.57,0.61,0.12,0.05,0.15,0.59,0.22,0.37,0.22,0.13,0.0,0.72,0.0,0.0,0.0,0.12,0.46,0.0,0.15,0.0,0.19,0.0,0.13,0.0,0.04,0.19,0.47,0.29,0.0,0.23,0.0,0.0,0.0,0.4,0.26,0.29,0.0,0.0,0.4,0.06,0.15,0.21,0.0,0.12,0.79
