,logicmail.csv,mclient-mume.csv,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv,codesmith.csv,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv,google-collections.csv,forester-atv.csv,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,pokenetonline.csv,avisynth2.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv,synecdoche.csv,rcp-company-uibindings.csv,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv,emono.csv,thedata.csv,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv,javaprofiler.csv,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv,autofac.csv,mycila.csv,azureus.csv,octet.csv
codesmith.csv,0.97,0.86,0.79,0.88,0.72,0.66,1.05,0.8,1.0,0.88,0.87,0.84,0.74,0.78,0.83,0.76,0.8,1.0,0.54,0.75,0.76,0.76,0.63,0.83,0.8,0.37,0.79,0.84,0.62,0.76,0.76,0.79,0.83,0.96,0.91,0.73,0.97,1.01,0.81,0.91,0.99,0.9,1.06,1.0,0.89,0.89,0.89,0.96,0.76,0.97,0.84,0.82,0.94,1.01,1.06,0.89,0.96,0.85,0.62,0.91,0.71,0.82,1.0,0.84,0.35,0.95,0.82,0.63,0.8,0.8,0.73,0.84,0.75,0.83,1.0,0.85,0.84,0.81,0.78,0.79,0.91,0.81,0.93,0.9,0.81,0.77,0.86
coot.csv,0.96,0.61,0.61,0.52,0.78,1.02,0.77,0.74,0.83,0.83,0.57,0.97,0.95,0.71,0.81,0.7,0.81,0.86,0.86,0.72,0.75,0.86,0.91,0.8,0.82,0.78,0.78,0.88,0.78,0.95,0.8,0.81,0.51,0.95,0.82,0.72,0.75,0.98,0.96,0.64,0.88,0.88,1.04,0.87,0.89,0.94,0.8,0.39,0.76,0.93,0.97,0.86,0.84,0.91,0.92,0.7,0.79,0.73,0.97,0.97,0.61,0.6,1.05,0.68,0.87,0.51,0.68,0.84,0.63,0.69,0.72,0.81,0.82,0.43,0.89,0.75,0.64,0.9,0.79,0.73,0.77,0.71,0.49,0.66,0.79,0.74,1.01
cuberok.csv,0.63,0.61,0.68,0.66,0.69,1.03,0.49,0.75,0.62,0.49,0.81,0.74,0.66,0.74,0.7,0.39,0.65,0.64,0.89,0.73,0.67,0.59,0.57,0.96,0.6,0.94,0.66,0.58,0.87,0.93,0.5,0.56,0.72,0.78,0.97,0.65,0.5,0.38,0.9,0.66,0.42,0.8,0.7,0.59,0.68,0.61,0.73,0.82,0.7,0.57,0.77,0.84,0.54,0.72,0.6,0.81,0.65,0.67,0.8,0.77,0.8,0.75,0.93,0.86,0.78,0.77,0.79,0.69,0.57,0.59,0.65,0.82,1.0,0.41,1.02,0.76,0.72,0.77,0.64,0.9,0.68,0.89,0.57,0.69,0.93,0.6,0.65
dsworkbench.csv,0.92,1.05,0.77,0.77,0.78,0.73,0.67,0.69,0.64,0.59,0.84,0.85,0.73,0.78,0.78,0.68,0.73,0.43,0.82,0.57,0.53,0.68,1.0,0.51,0.46,0.83,0.91,0.96,0.77,0.68,0.78,0.82,0.88,0.56,0.34,0.67,0.54,0.85,0.66,0.57,0.77,0.78,1.08,0.77,0.66,0.83,0.72,0.87,0.74,0.74,0.76,0.87,0.74,0.68,1.01,0.81,0.65,0.6,0.55,0.92,0.73,0.9,0.91,0.68,1.0,0.82,0.87,0.82,0.89,0.71,0.68,0.56,0.7,0.79,1.01,0.93,0.84,0.94,0.74,0.9,0.63,0.74,0.86,0.78,0.91,0.9,1.01
dxengine.csv,0.97,0.71,0.93,0.53,0.88,0.92,0.76,0.85,0.78,0.88,0.85,0.69,0.79,0.81,0.81,0.76,0.77,0.65,0.85,0.65,0.94,0.97,0.91,0.83,0.9,0.47,0.95,0.81,0.77,0.58,1.0,0.85,0.88,1.0,0.88,0.86,0.81,0.62,0.84,0.66,0.93,0.83,1.02,0.76,0.72,0.76,0.72,0.55,0.68,0.83,0.83,0.33,0.61,0.95,1.02,1.0,0.89,0.73,0.69,0.8,0.53,0.64,1.03,0.7,0.88,0.45,0.4,0.77,0.78,0.84,0.76,0.59,0.96,0.44,1.04,0.73,0.67,0.62,0.85,0.61,0.61,0.59,0.74,0.93,0.83,0.73,0.95
e-bio-flow.csv,0.73,0.96,0.69,0.76,0.72,0.27,0.71,0.76,0.78,0.63,0.78,0.69,0.71,0.61,0.74,0.9,0.52,0.57,0.77,0.89,0.78,0.66,0.92,0.91,0.6,0.47,0.73,0.61,0.84,1.11,0.58,0.53,0.76,0.67,0.82,0.85,0.73,0.92,0.65,0.78,0.67,0.67,0.84,0.36,0.59,0.42,0.79,1.0,0.87,0.67,0.87,0.77,0.61,0.65,0.83,0.62,0.63,0.4,1.0,0.73,0.62,0.87,1.01,0.92,0.8,0.8,0.92,0.58,0.67,0.75,0.65,0.96,0.75,0.94,1.0,0.93,0.8,0.57,0.6,0.62,0.78,0.94,0.65,0.61,0.83,0.86,0.87
emono.csv,1.0,0.89,0.65,0.55,0.9,1.01,0.89,0.75,0.71,0.78,0.75,0.86,0.81,0.87,0.88,0.66,0.85,0.87,0.84,0.77,0.74,0.57,1.13,0.72,0.67,0.63,0.78,0.87,0.82,0.83,1.01,0.94,1.08,0.76,0.84,0.69,0.88,0.88,0.83,0.88,0.82,0.77,1.12,1.05,0.93,1.0,0.66,0.63,0.8,0.9,0.83,0.83,0.9,1.01,0.67,0.87,0.74,0.77,0.89,0.94,0.84,0.76,1.03,0.5,0.6,0.78,0.78,0.85,0.66,0.97,0.67,0.91,0.8,0.61,0.97,1.01,1.0,0.91,1.0,0.77,0.76,0.93,0.61,0.85,0.81,0.65,1.04
exist.csv,1.0,0.96,0.69,1.0,0.67,1.0,0.97,1.0,0.93,0.91,0.92,0.84,0.74,1.0,1.0,0.94,1.0,0.9,0.34,0.88,0.97,0.64,0.97,1.0,0.9,1.0,0.98,0.97,1.0,1.0,1.0,0.97,1.04,0.97,0.94,0.96,1.0,1.01,0.97,0.86,1.02,0.96,0.95,0.93,0.98,1.0,0.9,0.92,0.86,1.0,1.0,0.95,0.93,0.99,0.91,0.98,0.7,1.0,0.95,0.98,0.96,0.99,0.88,1.0,0.68,0.83,0.98,0.97,0.88,1.0,0.98,1.0,0.97,0.94,1.0,1.0,1.0,1.0,0.99,0.9,0.87,0.96,0.79,1.0,1.0,0.69,1.04
forester-atv.csv,0.97,1.0,0.82,1.0,0.92,0.72,0.44,0.5,0.93,0.87,0.83,0.9,0.83,0.88,0.71,1.0,0.58,0.96,0.76,0.8,1.01,0.78,0.98,0.91,0.95,0.94,0.88,0.92,1.0,0.5,0.96,0.73,0.8,0.46,0.78,0.95,0.79,0.88,0.92,0.53,0.88,0.59,0.44,0.92,0.78,0.53,0.97,0.84,1.01,0.79,0.94,0.92,0.93,0.49,1.0,0.96,0.82,0.84,0.49,1.0,1.0,0.8,0.5,0.83,1.0,0.59,1.0,0.66,0.99,0.92,0.96,0.79,0.8,1.0,1.0,1.0,0.93,0.83,0.62,0.95,0.72,0.61,0.88,0.72,0.68,0.73,0.86
freedom-erp.csv,0.68,1.0,0.55,1.0,0.93,0.85,0.8,0.69,0.67,0.6,0.88,0.98,0.86,0.91,0.94,1.0,0.98,0.54,0.93,0.97,0.92,0.86,1.04,1.0,1.0,0.97,0.94,1.0,0.98,0.75,0.39,0.95,0.76,0.72,0.68,1.0,0.57,0.52,0.95,0.62,0.88,0.93,1.0,0.88,0.83,0.64,1.0,0.97,1.0,0.75,0.82,1.0,0.77,0.78,0.35,0.96,1.0,0.68,1.0,0.76,1.0,0.95,0.88,0.93,1.01,0.31,1.0,0.53,0.97,1.0,0.99,0.86,0.45,0.88,1.0,0.78,0.97,1.0,0.8,1.01,0.64,1.0,1.0,0.83,1.01,0.66,0.77
freelords.csv,0.5,0.96,0.65,0.76,0.96,0.27,0.89,0.94,0.5,0.92,0.75,0.98,0.82,0.75,0.76,0.8,0.73,0.52,0.79,0.77,0.91,0.98,0.91,0.76,0.72,0.77,0.9,0.88,0.88,0.78,0.58,0.69,0.53,0.85,0.64,0.71,0.53,0.49,0.83,0.88,0.74,0.79,0.63,0.65,0.84,0.69,0.72,0.55,0.75,0.66,0.64,0.92,0.87,0.48,0.78,0.71,0.76,0.6,0.85,0.48,0.77,0.56,0.97,0.71,0.92,0.83,0.86,0.57,0.75,1.0,0.73,0.78,0.77,0.71,0.65,0.63,0.59,0.75,0.81,0.58,0.68,0.63,0.53,0.7,0.74,0.92,0.63
gabel.csv,0.5,0.78,0.69,0.67,0.69,0.75,0.64,0.73,0.48,0.57,0.76,0.82,0.77,0.78,0.72,0.71,0.77,0.73,0.69,0.89,0.8,0.68,0.95,0.63,0.48,0.97,0.66,0.6,0.77,0.82,0.61,0.71,1.0,0.64,0.67,0.63,0.7,0.43,0.77,0.71,0.26,0.54,0.72,0.77,0.63,0.94,0.81,0.91,0.83,0.78,0.76,0.91,0.49,0.63,0.43,0.84,0.67,0.76,1.0,0.42,1.01,0.64,0.78,0.71,0.74,0.95,0.91,0.8,0.67,0.7,0.6,0.79,0.75,0.35,1.0,0.7,0.84,0.65,0.62,0.89,0.64,0.82,0.69,0.69,0.75,0.71,0.75
geotools.csv,0.51,0.96,0.62,0.92,0.89,0.67,0.63,0.67,0.53,0.58,0.68,0.56,0.76,0.8,0.72,0.78,0.79,0.76,0.74,0.88,0.75,0.69,1.11,0.71,0.91,0.46,0.7,0.75,0.83,1.09,1.0,0.7,0.38,0.71,0.79,0.64,0.57,0.68,0.84,0.45,0.65,0.4,0.81,0.37,0.47,0.91,0.81,0.85,0.82,0.76,0.92,0.82,0.66,0.88,0.42,0.66,0.75,0.86,0.8,0.5,0.74,0.73,1.0,0.61,0.62,0.67,0.87,0.5,0.55,0.63,0.56,0.69,0.76,0.86,1.02,0.66,0.82,0.54,0.51,0.7,0.8,0.75,0.59,0.71,0.72,0.5,0.6
gephex.csv,1.01,0.85,0.7,0.82,0.87,0.77,0.68,0.95,0.57,0.85,0.75,0.55,0.74,0.75,0.69,0.81,0.81,1.0,0.79,0.68,0.54,0.68,0.54,0.95,1.0,0.88,0.7,0.52,0.94,1.11,1.0,0.8,0.88,0.9,1.02,0.86,0.56,0.57,0.75,0.75,0.8,0.86,0.89,0.98,0.65,0.68,0.43,0.97,0.94,0.64,0.67,0.97,0.7,0.65,0.68,0.97,0.7,0.84,0.81,0.94,0.66,0.88,0.79,0.98,0.97,0.84,0.91,0.86,0.96,0.95,0.95,0.85,0.71,0.85,1.16,0.54,0.77,0.59,0.67,0.81,0.72,0.78,0.93,0.91,0.83,0.81,0.91
google-collections.csv,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.97,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.03,1.0,0.97,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0,0.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.97,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0
haggle.csv,0.71,1.0,0.87,0.68,0.55,0.55,0.41,0.7,0.83,0.67,0.72,0.73,0.81,0.69,0.67,0.95,0.76,0.93,0.66,0.73,0.66,0.72,0.84,0.77,0.51,0.87,0.66,0.64,0.65,1.05,0.64,0.52,0.94,0.68,0.73,0.95,0.68,0.77,0.74,0.8,0.81,0.66,1.01,0.48,0.6,0.63,0.73,0.93,0.74,0.64,0.77,0.82,0.64,0.52,0.75,0.69,0.63,0.63,0.8,0.66,0.51,0.72,0.88,0.93,0.83,0.83,0.62,0.81,0.51,0.77,0.8,0.8,0.97,0.46,1.01,0.61,0.78,0.48,0.48,0.77,0.73,0.82,0.59,0.52,0.9,0.75,0.87
icescrum.csv,0.97,0.52,0.49,0.48,0.64,0.68,0.52,0.55,0.75,0.39,0.63,0.57,0.48,0.73,0.56,0.61,0.47,0.59,0.6,0.54,0.67,0.65,1.11,0.74,0.28,0.85,0.63,0.68,0.76,0.65,0.61,0.61,0.88,0.65,0.67,0.85,0.64,0.57,0.62,0.42,0.52,0.51,0.76,0.63,0.62,0.63,0.69,0.67,0.81,0.55,0.61,0.57,0.61,0.53,0.49,0.71,0.64,0.77,0.57,0.51,0.8,0.5,0.55,0.57,0.77,0.66,0.38,0.72,0.64,1.0,0.68,0.59,0.59,0.48,1.03,0.68,0.63,0.55,0.65,0.72,0.63,0.62,0.63,0.79,0.78,0.46,0.58
ingex.csv,0.66,0.52,0.9,0.37,0.64,1.0,0.75,0.8,0.88,0.73,0.64,0.75,0.75,0.68,0.72,0.62,0.99,0.59,0.7,0.66,0.77,0.83,0.9,0.61,0.48,0.72,0.72,0.92,0.81,0.75,1.01,0.62,0.43,1.0,0.52,0.78,0.83,1.0,0.62,0.49,0.54,0.59,0.59,0.71,0.72,0.52,0.81,0.69,0.82,0.87,0.98,0.57,0.81,0.81,0.88,0.72,0.63,0.99,0.9,0.6,0.66,0.6,0.75,0.82,0.78,0.73,0.69,0.95,0.62,0.97,0.82,0.76,0.6,0.58,0.69,0.8,0.62,0.74,0.87,0.67,0.85,0.45,0.57,0.8,0.93,0.73,0.86
jahshaka.csv,0.85,0.67,0.51,0.27,0.79,0.53,0.67,0.79,0.61,0.68,0.72,0.74,0.54,0.7,0.7,0.56,0.62,0.7,0.8,0.77,0.61,0.67,0.69,0.64,0.83,0.92,0.62,0.57,0.76,0.56,0.69,0.73,0.52,0.82,0.68,0.66,0.6,0.55,0.68,0.81,0.5,0.69,0.45,0.94,0.75,0.88,0.7,0.56,0.73,0.61,0.76,0.96,0.81,0.67,1.06,0.78,0.57,0.63,0.98,0.9,1.0,0.63,1.06,0.66,0.95,0.66,0.63,0.61,0.55,0.69,0.69,0.55,0.75,0.69,0.76,0.8,0.73,0.67,0.62,0.87,0.6,0.62,0.6,0.59,0.79,0.56,0.86
jam-daq.csv,0.65,0.62,0.68,0.64,0.46,0.75,0.35,0.36,0.9,0.47,0.78,0.76,0.67,0.7,0.64,0.64,0.45,0.58,0.51,0.89,0.83,0.58,0.96,0.77,0.55,0.95,0.64,0.63,0.83,0.71,0.68,0.53,0.95,0.42,0.77,0.73,0.76,0.54,0.68,0.62,0.42,0.5,0.48,0.81,0.6,0.65,0.8,0.63,0.78,0.7,0.67,0.52,0.51,0.58,0.44,0.9,0.62,0.69,0.44,0.38,0.9,0.6,0.38,0.65,0.76,0.61,0.5,0.7,0.66,0.66,0.65,0.56,0.8,0.35,1.0,0.76,0.61,0.63,0.56,0.79,0.63,0.61,0.68,0.73,0.62,0.6,0.57
jas.csv,0.75,0.52,0.82,0.83,0.51,1.09,0.93,0.89,0.79,0.62,0.88,0.82,0.62,0.84,0.65,0.73,0.72,0.63,0.74,0.74,0.61,0.7,0.7,0.71,0.78,0.6,0.8,0.56,0.82,0.77,1.05,0.79,1.06,0.49,0.95,0.76,0.71,0.63,0.71,0.67,1.0,0.69,0.42,0.57,0.63,0.74,0.78,0.74,0.88,0.68,0.82,0.63,0.94,0.53,0.68,0.55,0.58,0.67,0.6,0.46,0.71,0.58,0.15,0.88,0.42,0.91,0.65,0.82,0.65,0.79,0.76,0.79,0.84,0.53,0.3,0.67,0.63,0.61,0.73,0.66,0.7,0.53,0.61,0.96,1.03,0.92,0.66
jatlas.csv,0.53,0.72,0.85,0.65,0.61,0.37,0.18,0.54,0.74,0.49,0.68,0.53,0.56,0.8,0.62,0.75,0.49,0.73,0.54,0.85,1.0,0.68,0.85,0.91,0.64,0.87,0.55,0.82,0.85,0.56,0.38,0.41,0.62,0.83,0.76,0.87,0.6,0.62,0.81,0.51,0.42,0.48,1.01,0.5,0.59,0.66,0.7,0.57,0.66,0.53,0.71,0.81,0.51,0.52,0.46,0.67,0.67,0.72,0.49,0.34,0.76,0.57,0.44,0.65,0.8,0.43,0.62,0.57,0.7,0.48,0.72,0.51,0.79,0.54,1.0,0.75,0.8,0.7,0.69,0.6,0.69,0.6,0.68,0.62,0.57,0.55,0.7
