,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,megameknet.csv,fityk.csv,ondex.csv,fleet-simulator.csv,duplicati.csv,xamj.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv,fido.csv,poormans.csv,hibernate.csv,ninject.csv,geogebra.csv,fluent-nhibernate.csv,uface.csv
encog-java.csv,0.54,0.96,0.8,0.94,0.63,0.61,0.86,0.85,0.9,0.32,0.0,0.93,0.79,0.36,0.57,0.95,0.59,0.75,0.54,0.5,0.86,0.9,0.79,0.98,0.55,0.59,0.8,0.88,0.25,0.74,0.89,0.52,0.87,0.64,0.73,0.52,0.63,0.67,0.62,0.94,0.97,0.55,0.8,0.75,0.94,0.86,0.98,0.8,0.97,0.43,0.89,0.96,0.59,0.65,0.75,0.59,0.69,0.96,0.93,0.99,0.8,0.98,0.83,0.92
fbmanager.csv,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.67,0.0,0.0,0.0,0.92,0.67,0.55,0.92,0.0,0.97,0.75,0.0,0.89,0.9,0.0,0.0,0.0,0.0,0.0,0.53,0.5,0.0,0.6,0.89,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.76,0.0,0.0,0.75,0.0,0.0,0.5,0.0,0.8,0.65,0.0,0.67,0.89,0.0,0.86,0.0,0.0,0.52,0.0,0.39,0.0,0.95,0.79
fido.csv,0.5,0.93,0.88,0.0,0.0,0.6,0.75,0.56,0.8,0.0,0.46,0.83,0.67,0.68,0.89,0.5,0.4,0.66,0.88,0.75,0.47,0.0,0.0,0.56,0.0,0.67,0.0,0.0,0.67,0.0,0.8,0.5,0.92,0.5,0.86,0.0,0.5,0.75,0.0,0.66,0.0,0.5,0.0,0.0,0.81,0.0,0.0,0.0,0.92,0.61,0.83,0.63,0.83,0.94,0.92,0.67,0.97,0.93,0.5,0.91,0.0,0.9,0.92,0.42
fityk.csv,0.41,0.43,0.55,0.47,0.53,0.39,0.86,0.41,0.44,0.29,0.66,0.61,0.53,0.48,0.43,0.63,0.44,0.95,0.46,0.5,0.88,0.42,0.52,0.47,0.36,0.47,0.65,0.58,0.97,0.61,0.76,0.5,0.44,0.62,0.67,0.38,0.51,0.42,0.47,0.49,0.49,0.67,0.5,0.65,0.48,0.75,0.62,0.41,0.79,0.86,0.34,0.65,0.47,0.46,0.53,0.64,0.46,0.55,0.54,0.68,0.51,0.6,0.53,0.83
fleet-simulator.csv,0.39,0.38,0.4,0.4,0.56,0.33,0.37,0.36,0.37,0.27,0.4,0.5,0.46,0.31,0.38,0.39,0.38,0.38,0.36,0.31,0.39,0.41,0.42,0.37,0.38,0.4,0.44,0.53,0.25,0.45,0.37,0.4,0.42,0.38,0.36,0.36,0.42,0.31,0.36,0.33,0.46,0.39,0.32,0.42,0.34,0.68,0.5,0.35,0.31,0.29,0.3,0.47,0.38,0.34,0.38,0.31,0.34,0.33,0.38,0.42,0.45,0.41,0.5,0.4
fluent-nhibernate.csv,0.98,0.97,0.5,0.74,0.95,0.9,0.5,0.43,0.95,0.5,0.95,0.52,0.92,0.4,0.92,0.52,0.72,0.39,0.49,0.79,0.47,0.53,0.63,0.85,0.0,0.62,0.0,0.57,0.96,0.51,0.57,0.54,0.5,0.86,0.45,0.67,0.92,0.67,0.67,0.56,0.88,0.69,0.75,0.46,0.93,0.92,0.65,0.91,0.97,0.67,0.62,0.71,0.83,0.38,0.52,0.43,0.46,0.89,0.53,0.59,0.8,0.56,0.64,0.64
freenet.csv,0.48,0.39,0.49,0.44,0.68,0.33,0.46,0.41,0.42,0.94,0.54,0.5,0.48,0.4,0.4,0.79,0.51,0.32,0.37,0.33,0.52,0.52,0.67,0.43,0.38,0.47,0.47,0.55,0.95,0.57,0.51,0.57,0.35,0.62,0.37,0.38,0.55,0.29,0.61,0.36,0.45,0.58,0.41,0.41,0.35,0.48,0.51,0.44,0.36,0.44,0.32,0.47,0.4,0.39,0.45,0.48,0.45,0.47,0.58,0.51,0.51,0.49,0.45,0.44
galaxium.csv,0.44,0.46,0.4,0.42,0.51,0.35,0.47,0.39,0.37,0.27,0.75,0.57,0.45,0.33,0.39,0.42,0.36,0.36,0.36,0.33,0.49,0.38,0.4,0.42,0.33,0.41,0.6,0.6,0.97,0.41,0.38,0.42,0.34,0.54,0.43,0.35,0.44,0.35,0.37,0.35,0.62,0.42,0.62,0.37,0.52,0.64,0.48,0.41,0.38,0.36,0.42,0.55,0.36,0.39,0.62,0.4,0.39,0.81,0.54,0.53,0.44,0.41,0.5,0.47
geogebra.csv,0.64,0.88,0.52,0.49,0.54,0.33,0.47,0.36,0.43,0.67,0.44,0.69,0.71,0.39,0.45,0.39,0.47,0.38,0.59,0.38,0.75,0.4,0.42,0.44,0.37,0.43,0.65,0.75,0.25,0.49,0.45,0.41,0.45,0.6,0.37,0.38,0.51,0.53,0.5,0.79,0.61,0.48,0.32,0.35,0.5,0.8,0.51,0.43,0.43,0.52,0.41,0.44,0.39,0.33,0.41,0.45,0.41,0.47,0.59,0.45,0.7,0.49,0.59,0.42
google-caja.csv,0.38,0.35,0.34,0.34,0.37,0.31,0.37,0.34,0.34,0.27,0.33,0.43,0.42,0.31,0.35,0.33,0.34,0.34,0.35,0.33,0.37,0.37,0.38,0.37,0.29,0.38,0.59,0.43,0.24,0.38,0.38,0.39,0.33,0.42,0.36,0.35,0.39,0.29,0.34,0.37,0.42,0.38,0.3,0.34,0.34,0.55,0.44,0.32,0.3,0.29,0.32,0.46,0.35,0.32,0.29,0.33,0.32,0.31,0.38,0.42,0.42,0.39,0.37,0.37
h2database.csv,0.74,0.64,0.88,0.46,0.95,0.73,0.8,0.59,0.95,0.97,0.9,0.53,0.63,0.42,0.86,0.96,0.93,0.86,0.71,0.88,0.8,0.53,0.63,0.64,0.67,0.88,0.5,0.5,0.95,0.69,0.92,0.56,0.65,0.67,0.62,0.6,0.83,0.8,0.86,0.83,0.68,0.65,0.86,0.0,0.89,0.93,0.97,0.83,0.82,0.8,0.75,0.75,0.82,0.59,0.58,0.62,0.65,0.86,0.55,0.99,0.88,0.98,0.65,0.52
haphazard.csv,0.58,0.73,0.73,0.74,0.96,0.59,0.7,0.73,0.8,0.83,0.52,0.63,0.58,0.82,0.57,0.92,0.68,0.51,0.48,0.58,0.63,0.92,0.66,0.76,0.75,0.93,0.48,0.9,0.27,0.83,0.63,0.52,0.72,0.55,0.39,0.45,0.75,0.63,0.61,0.69,0.98,0.8,0.6,0.46,0.43,0.51,0.72,0.67,0.97,0.31,0.48,0.79,0.43,0.57,0.78,0.6,0.65,0.54,0.97,0.78,0.69,0.66,0.78,0.91
hibernate.csv,0.46,0.35,0.62,0.35,0.75,0.42,0.45,0.5,0.43,0.28,0.83,0.51,0.44,0.35,0.4,0.55,0.95,0.42,0.38,0.44,0.76,0.41,0.49,0.77,0.43,0.73,0.46,0.47,0.26,0.58,0.62,0.47,0.43,0.5,0.41,0.42,0.5,0.39,0.48,0.48,0.46,0.48,0.37,0.92,0.43,0.55,0.56,0.39,0.36,0.5,0.36,0.55,0.49,0.48,0.38,0.5,0.44,0.59,0.51,0.56,0.46,0.58,0.51,0.52
hydrate.csv,0.47,0.49,0.56,0.7,0.56,0.34,0.6,0.4,0.64,0.28,0.39,0.5,0.96,0.39,0.46,0.51,0.43,0.8,0.45,0.37,0.52,0.82,0.9,0.4,0.0,0.42,0.88,0.56,0.97,0.76,0.57,0.47,0.58,0.69,0.56,0.34,0.8,0.38,0.52,0.36,0.56,0.67,0.53,0.43,0.52,0.96,0.59,0.62,0.32,0.52,0.37,0.52,0.44,0.35,0.6,0.33,0.35,0.44,0.41,0.51,0.86,0.5,0.77,0.71
itext.csv,0.47,0.38,0.37,0.36,0.6,0.35,0.46,0.46,0.37,0.97,0.95,0.51,0.42,0.37,0.38,0.43,0.39,0.35,0.36,0.35,0.42,0.49,0.44,0.45,0.38,0.44,0.74,0.64,0.23,0.44,0.38,0.44,0.34,0.46,0.41,0.42,0.5,0.31,0.47,0.36,0.48,0.51,0.32,0.39,0.37,0.45,0.5,0.43,0.42,0.39,0.39,0.5,0.42,0.37,0.34,0.43,0.36,0.5,0.68,0.48,0.45,0.44,0.46,0.45
ivef-sdk.csv,0.69,0.5,0.6,0.51,0.67,0.72,0.65,0.56,0.75,0.27,0.44,0.76,0.75,0.71,0.78,0.41,0.54,0.76,0.94,0.53,0.48,0.59,0.53,0.63,0.49,0.6,0.61,0.7,0.0,0.47,0.48,0.75,0.57,0.91,0.0,0.53,0.59,0.56,0.46,0.7,0.64,0.41,0.9,0.83,0.9,0.91,0.68,0.44,0.5,0.86,0.45,0.74,0.0,0.79,0.55,0.39,0.84,0.42,0.62,0.71,0.5,0.57,0.98,0.62
jaql.csv,0.43,0.53,0.81,0.48,0.48,0.53,0.95,0.43,0.95,0.31,0.75,0.95,0.83,0.48,0.4,0.68,0.76,0.43,0.52,0.38,0.93,0.88,0.89,0.47,0.67,0.68,0.0,0.86,0.25,0.62,0.56,0.43,0.54,0.47,0.69,0.41,0.91,0.5,0.83,0.66,0.76,0.88,0.56,0.52,0.92,0.96,0.67,0.57,0.34,0.34,0.86,0.82,0.61,0.4,0.9,0.36,0.46,0.93,0.77,0.86,0.8,0.47,0.56,0.83
jmri.csv,0.61,0.41,0.53,0.47,0.81,0.62,0.76,0.43,0.47,0.95,0.63,0.54,0.61,0.45,0.81,0.53,0.92,0.89,0.73,0.71,0.92,0.49,0.54,0.58,0.62,0.64,0.74,0.53,0.96,0.76,0.67,0.8,0.58,0.86,0.64,0.38,0.68,0.5,0.83,0.74,0.45,0.51,0.69,0.67,0.41,0.79,0.71,0.41,0.98,0.75,0.33,0.64,0.67,0.56,0.48,0.53,0.65,0.47,0.47,0.64,0.5,0.69,0.56,0.96
jython.csv,0.75,0.39,0.92,0.39,0.98,0.88,0.53,0.7,0.47,0.52,0.97,0.63,0.76,0.48,0.8,0.73,0.88,0.92,0.93,0.8,0.74,0.54,0.69,0.97,0.64,0.7,0.5,0.42,0.96,0.76,0.88,0.48,0.81,0.73,0.46,0.58,0.63,0.39,0.93,0.94,0.7,0.57,0.48,0.91,0.0,0.69,0.96,0.55,0.56,0.5,0.38,0.91,0.65,0.57,0.66,0.5,0.59,0.0,0.49,0.98,0.47,0.7,0.79,0.72
k3b.csv,0.52,0.39,0.4,0.37,0.45,0.4,0.39,0.36,0.34,0.89,0.45,0.67,0.54,0.66,0.47,0.41,0.47,0.34,0.36,0.47,0.56,0.45,0.42,0.55,0.31,0.91,0.44,0.66,0.94,0.39,0.42,0.61,0.41,0.53,0.64,0.42,0.44,0.4,0.4,0.44,0.58,0.45,0.29,0.4,0.53,0.55,0.54,0.35,0.64,0.5,0.48,0.55,0.45,0.38,0.43,0.61,0.38,0.48,0.63,0.53,0.5,0.48,0.47,0.44
kdenlive.csv,0.34,0.38,0.44,0.38,0.54,0.28,0.41,0.36,0.38,0.27,0.37,0.41,0.49,0.31,0.34,0.38,0.5,0.43,0.34,0.31,0.77,0.38,0.42,0.4,0.38,0.35,0.51,0.52,0.26,0.44,0.48,0.4,0.41,0.41,0.33,0.33,0.46,0.37,0.4,0.36,0.46,0.42,0.33,0.38,0.35,0.33,0.43,0.38,0.31,0.3,0.4,0.44,0.34,0.32,0.42,0.29,0.32,0.68,0.37,0.43,0.48,0.39,0.39,0.43
lamp.csv,0.46,0.56,0.47,0.46,0.56,0.36,0.45,0.33,0.42,0.96,0.59,0.83,0.46,0.36,0.38,0.38,0.56,0.37,0.35,0.32,0.61,0.37,0.41,0.47,0.36,0.55,0.43,0.78,0.25,0.49,0.37,0.44,0.43,0.55,0.37,0.38,0.46,0.38,0.41,0.45,0.58,0.4,0.29,0.41,0.42,0.29,0.47,0.37,0.46,0.36,0.55,0.54,0.37,0.36,0.38,0.57,0.39,0.41,0.84,0.48,0.5,0.41,0.51,0.45
mecat.csv,0.92,0.93,0.0,0.95,0.63,0.59,0.0,0.86,0.56,0.76,0.75,0.0,0.89,0.85,0.88,0.0,0.69,0.0,0.71,0.89,0.0,0.92,0.88,0.96,0.5,0.75,0.75,0.5,0.75,0.75,0.8,0.5,0.75,0.8,0.5,0.43,0.83,0.8,0.53,0.93,0.8,0.89,0.0,0.67,0.5,0.75,0.97,0.89,0.92,0.0,0.8,0.94,0.75,0.94,0.83,0.67,0.96,0.0,0.0,0.95,0.88,0.97,0.95,0.75
mediaportal.csv,0.63,0.53,0.88,0.81,0.94,0.67,0.93,0.91,0.51,0.0,0.93,0.48,0.75,0.5,0.61,0.0,0.83,0.75,0.7,0.89,0.75,0.94,0.82,0.97,0.86,0.89,0.8,0.67,0.24,0.67,0.86,0.57,0.83,0.55,0.42,0.53,0.9,0.57,0.5,0.94,0.76,0.86,0.64,0.86,0.86,0.36,0.74,0.83,0.95,0.8,0.6,0.81,0.5,0.64,0.67,0.64,0.53,0.0,0.71,0.88,0.67,0.98,0.78,0.7
megameknet.csv,0.5,0.4,0.49,0.39,0.59,0.35,0.46,0.42,0.44,0.97,0.72,0.59,0.57,0.37,0.38,0.4,0.42,0.37,0.36,0.37,0.65,0.47,0.6,0.39,0.67,0.44,0.46,0.62,0.92,0.51,0.44,0.43,0.35,0.5,0.41,0.38,0.56,0.31,0.6,0.37,0.44,0.5,0.3,0.42,0.37,0.47,0.52,0.39,0.36,0.71,0.35,0.49,0.42,0.38,0.55,0.42,0.38,0.45,0.45,0.55,0.42,0.43,0.41,0.46
myfaces.csv,0.52,0.5,0.56,0.46,0.48,0.33,0.75,0.43,0.4,0.88,0.59,0.62,0.43,0.38,0.37,0.44,0.37,0.73,0.37,0.33,0.93,0.48,0.48,0.43,0.36,0.56,0.53,0.75,0.26,0.5,0.47,0.52,0.36,0.5,0.41,0.34,0.45,0.56,0.58,0.71,0.6,0.53,0.56,0.75,0.34,0.34,0.64,0.45,0.45,0.33,0.46,0.5,0.41,0.49,0.49,0.5,0.47,0.58,0.76,0.52,0.5,0.58,0.42,0.46
ninject.csv,0.41,0.47,0.48,0.49,0.69,0.47,0.37,0.39,0.41,0.86,0.4,0.51,0.52,0.86,0.5,0.67,0.48,0.35,0.36,0.58,0.63,0.63,0.64,0.45,0.41,0.54,0.48,0.66,0.35,0.66,0.86,0.54,0.48,0.53,0.38,0.52,0.58,0.37,0.58,0.42,0.5,0.61,0.33,0.37,0.36,0.3,0.63,0.44,0.49,0.68,0.41,0.51,0.43,0.39,0.47,0.57,0.44,0.45,0.58,0.56,0.69,0.62,0.43,0.53
nodal.csv,0.74,0.53,0.48,0.57,0.6,0.43,0.41,0.36,0.51,0.0,0.41,0.56,0.62,0.4,0.62,0.86,0.85,0.48,0.36,0.39,0.85,0.37,0.42,0.42,0.35,0.43,0.46,0.54,0.24,0.4,0.55,0.47,0.47,0.83,0.4,0.37,0.45,0.53,0.47,0.56,0.42,0.46,0.53,0.62,0.56,0.34,0.51,0.43,0.51,0.5,0.34,0.67,0.38,0.41,0.34,0.88,0.46,0.45,0.57,0.48,0.83,0.48,0.44,0.39
ondex.csv,0.75,0.48,0.75,0.67,0.96,0.62,0.96,0.54,0.65,0.5,0.54,0.6,0.8,0.82,0.84,0.76,0.97,0.94,0.58,0.89,0.57,0.52,0.52,0.59,0.48,0.74,0.83,0.68,0.26,0.9,0.62,0.68,0.59,0.8,0.67,0.41,0.64,0.75,0.89,0.94,0.52,0.58,0.5,0.9,0.43,0.98,0.97,0.58,0.75,0.71,0.4,0.54,0.88,0.55,0.54,0.69,0.74,0.47,0.56,0.78,0.6,0.75,0.85,0.76
onotoa.csv,0.98,0.69,0.71,0.67,0.92,0.92,0.88,0.96,0.67,0.5,0.65,0.65,0.63,0.83,0.88,0.6,0.89,0.83,0.88,0.92,0.66,0.9,0.96,0.68,0.96,0.62,0.57,0.57,0.95,0.5,0.93,0.74,0.71,0.8,0.81,0.88,0.71,0.9,0.0,0.93,0.53,0.8,0.83,0.75,0.52,0.75,0.99,0.59,0.92,0.86,0.52,0.67,0.94,0.99,0.52,0.84,0.99,0.47,0.54,0.74,0.0,0.97,0.94,0.73
opentibia.csv,0.4,0.56,0.44,0.59,0.87,0.53,0.47,0.35,0.54,0.93,0.4,0.51,0.49,0.35,0.4,0.53,0.52,0.4,0.4,0.52,0.46,0.49,0.44,0.68,0.72,0.46,0.8,0.47,0.26,0.56,0.86,0.48,0.48,0.44,0.36,0.55,0.55,0.48,0.46,0.48,0.57,0.47,0.43,0.6,0.43,0.47,0.6,0.47,0.85,0.39,0.41,0.55,0.41,0.44,0.41,0.44,0.45,0.56,0.59,0.47,0.59,0.58,0.47,0.6
paintown.csv,0.39,0.39,0.46,0.35,0.56,0.35,0.4,0.51,0.45,0.27,0.42,0.5,0.46,0.38,0.36,0.46,0.35,0.39,0.43,0.34,0.54,0.42,0.45,0.42,0.42,0.43,0.69,0.58,0.95,0.51,0.39,0.53,0.35,0.49,0.5,0.42,0.46,0.48,0.41,0.37,0.49,0.5,0.35,0.62,0.38,0.59,0.48,0.37,0.35,0.4,0.58,0.48,0.4,0.55,0.48,0.36,0.44,0.35,0.68,0.52,0.38,0.42,0.48,0.44
poormans.csv,0.41,0.59,0.83,0.56,0.84,0.59,0.58,0.85,0.67,0.74,0.91,0.51,0.75,0.37,0.44,0.44,0.75,0.91,0.62,0.64,0.75,0.88,0.8,0.64,0.9,0.55,0.53,0.62,0.3,0.95,0.83,0.43,0.86,0.7,0.37,0.36,0.8,0.37,0.96,0.68,0.55,0.79,0.41,0.44,0.92,0.97,0.91,0.79,0.4,0.67,0.43,0.65,0.42,0.39,0.61,0.35,0.38,0.67,0.49,0.98,0.67,0.6,0.91,0.9
powerfolder.csv,0.59,0.72,0.56,0.41,0.73,0.47,0.94,0.46,0.49,0.36,0.92,0.96,0.47,0.38,0.52,0.68,0.41,0.62,0.41,0.63,0.92,0.39,0.42,0.89,0.38,0.91,0.8,0.52,0.83,0.41,0.48,0.8,0.54,0.5,0.75,0.55,0.55,0.82,0.41,0.94,0.69,0.42,0.69,0.67,0.89,0.8,0.62,0.48,0.95,0.55,0.89,0.85,0.61,0.87,0.46,0.8,0.75,0.47,0.7,0.6,0.55,0.68,0.52,0.57
projectfactory.csv,0.44,0.49,0.49,0.58,0.59,0.37,0.61,0.35,0.61,0.35,0.78,0.65,0.62,0.35,0.37,0.44,0.41,0.55,0.35,0.42,0.58,0.63,0.48,0.51,0.89,0.55,0.61,0.64,0.26,0.47,0.55,0.44,0.65,0.45,0.36,0.5,0.57,0.52,0.42,0.36,0.66,0.44,0.5,0.43,0.38,0.66,0.5,0.61,0.38,0.33,0.45,0.53,0.41,0.42,0.58,0.52,0.39,0.38,0.67,0.48,0.6,0.49,0.46,0.57
pydev.csv,0.45,0.49,0.48,0.42,0.53,0.37,0.71,0.47,0.43,0.27,0.56,0.61,0.48,0.39,0.38,0.44,0.36,0.63,0.47,0.38,0.8,0.42,0.47,0.47,0.32,0.46,0.89,0.62,0.31,0.41,0.44,0.59,0.39,0.54,0.56,0.4,0.51,0.58,0.39,0.65,0.53,0.42,0.75,0.83,0.39,0.61,0.57,0.41,0.42,0.45,0.48,0.56,0.47,0.62,0.59,0.44,0.48,0.45,0.62,0.59,0.43,0.48,0.47,0.44
raven-monitoring.csv,0.45,0.51,0.57,0.63,0.97,0.39,0.43,0.44,0.79,0.5,0.75,0.64,0.6,0.4,0.41,0.96,0.63,0.41,0.4,0.33,0.55,0.83,0.96,0.47,0.78,0.41,0.51,0.64,0.26,0.7,0.65,0.42,0.49,0.56,0.37,0.38,0.61,0.32,0.71,0.39,0.53,0.96,0.4,0.43,0.39,0.55,0.57,0.79,0.41,0.4,0.38,0.57,0.41,0.39,0.6,0.38,0.47,0.68,0.49,0.6,0.61,0.51,0.46,0.52
retromenu.csv,0.97,0.83,0.67,0.69,0.82,0.56,0.93,0.59,0.62,0.5,0.6,0.77,0.67,0.39,0.65,0.4,0.53,0.43,0.93,0.46,0.67,0.69,0.46,0.58,0.0,0.9,0.8,0.83,0.0,0.88,0.52,0.62,0.91,0.53,0.64,0.86,0.88,0.89,0.83,0.32,0.96,0.77,0.75,0.8,0.88,0.97,0.97,0.91,0.73,0.9,0.83,0.5,0.6,0.74,0.67,0.43,0.49,0.67,0.75,0.97,0.83,0.64,0.57,0.55
runuomondains.csv,0.54,0.36,0.4,0.46,0.96,0.37,0.55,0.57,0.42,0.75,0.42,0.5,0.48,0.41,0.48,0.55,0.94,0.58,0.4,0.36,0.73,0.46,0.52,0.45,0.42,0.5,0.47,0.55,0.89,0.55,0.45,0.75,0.43,0.55,0.45,0.43,0.55,0.37,0.88,0.81,0.45,0.47,0.42,0.69,0.35,0.52,0.58,0.65,0.56,0.71,0.34,0.48,0.43,0.44,0.41,0.36,0.41,0.39,0.49,0.51,0.65,0.52,0.5,0.47
