,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,megameknet.csv,fityk.csv,ondex.csv,fleet-simulator.csv,duplicati.csv,xamj.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv,fido.csv,poormans.csv,hibernate.csv,ninject.csv,geogebra.csv,fluent-nhibernate.csv,uface.csv
encog-java.csv,0.38,0.91,0.94,0.7,0.74,0.82,0.94,0.81,0.96,0.7,1.0,0.89,0.77,0.52,0.99,0.87,0.83,0.91,0.65,0.48,0.87,0.86,0.85,0.85,0.89,0.58,0.94,0.89,0.9,0.68,0.85,0.59,0.82,0.87,0.66,0.72,0.71,0.94,0.77,0.8,0.73,0.72,0.92,0.94,0.61,0.96,0.85,0.89,0.78,0.44,0.84,0.74,0.68,0.78,0.89,0.62,0.69,0.78,0.92,0.81,0.8,0.91,0.88,0.91
fbmanager.csv,1.0,1.0,0.97,1.0,1.0,0.73,1.0,0.97,1.0,1.0,1.0,0.82,1.0,0.57,0.59,1.0,0.68,0.96,1.0,0.35,0.85,1.0,1.0,1.0,1.0,0.96,0.64,0.69,1.0,0.61,0.93,1.0,1.0,0.92,1.0,1.0,1.0,1.0,0.35,1.0,1.0,0.79,1.0,1.0,1.0,1.0,1.0,0.98,1.0,0.91,0.71,1.0,0.93,0.96,0.99,0.82,1.0,1.0,0.46,1.0,0.89,1.0,0.77,0.74
fido.csv,0.95,0.94,0.92,1.0,1.0,0.84,1.0,0.7,0.98,1.0,0.82,0.93,0.8,0.8,0.78,0.99,0.88,0.66,0.95,1.03,0.79,1.0,0.99,0.65,1.0,0.96,1.0,1.0,0.95,1.0,0.95,0.88,0.92,1.0,0.82,1.0,1.0,0.88,1.0,0.66,1.0,0.98,1.0,1.0,0.83,0.99,1.0,1.0,0.94,0.67,0.9,0.65,0.89,0.94,0.9,0.97,0.94,0.11,0.97,0.81,1.0,0.99,0.77,0.53
fityk.csv,0.92,0.81,0.61,0.61,0.54,0.78,0.9,0.87,0.56,0.86,0.59,0.69,0.83,0.52,0.79,0.84,0.73,0.72,0.63,0.42,0.79,0.5,0.69,0.68,0.96,0.71,0.18,0.75,0.25,0.65,0.76,0.72,0.89,0.77,0.62,0.92,0.61,0.72,0.57,0.56,0.68,0.7,0.69,0.63,0.84,1.08,0.53,0.5,0.8,0.87,1.01,0.59,0.56,0.58,0.64,0.65,0.78,0.89,0.67,0.66,0.7,0.61,0.96,0.86
fleet-simulator.csv,0.83,0.62,0.76,0.62,1.0,0.9,0.67,0.87,0.74,0.98,0.99,0.73,0.58,0.69,0.89,1.0,0.81,0.66,0.82,0.87,0.86,0.75,0.63,0.72,0.95,0.96,1.25,0.61,0.99,0.7,0.74,0.85,0.9,0.61,0.95,0.77,0.76,0.87,0.68,0.82,0.6,0.84,0.72,0.9,0.78,0.68,0.77,0.83,0.99,0.06,1.0,0.68,0.49,0.91,0.79,1.0,0.9,0.87,0.65,0.75,0.78,0.69,0.47,0.32
fluent-nhibernate.csv,0.71,0.78,0.84,0.74,0.93,0.86,0.49,0.62,0.89,0.98,0.8,0.55,0.7,0.39,0.76,0.59,0.84,0.61,0.68,1.03,0.56,0.67,0.69,0.8,1.0,0.83,1.0,0.54,0.65,0.69,0.74,0.84,0.67,0.9,0.6,1.0,0.88,0.77,0.74,0.63,0.65,0.84,0.85,0.51,0.61,0.87,0.64,0.86,0.74,0.97,0.72,0.74,0.87,0.64,0.8,0.59,0.56,0.77,0.49,0.72,0.8,0.49,0.18,0.64
freenet.csv,0.68,0.78,0.61,0.76,0.77,0.64,0.69,0.72,0.46,0.91,0.52,0.74,0.78,0.62,0.59,0.87,0.59,0.89,0.8,0.79,0.81,0.61,0.86,0.82,0.91,0.84,0.87,0.83,0.5,0.75,0.79,0.48,1.02,0.87,0.66,0.81,0.56,0.77,0.58,0.68,0.86,0.59,0.69,0.48,0.89,0.7,0.44,0.63,0.77,0.57,0.14,0.77,0.7,0.48,0.77,0.5,0.57,0.55,0.46,0.58,0.55,0.48,0.54,0.57
galaxium.csv,0.82,0.53,0.87,0.63,0.66,0.95,0.31,0.77,0.61,0.98,0.52,0.61,0.6,0.82,0.86,0.69,0.92,0.84,0.93,1.0,0.76,0.51,0.66,0.72,0.91,0.72,0.99,0.94,0.33,0.66,1.0,0.49,1.0,0.89,0.63,0.61,0.47,0.5,0.46,0.89,0.45,0.53,0.82,0.47,0.36,0.78,0.5,0.59,0.73,0.27,0.47,0.67,0.46,0.84,0.64,0.4,0.61,0.79,0.56,0.62,0.94,0.58,0.84,0.96
geogebra.csv,0.53,0.69,0.68,0.49,0.55,0.79,0.35,0.6,0.72,0.97,0.66,0.69,0.67,0.5,0.54,0.93,0.68,0.63,0.64,0.62,0.9,0.52,0.71,0.66,0.9,0.86,1.08,0.89,0.96,0.86,0.73,0.81,0.61,0.85,0.64,0.43,0.53,0.67,0.53,0.77,0.42,0.49,0.72,0.57,0.7,0.62,0.44,0.77,0.69,0.61,0.5,0.44,0.63,0.69,0.75,0.53,0.53,0.87,0.58,0.61,0.62,0.4,0.24,0.44
google-caja.csv,0.94,0.69,0.94,0.99,0.57,0.95,0.53,0.89,0.75,0.96,0.66,0.61,0.71,0.69,0.76,0.76,0.95,0.66,0.94,0.87,0.81,0.47,0.52,0.72,1.0,0.86,0.67,0.94,0.95,0.5,0.84,0.54,1.0,0.69,0.59,0.79,0.45,0.96,0.46,0.33,0.91,0.51,0.74,0.38,0.9,0.97,0.74,0.71,0.96,0.24,1.0,0.9,0.52,0.79,0.84,0.85,0.68,0.97,0.49,0.78,0.6,0.79,0.6,0.56
h2database.csv,0.51,0.36,0.89,0.5,0.82,0.88,0.89,0.75,0.91,0.74,0.93,0.58,0.57,0.46,0.93,0.82,0.84,0.83,0.61,0.68,0.9,0.64,0.79,0.66,0.93,0.97,0.97,0.87,0.46,0.48,0.77,0.41,0.78,0.92,0.72,0.65,0.75,0.88,0.86,0.92,0.52,0.79,0.94,1.0,0.6,0.89,0.7,0.81,0.6,0.91,0.79,0.63,0.78,0.66,0.91,0.64,0.62,0.75,0.42,0.79,0.81,0.69,0.34,0.46
haphazard.csv,0.63,0.85,0.58,0.72,0.84,0.54,0.89,0.69,0.83,0.97,0.88,0.68,0.79,0.9,0.89,0.88,0.59,0.74,0.74,0.79,0.72,0.89,0.8,0.83,0.95,0.68,1.21,0.93,1.04,0.93,0.81,0.53,0.75,0.77,0.73,0.69,0.79,0.76,0.88,0.86,0.82,0.85,0.69,0.75,0.78,0.58,0.73,0.69,0.8,0.25,0.53,0.71,1.02,0.67,0.81,0.73,0.74,0.72,0.91,0.85,0.65,0.68,0.98,0.97
hibernate.csv,0.74,0.99,0.71,0.97,0.56,0.75,0.54,0.65,0.93,0.95,0.79,0.8,0.86,0.72,0.6,0.74,0.8,0.79,0.87,0.55,0.78,0.46,0.58,0.7,1.0,0.92,0.97,1.02,0.97,0.43,0.66,0.8,0.91,0.92,0.78,0.92,0.47,0.59,0.54,0.53,0.92,0.65,0.69,0.74,0.67,0.96,0.45,0.71,0.78,0.59,1.03,0.55,0.72,0.55,0.7,0.5,0.52,0.43,0.55,0.52,0.75,0.51,0.82,0.46
hydrate.csv,0.53,0.7,0.61,0.68,0.92,0.82,0.73,0.65,0.72,0.88,0.95,0.49,0.71,0.49,0.63,0.72,0.75,0.68,0.66,0.73,0.65,0.71,0.83,0.63,1.0,0.8,0.93,0.87,0.27,0.65,0.71,0.67,0.77,0.66,0.59,0.63,0.84,0.59,0.63,0.58,0.43,0.77,0.76,0.62,0.47,0.86,0.66,0.69,0.91,0.54,1.04,0.55,0.55,0.64,0.77,0.86,0.78,0.78,0.52,0.61,0.61,0.62,0.67,0.64
itext.csv,0.77,0.6,0.86,0.95,0.74,0.73,0.58,0.54,0.44,0.86,0.65,0.7,0.66,0.64,0.74,0.75,0.76,0.8,0.99,0.82,0.69,0.64,0.63,0.68,0.98,0.75,0.52,0.89,0.97,0.57,0.83,0.53,1.0,0.77,0.5,0.82,0.56,0.64,0.44,0.94,0.76,0.54,0.74,0.33,0.91,0.57,0.44,0.75,0.7,0.37,0.38,0.81,0.78,0.6,0.83,0.5,0.62,0.52,0.56,0.59,0.68,0.54,0.73,0.85
ivef-sdk.csv,0.79,0.81,0.85,0.88,1.0,0.92,0.9,0.86,0.81,1.0,0.83,0.89,0.81,0.71,0.9,0.87,0.82,0.96,0.88,0.63,0.84,0.71,0.46,0.61,0.71,0.79,0.0,1.04,0.95,0.8,0.8,1.0,1.11,0.86,1.0,0.63,0.71,0.77,0.64,0.64,0.82,0.84,0.82,0.95,0.5,1.01,0.95,0.59,0.63,1.33,1.04,0.87,1.0,0.81,0.69,0.88,0.84,0.9,0.8,0.74,1.0,0.9,0.88,1.02
jaql.csv,0.56,0.55,0.79,0.36,0.65,0.75,0.75,0.69,0.89,0.84,0.86,0.8,0.61,0.41,0.67,0.73,0.83,0.68,0.55,0.57,0.76,0.79,0.91,0.63,0.93,0.75,1.0,0.88,0.93,0.66,0.76,0.58,0.67,0.7,0.67,0.71,0.88,0.55,0.81,0.62,0.6,0.88,0.84,0.54,0.61,0.85,0.6,0.66,0.75,0.35,0.88,0.67,0.61,0.57,0.88,0.5,0.57,0.76,0.6,0.75,0.62,0.39,0.48,0.82
jmri.csv,0.64,0.91,0.65,0.63,0.56,0.72,0.77,0.74,0.67,0.84,0.58,0.68,0.82,0.5,0.46,0.87,0.87,0.74,0.67,0.42,0.9,0.54,0.73,0.46,0.92,0.96,0.45,0.77,0.47,0.56,0.75,0.57,0.75,0.86,0.77,0.9,0.68,0.63,0.88,0.72,0.77,0.68,0.87,0.94,0.92,0.95,0.49,0.6,0.75,0.93,1.0,0.63,0.7,0.62,0.61,0.52,0.62,0.78,0.78,0.58,0.8,0.58,0.4,0.8
jython.csv,0.88,0.94,0.87,0.94,0.72,1.01,0.84,0.75,1.0,0.91,0.88,0.74,0.67,0.44,1.0,0.77,0.87,0.7,0.78,0.67,0.75,0.84,0.97,0.82,0.63,0.85,0.81,0.97,0.19,0.76,0.85,0.87,0.74,0.67,0.89,1.05,0.88,0.6,0.85,0.8,0.94,0.75,0.91,0.83,0.8,0.91,0.84,0.76,0.63,1.03,1.02,0.75,0.62,0.59,0.71,0.71,0.71,1.0,0.92,0.79,0.84,0.64,0.7,0.6
k3b.csv,0.84,0.86,0.75,0.92,0.73,0.73,0.83,0.73,0.75,0.96,0.47,0.64,0.8,0.88,0.64,0.81,0.67,0.9,0.81,0.63,0.83,0.54,0.54,0.71,1.04,0.94,0.97,1.09,0.7,0.62,0.94,0.55,0.7,0.77,0.7,0.87,0.46,0.75,0.74,0.79,0.88,0.39,1.0,0.36,0.61,0.88,0.55,0.7,0.78,1.08,0.47,0.78,0.73,0.74,0.87,0.8,0.62,0.7,0.77,0.67,0.75,0.74,0.96,0.96
kdenlive.csv,0.73,0.54,0.57,0.47,0.87,0.83,0.51,0.59,0.75,0.98,0.68,0.45,0.49,0.67,0.74,0.85,0.73,0.71,0.55,0.77,0.79,0.38,0.62,0.6,1.04,0.64,1.13,0.74,0.99,0.53,0.63,0.8,0.73,0.61,0.74,0.67,0.57,0.56,0.59,0.44,0.4,0.52,0.71,0.57,0.6,0.4,0.38,0.65,0.85,0.26,0.4,0.48,0.43,0.52,0.81,0.82,0.84,0.56,0.42,0.55,0.52,0.43,0.43,0.44
lamp.csv,0.61,0.6,0.61,0.67,0.75,0.83,0.48,0.69,0.39,0.88,0.43,0.71,0.6,0.94,0.76,0.95,0.53,0.72,0.57,0.95,0.75,0.53,0.63,0.67,0.91,0.9,0.97,0.93,0.95,1.0,1.0,0.59,0.56,0.86,0.67,0.56,0.45,0.58,0.91,0.59,0.68,0.88,1.0,0.64,0.56,0.38,0.47,0.76,0.76,0.32,0.66,0.53,0.69,0.62,0.78,0.69,0.66,0.75,0.78,0.59,0.48,0.68,0.43,0.69
mecat.csv,0.93,0.98,0.97,0.83,0.73,0.89,1.0,0.9,0.8,0.63,0.93,0.98,0.95,0.83,0.86,0.99,0.77,1.0,0.66,0.1,1.0,0.83,0.92,0.94,0.85,0.96,0.94,0.97,0.86,0.64,0.92,0.88,0.97,0.92,0.94,0.38,0.78,0.84,0.57,0.82,0.96,0.86,1.0,0.91,1.0,0.97,0.76,0.82,0.91,1.0,0.91,0.85,0.76,0.94,0.93,0.89,0.92,1.0,1.0,0.92,0.81,0.76,0.77,0.99
mediaportal.csv,0.54,0.49,0.86,0.74,0.86,0.88,0.66,0.81,0.65,1.0,0.79,0.56,0.66,0.41,0.61,1.0,0.91,0.91,0.66,0.35,0.94,0.79,0.84,0.89,1.01,0.97,0.98,1.0,0.96,0.93,0.93,0.54,0.92,0.82,0.52,1.04,0.78,0.67,0.94,0.82,0.53,0.8,0.79,0.82,0.8,0.41,0.58,0.91,0.82,0.91,0.74,0.72,0.62,0.68,0.81,0.71,0.51,1.0,0.6,0.76,0.8,0.69,0.37,0.73
megameknet.csv,0.67,0.7,0.73,0.8,0.84,0.8,0.73,0.77,0.7,0.87,0.59,0.54,0.56,0.71,0.85,0.87,0.76,0.76,0.74,0.63,0.79,0.74,0.93,0.78,0.72,0.79,0.97,0.4,0.18,0.89,0.64,0.97,1.0,0.81,0.86,0.87,0.77,0.77,0.68,0.69,0.91,0.91,0.86,0.78,0.9,0.42,0.48,0.83,0.79,0.69,1.01,0.55,0.66,0.49,0.64,0.5,0.94,0.64,0.51,0.59,0.87,0.69,0.61,0.62
myfaces.csv,0.51,0.49,0.64,0.48,0.52,0.87,0.58,0.64,0.67,0.68,0.48,0.6,0.69,0.62,0.88,0.74,0.79,0.64,0.48,0.75,0.83,0.6,0.69,0.65,1.0,0.77,0.95,0.92,0.95,0.52,0.78,0.53,0.87,0.82,0.56,0.52,0.48,0.65,0.54,0.72,0.41,0.64,0.69,0.68,0.72,0.38,0.49,0.55,0.62,0.33,0.52,0.58,0.56,0.55,0.6,0.65,0.58,0.61,0.62,0.55,0.55,0.47,0.42,0.54
ninject.csv,0.7,0.75,0.51,0.72,0.85,0.64,0.82,0.54,0.6,0.97,0.72,0.51,0.63,0.76,0.54,0.73,0.69,0.66,0.63,0.73,0.75,1.0,0.9,0.7,0.97,0.91,0.95,0.55,1.15,0.87,0.93,0.79,0.58,0.52,0.77,0.9,0.78,0.58,0.5,0.8,0.6,0.71,0.79,0.51,0.89,0.44,0.57,0.8,0.89,1.21,0.41,0.54,0.72,0.59,0.76,0.65,0.62,0.65,0.55,0.69,0.15,0.61,0.69,0.55
nodal.csv,0.73,0.63,0.6,0.66,0.77,0.68,0.39,0.54,0.72,0.99,0.48,0.52,0.58,0.9,0.56,0.95,0.71,0.41,0.56,0.91,0.83,0.55,0.67,0.67,0.95,0.73,1.19,0.52,1.09,0.7,0.71,0.55,0.62,0.93,0.51,0.63,0.57,0.54,0.61,0.68,0.51,0.68,0.81,0.75,0.37,0.41,0.52,0.67,0.8,1.07,0.45,0.67,0.75,0.59,0.73,0.82,0.63,0.63,0.49,0.58,0.6,0.52,0.4,0.32
ondex.csv,0.6,0.6,0.81,0.67,0.77,0.52,0.82,0.88,0.83,0.98,0.74,0.6,0.61,0.86,0.87,0.83,0.76,0.85,0.71,0.35,0.69,0.58,0.67,0.58,0.8,0.9,0.94,0.86,0.97,0.73,0.68,0.59,0.67,0.95,0.81,0.8,0.65,0.73,0.8,0.78,0.66,0.67,0.75,0.87,0.98,0.86,0.73,0.57,0.57,0.74,0.28,0.71,0.88,0.55,0.74,0.67,0.64,0.81,0.54,0.68,0.57,0.63,0.54,0.7
onotoa.csv,0.99,0.93,0.73,0.93,0.91,0.79,0.92,0.89,0.86,0.98,0.88,0.85,0.92,0.97,0.84,0.62,1.0,0.83,0.94,1.02,0.84,0.77,0.74,0.71,0.53,0.8,0.98,0.8,0.73,0.93,0.81,0.76,0.79,0.99,0.96,1.11,0.94,0.83,0.97,0.87,1.02,0.81,0.9,1.01,1.04,1.11,0.92,0.87,0.64,0.87,1.1,0.95,0.9,0.88,0.5,0.91,0.91,0.81,0.93,0.81,1.0,0.94,0.89,0.68
opentibia.csv,0.71,0.64,0.69,0.66,0.68,0.71,0.56,0.85,0.66,0.89,0.63,0.5,0.65,0.72,0.83,0.7,0.67,0.68,0.76,0.81,0.63,0.62,0.28,0.65,0.83,0.73,0.94,0.73,1.0,0.69,0.81,0.67,0.57,1.0,0.8,1.09,0.67,0.77,0.63,0.83,0.57,0.54,0.73,0.74,0.72,0.57,0.57,0.74,0.64,1.01,1.1,0.49,0.82,0.72,0.62,0.78,0.83,0.6,0.56,0.65,0.47,0.63,0.92,0.65
paintown.csv,0.97,0.91,0.83,0.99,0.97,1.0,0.85,0.66,0.78,1.0,0.74,0.9,0.96,0.9,1.0,0.73,0.99,1.03,0.72,1.04,0.78,0.56,0.79,0.94,0.73,0.91,0.41,0.94,0.55,0.85,0.98,0.71,1.0,0.92,0.68,0.92,0.38,0.7,0.84,1.01,0.89,0.65,0.67,0.71,0.85,0.97,0.96,0.64,0.9,1.02,1.15,0.96,0.94,0.66,0.75,0.99,0.68,0.86,0.89,0.86,1.0,0.94,0.98,0.98
poormans.csv,0.48,0.7,0.84,0.53,0.69,0.89,0.56,0.81,0.64,0.57,0.76,0.51,0.56,0.29,0.58,0.88,0.93,0.74,0.64,0.18,0.9,0.85,0.9,0.72,0.92,0.88,0.89,0.76,0.84,0.68,0.83,1.0,0.93,0.81,1.0,0.44,0.88,0.61,0.84,0.69,0.47,0.81,0.75,0.74,0.41,0.76,0.68,0.84,0.73,0.94,0.4,0.63,0.53,0.49,0.75,0.56,0.95,1.0,0.32,0.8,1.0,0.52,0.59,0.91
powerfolder.csv,0.59,0.54,0.85,0.71,0.79,0.72,0.99,0.69,0.69,0.8,0.93,0.83,0.74,0.52,0.96,0.8,0.8,0.71,0.65,0.8,0.89,0.57,0.64,0.81,0.92,0.82,0.94,0.97,0.77,0.66,0.69,0.88,0.88,0.71,0.88,0.71,0.59,0.8,0.57,0.81,0.6,0.54,0.66,0.94,0.12,0.69,0.75,0.67,0.82,0.66,0.84,0.64,0.79,0.78,0.7,0.71,0.72,0.58,0.68,0.62,0.62,0.72,0.79,0.73
projectfactory.csv,0.5,0.6,0.72,0.64,0.73,0.72,0.61,0.64,0.74,0.62,0.76,0.6,0.66,0.8,0.87,0.73,0.71,0.68,0.76,0.72,0.76,0.65,0.5,0.65,0.86,0.66,0.99,0.62,1.0,0.59,0.54,0.82,0.72,0.74,0.79,0.4,0.66,0.66,0.59,0.94,0.5,0.56,0.69,0.75,0.59,0.64,0.73,0.63,0.66,0.14,1.11,0.54,0.75,0.81,0.7,0.68,0.86,0.76,0.72,0.66,0.51,0.55,0.7,0.63
pydev.csv,0.8,0.62,0.85,0.73,0.52,0.93,0.64,0.75,0.62,1.0,0.56,0.68,0.88,0.67,0.93,0.77,0.93,0.74,0.43,0.78,0.77,0.57,0.66,0.74,0.88,0.66,0.9,0.72,0.71,0.62,0.87,0.55,0.84,0.98,0.57,0.76,0.56,0.71,0.5,0.64,0.78,0.56,0.89,0.85,0.81,0.92,0.72,0.59,0.72,0.5,1.13,0.84,0.7,0.64,0.61,0.47,0.58,0.63,0.55,0.59,0.93,0.6,0.96,0.85
raven-monitoring.csv,0.71,0.74,0.41,0.64,0.96,0.69,0.77,0.74,0.72,0.99,0.86,0.64,0.66,0.76,0.7,0.84,0.52,0.7,0.64,0.82,0.73,0.93,0.79,0.62,1.0,0.73,0.95,0.44,1.0,0.93,0.8,0.74,0.51,0.81,0.8,0.67,0.77,0.66,0.9,0.72,0.78,0.78,0.91,0.94,0.9,0.47,0.53,0.78,0.65,1.01,0.33,0.56,0.94,0.57,0.7,0.81,0.79,0.57,0.77,0.68,0.54,0.63,0.61,0.74
retromenu.csv,0.8,0.74,0.88,0.72,0.7,0.82,0.8,0.75,0.67,0.98,0.61,0.69,0.67,0.31,0.79,0.71,0.85,0.65,0.84,1.08,0.64,0.72,0.58,0.69,1.0,0.94,0.93,0.98,1.0,0.8,0.79,0.79,0.85,0.83,0.77,1.01,0.88,0.82,0.71,0.53,0.69,0.71,0.95,0.95,0.6,0.96,0.7,0.83,0.6,0.81,0.9,0.55,0.7,0.74,0.97,0.6,0.6,0.75,0.94,0.88,0.81,0.57,0.54,0.61
runuomondains.csv,0.55,0.85,0.69,0.68,0.79,0.72,0.6,0.7,0.57,0.97,0.54,0.7,0.65,0.74,0.66,0.76,0.88,0.67,0.67,0.7,0.84,0.54,0.69,0.48,1.09,0.88,0.8,0.76,0.34,0.39,0.81,0.3,0.55,0.82,0.66,0.88,0.58,0.72,0.83,0.74,0.78,0.59,0.7,0.71,0.86,0.36,0.45,0.67,0.65,0.74,0.14,0.52,0.68,0.54,0.59,0.61,0.57,0.66,0.85,0.57,0.47,0.51,0.4,0.4
