,freedom-erp.csv,twostep.csv,iaml.csv,etics.csv,neoengine.csv,nsis.csv,vdsf.csv,monetdb.csv,amygdala.csv,ikvm.csv,jicarilla.csv,metacosm.csv,mplayer-ce.csv,moviesandbox.csv,uwom.csv,geotools.csv,jrdf.csv,ng4j.csv,bloodycore.csv,jahshakafx.csv,jstock.csv,nassp.csv,soar.csv,xbplayer.csv,scite-ru.csv,mobicents.csv,jcache.csv,flylegacy.csv,mcmc-jags.csv,mcore3d.csv,gdis.csv,gtad.csv,liferea.csv,nova.csv,fleet-simulator.csv,japano.csv,qmcpack.csv,gnukeda.csv,powerfolder-.csv,jparsec.csv,m-m-m.csv,adonthell.csv,k3d.csv,fmri-dmt.csv,amanda.csv,jaql.csv,bzbyte.csv
gdis.csv,0.44,0.45,0.59,0.05,0.14,0.83,0.01,0.49,0.6,0.28,0.58,0.65,0.51,0.56,0.78,0.49,0.65,0.68,0.83,0.49,0.46,0.84,0.53,0.59,0.58,0.44,0.75,0.61,0.78,0.61,,0.97,0.61,0.7,0.7,0.87,0.51,0.56,0.09,0.76,0.7,0.46,0.82,0.92,0.4,0.3,0.67
geotools.csv,0.18,0.13,0.5,0.06,0.69,0.86,0.74,0.46,0.27,0.49,0.22,0.22,0.3,0.31,0.61,,0.04,0.06,0.72,0.59,0.82,0.63,0.44,0.1,0.51,0.24,0.21,0.07,0.07,0.64,0.66,0.0,0.05,0.05,0.76,0.86,0.1,0.3,0.44,0.16,0.7,0.31,0.73,0.01,0.29,0.68,0.58
gnukeda.csv,0.18,0.13,0.46,0.67,0.6,0.85,0.86,0.46,0.27,0.33,0.22,0.22,0.3,0.31,0.61,0.51,0.04,0.81,0.72,0.48,0.82,0.63,0.45,0.65,0.51,0.24,0.21,0.07,0.07,0.69,0.73,0.97,0.05,0.05,0.97,0.87,0.1,,0.73,0.16,0.7,0.31,0.73,0.74,0.29,0.75,0.57
gtad.csv,0.18,0.72,0.18,0.67,0.39,0.62,0.83,0.46,0.27,0.33,0.39,0.68,0.3,0.62,0.61,0.51,0.77,0.75,0.72,0.48,0.75,0.63,0.2,0.47,0.51,0.24,0.85,0.07,0.82,0.1,0.03,,0.73,0.05,0.91,0.89,0.44,0.2,0.7,0.71,0.75,0.53,0.73,0.85,0.29,0.64,0.75
iaml.csv,0.34,0.49,,0.83,0.65,0.74,0.84,0.1,0.58,0.47,0.28,0.29,0.2,0.76,0.05,0.67,0.79,0.55,0.02,0.8,0.56,0.76,0.45,0.7,0.08,0.26,0.3,0.6,0.82,0.61,0.81,0.94,0.72,0.83,0.89,0.88,0.56,0.56,0.48,0.54,0.03,0.55,0.66,0.81,0.59,0.58,0.64
ikvm.csv,0.64,0.77,0.63,0.61,0.41,0.85,0.87,0.64,0.46,,0.53,0.56,0.3,0.39,0.61,0.6,0.68,0.75,0.72,0.49,0.43,0.66,0.39,0.54,0.63,0.55,0.4,0.61,0.47,0.59,0.6,0.92,0.75,0.69,0.75,0.86,0.65,0.35,0.4,0.62,0.68,0.55,0.67,0.86,0.46,0.52,0.58
jahshakafx.csv,0.18,0.13,0.52,0.06,0.68,0.86,0.88,0.46,0.27,0.75,0.22,0.22,0.3,0.31,0.61,0.7,0.04,0.06,0.72,,0.82,0.76,0.42,0.8,0.66,0.24,0.21,0.44,0.07,0.64,0.66,0.0,0.05,0.05,0.91,0.87,0.1,0.58,0.44,0.16,0.7,0.31,0.73,0.01,0.67,0.76,0.58
japano.csv,0.18,0.65,0.5,0.82,0.6,0.83,0.83,0.46,0.64,0.44,0.76,0.58,0.3,0.5,0.61,0.69,0.84,0.81,0.72,0.56,0.5,0.63,0.45,0.72,0.51,0.24,0.48,0.07,0.6,0.55,0.85,0.97,0.7,0.7,0.74,,0.62,0.51,0.68,0.15,0.69,0.43,0.73,0.82,0.52,0.45,0.64
jaql.csv,0.18,0.13,0.61,0.78,0.39,0.88,0.83,0.46,0.27,0.33,0.22,0.22,0.3,0.31,0.61,0.51,0.04,0.06,0.72,0.48,0.82,0.63,0.76,0.47,0.51,0.24,0.21,0.07,0.07,0.1,0.03,0.97,0.05,0.05,0.76,0.86,0.79,0.53,0.59,0.16,0.7,0.61,0.73,0.84,0.29,,0.65
jcache.csv,0.6,0.77,0.46,0.73,0.64,0.88,0.83,0.68,0.54,0.66,0.34,0.64,0.52,0.68,0.69,0.61,0.67,0.63,0.77,0.78,0.69,0.74,0.5,0.69,0.7,0.66,,0.67,0.75,0.7,0.76,0.98,0.65,0.63,0.83,0.85,0.68,0.48,0.7,0.66,0.67,0.54,0.8,0.81,0.55,0.63,0.67
jicarilla.csv,0.18,0.4,0.18,0.58,0.39,0.01,0.83,0.46,0.45,0.33,,0.43,0.3,0.2,0.61,0.51,0.64,0.56,0.72,0.48,0.59,0.63,0.2,0.47,0.51,0.24,0.16,0.07,0.54,0.1,0.03,0.95,0.6,0.61,0.02,0.0,0.46,0.2,0.5,0.36,0.03,0.2,0.73,0.83,0.29,0.37,0.06
jparsec.csv,0.18,0.86,0.76,0.77,0.39,0.01,0.83,0.46,0.55,0.33,0.28,0.7,0.3,0.6,0.61,0.51,0.71,0.7,0.72,0.48,0.76,0.63,0.2,0.47,0.51,0.24,0.81,0.07,0.63,0.1,0.03,0.94,0.65,0.82,0.89,0.87,0.46,0.2,0.59,,0.67,0.75,0.73,0.85,0.29,0.72,0.69
jrdf.csv,0.18,0.65,0.18,0.81,0.39,0.01,0.83,0.46,0.56,0.33,0.52,0.22,0.3,0.52,0.61,0.51,,0.58,0.72,0.48,0.59,0.63,0.2,0.47,0.51,0.24,0.2,0.07,0.53,0.1,0.03,0.95,0.6,0.05,0.89,0.0,0.46,0.2,0.5,0.35,0.68,0.2,0.73,0.83,0.29,0.37,0.06
jstock.csv,0.18,0.54,0.39,0.72,0.61,0.93,0.83,0.46,0.42,0.33,0.34,0.3,0.3,0.6,0.61,0.51,0.75,0.67,0.72,0.48,,0.63,0.2,0.47,0.51,0.24,0.71,0.07,0.36,0.79,0.85,0.94,0.58,0.05,0.91,0.81,0.69,0.76,0.69,0.53,0.73,0.7,0.73,0.86,0.29,0.7,0.67
k3d.csv,0.18,0.39,0.39,0.63,0.68,0.86,0.85,0.57,0.66,0.32,0.32,0.72,0.3,0.63,0.61,0.67,0.67,0.64,0.72,0.68,0.69,0.62,0.45,0.6,0.51,0.41,0.48,0.07,0.74,0.59,0.8,0.97,0.63,0.69,0.73,0.87,0.58,0.58,0.67,0.77,0.67,0.48,,0.86,0.63,0.57,0.71
liferea.csv,0.18,0.13,0.18,0.79,0.39,0.62,0.83,0.46,0.27,0.33,0.22,0.22,0.3,0.62,0.61,0.51,0.84,0.6,0.72,0.48,0.67,0.63,0.2,0.47,0.51,0.24,0.21,0.07,0.81,0.1,0.03,0.95,,0.83,0.91,0.88,0.67,0.2,0.75,0.3,0.7,0.52,0.73,0.88,0.29,0.37,0.71
m-m-m.csv,0.18,0.37,0.18,0.5,0.39,0.01,0.83,0.46,0.51,0.33,0.75,0.22,0.3,0.64,0.61,0.51,0.68,0.72,0.72,0.48,0.58,0.63,0.2,0.47,0.51,0.24,0.39,0.07,0.56,0.1,0.03,0.95,0.83,0.05,0.89,0.94,0.46,0.2,0.5,0.15,,0.66,0.73,0.83,0.29,0.37,0.73
mcmc-jags.csv,0.18,0.63,0.18,0.72,0.39,0.01,0.83,0.46,0.63,0.33,0.4,0.67,0.3,0.63,0.61,0.51,0.65,0.73,0.72,0.48,0.56,0.63,0.2,0.47,0.51,0.24,0.72,0.07,,0.1,0.03,0.95,0.59,0.71,0.89,0.9,0.79,0.2,0.51,0.55,0.71,0.47,0.73,0.84,0.29,0.7,0.67
mcore3d.csv,0.46,0.13,0.61,0.06,0.61,0.85,0.86,0.66,0.27,0.66,0.22,0.22,0.3,0.31,0.61,0.62,0.04,0.06,0.72,0.82,0.05,0.84,0.31,0.68,0.73,0.59,0.21,0.69,0.07,,0.85,0.0,0.05,0.83,0.76,0.87,0.1,0.53,0.09,0.16,0.7,0.31,0.79,0.01,0.61,0.15,0.58
metacosm.csv,0.18,0.4,0.18,0.58,0.39,0.01,0.83,0.46,0.23,0.33,0.28,,0.3,0.2,0.61,0.51,0.64,0.56,0.72,0.48,0.59,0.63,0.2,0.47,0.51,0.24,0.65,0.07,0.54,0.1,0.03,0.95,0.6,0.6,0.02,0.0,0.46,0.2,0.5,0.37,0.03,0.2,0.73,0.83,0.29,0.37,0.06
mobicents.csv,0.71,0.13,0.33,0.06,0.14,0.86,0.01,0.1,0.27,0.18,0.22,0.22,0.3,0.31,0.61,0.08,0.04,0.06,0.72,0.09,0.05,0.04,0.31,0.1,0.08,,0.21,0.55,0.07,0.46,0.66,0.0,0.05,0.05,0.76,0.87,0.1,0.3,0.09,0.16,0.7,0.31,0.02,0.01,0.22,0.15,0.58
monetdb.csv,0.7,0.13,0.33,0.06,0.14,0.86,0.01,,0.27,0.18,0.22,0.22,0.6,0.31,0.77,0.76,0.04,0.06,0.78,0.79,0.05,0.04,0.31,0.1,0.81,0.58,0.21,0.55,0.07,0.46,0.66,0.0,0.05,0.05,0.76,0.87,0.1,0.3,0.09,0.16,0.7,0.31,0.77,0.01,0.57,0.15,0.58
moviesandbox.csv,0.18,0.38,0.18,0.71,0.39,0.01,0.83,0.46,0.45,0.33,0.41,0.71,0.3,,0.61,0.51,0.65,0.7,0.72,0.48,0.58,0.63,0.2,0.47,0.51,0.24,0.35,0.07,0.76,0.1,0.03,0.95,0.6,0.73,0.89,0.88,0.46,0.2,0.57,0.46,0.76,0.59,0.73,0.82,0.29,0.37,0.82
mplayer-ce.csv,0.18,0.4,0.18,0.58,0.39,0.01,0.83,0.46,0.23,0.33,0.28,0.29,,0.2,0.61,0.51,0.64,0.56,0.72,0.48,0.59,0.63,0.2,0.47,0.51,0.24,0.3,0.07,0.54,0.1,0.03,0.95,0.6,0.6,0.02,0.0,0.46,0.2,0.5,0.37,0.03,0.2,0.73,0.83,0.29,0.37,0.06
nassp.csv,0.18,0.13,0.48,0.06,0.69,0.82,0.85,0.46,0.27,0.64,0.22,0.22,0.3,0.31,0.61,0.67,0.04,0.06,0.72,0.74,0.83,,0.4,0.69,0.51,0.24,0.21,0.07,0.07,0.61,0.81,0.97,0.74,0.05,0.91,0.85,0.62,0.58,0.44,0.16,0.7,0.54,0.73,0.92,0.76,0.65,0.58
neoengine.csv,0.18,0.13,0.48,0.06,,0.86,0.86,0.46,0.27,0.33,0.22,0.22,0.3,0.31,0.61,0.51,0.04,0.06,0.72,0.48,0.05,0.63,0.46,0.75,0.51,0.24,0.21,0.07,0.07,0.68,0.84,0.0,0.05,0.05,0.76,0.87,0.1,0.62,0.09,0.16,0.7,0.31,0.73,0.01,0.29,0.66,0.58
ng4j.csv,0.34,0.73,0.52,0.82,0.14,0.85,0.01,0.1,0.53,0.18,0.22,0.61,0.2,0.62,0.05,0.08,0.54,,0.02,0.09,0.84,0.04,0.31,0.1,0.08,0.26,0.62,0.55,0.74,0.46,0.66,0.0,0.05,0.77,0.7,0.87,0.1,0.3,0.09,0.52,0.69,0.57,0.02,0.92,0.22,0.15,0.57
nova.csv,0.18,0.59,0.18,0.67,0.39,0.93,0.83,0.46,0.48,0.33,0.57,0.45,0.3,0.77,0.61,0.51,0.76,0.59,0.72,0.48,0.56,0.63,0.48,0.47,0.51,0.24,0.58,0.07,0.6,0.78,0.03,0.94,0.8,,0.89,0.94,0.45,0.76,0.5,0.51,0.87,0.52,0.73,0.83,0.29,0.57,0.82
nsis.csv,0.34,0.39,0.33,0.61,0.14,,0.01,0.1,0.49,0.18,0.39,0.76,0.2,0.43,0.05,0.08,0.71,0.55,0.02,0.09,0.8,0.04,0.45,0.69,0.08,0.26,0.58,0.55,0.61,0.46,0.66,0.97,0.04,0.58,0.45,0.84,0.54,0.3,0.66,0.76,0.03,0.51,0.02,0.81,0.22,0.46,0.7
powerfolder-.csv,0.56,0.58,0.44,0.73,0.57,0.87,0.85,0.74,0.37,0.61,0.42,0.45,0.3,0.45,0.8,0.54,0.76,0.57,0.78,0.71,0.79,0.73,0.44,0.64,0.67,0.64,0.39,0.6,0.58,0.59,0.7,0.92,0.61,0.6,0.89,0.9,0.65,0.61,,0.37,0.77,0.47,0.77,0.88,0.68,0.58,0.66
qmcpack.csv,0.18,0.13,0.18,0.06,0.39,0.83,0.83,0.46,0.27,0.33,0.22,0.22,0.3,0.31,0.61,0.51,0.04,0.06,0.72,0.48,0.73,0.63,0.2,0.47,0.51,0.24,0.21,0.07,0.07,0.1,0.03,0.95,0.72,0.05,0.76,0.86,,0.2,0.68,0.16,0.7,0.46,0.73,0.87,0.29,0.66,0.69
scite-ru.csv,0.18,0.13,0.45,0.06,0.66,0.85,0.83,0.71,0.27,0.69,0.22,0.22,0.3,0.54,0.61,0.47,0.04,0.06,0.72,0.71,0.83,0.77,0.76,0.69,,0.24,0.21,0.69,0.07,0.7,0.84,0.97,0.83,0.83,0.75,0.87,0.78,0.69,0.79,0.16,0.7,0.48,0.77,0.92,0.69,0.76,0.58
soar.csv,0.34,0.4,0.48,0.58,0.53,0.01,0.82,0.1,0.23,0.76,0.28,0.29,0.2,0.2,0.05,0.6,0.64,0.56,0.02,0.79,0.58,0.84,,0.47,0.08,0.26,0.3,0.55,0.54,0.57,0.44,0.95,0.6,0.6,0.02,0.94,0.46,0.2,0.8,0.37,0.03,0.2,0.02,0.83,0.22,0.37,0.06
twostep.csv,0.34,,0.33,0.72,0.14,0.86,0.01,0.1,0.68,0.18,0.3,0.28,0.2,0.54,0.05,0.08,0.68,0.68,0.02,0.09,0.76,0.04,0.31,0.1,0.08,0.26,0.62,0.55,0.62,0.46,0.66,0.0,0.05,0.66,0.72,0.87,0.1,0.3,0.51,0.76,0.72,0.6,0.02,0.92,0.22,0.15,0.58
uwom.csv,0.18,0.74,0.46,0.8,0.68,0.85,0.86,0.62,0.6,0.32,0.29,0.63,0.3,0.62,,0.61,0.04,0.74,0.72,0.72,0.76,0.73,0.3,0.72,0.51,0.24,0.83,0.81,0.73,0.59,0.86,0.97,0.76,0.71,0.91,0.88,0.7,0.63,0.72,0.49,0.78,0.51,0.83,0.82,0.67,0.65,0.63
vdsf.csv,0.18,0.4,0.18,0.58,0.39,0.01,,0.46,0.23,0.33,0.28,0.79,0.3,0.2,0.61,0.51,0.64,0.56,0.72,0.48,0.59,0.63,0.2,0.47,0.51,0.24,0.3,0.07,0.54,0.1,0.03,0.95,0.6,0.6,0.02,0.0,0.46,0.2,0.5,0.37,0.03,0.2,0.73,0.83,0.29,0.37,0.06
xbplayer.csv,0.18,0.77,0.63,0.06,0.39,0.83,0.83,0.46,0.27,0.33,0.28,0.22,0.3,0.31,0.61,0.51,0.72,0.44,0.72,0.48,0.58,0.63,0.76,,0.51,0.24,0.76,0.07,0.07,0.79,0.86,0.97,0.82,0.05,0.97,0.88,0.63,0.56,0.57,0.73,0.69,0.64,0.73,0.84,0.29,0.59,0.68
