,freedom-erp.csv,twostep.csv,iaml.csv,etics.csv,neoengine.csv,nsis.csv,vdsf.csv,monetdb.csv,amygdala.csv,ikvm.csv,jicarilla.csv,metacosm.csv,mplayer-ce.csv,moviesandbox.csv,uwom.csv,geotools.csv,jrdf.csv,ng4j.csv,bloodycore.csv,jahshakafx.csv,jstock.csv,nassp.csv,soar.csv,xbplayer.csv,scite-ru.csv,mobicents.csv,jcache.csv,flylegacy.csv,mcmc-jags.csv,mcore3d.csv,gdis.csv,gtad.csv,liferea.csv,nova.csv,fleet-simulator.csv,japano.csv,qmcpack.csv,gnukeda.csv,powerfolder-.csv,jparsec.csv,m-m-m.csv,adonthell.csv,k3d.csv,fmri-dmt.csv,amanda.csv,jaql.csv,bzbyte.csv
iaml.csv,0.43,0.5,,0.7,0.64,0.23,0.63,0.16,0.4,0.28,0.37,0.37,0.28,0.33,0.08,0.18,0.76,0.63,0.04,0.64,0.59,0.33,0.41,0.64,0.13,0.35,0.39,0.62,0.66,0.57,0.74,0.9,0.7,0.71,0.48,0.59,0.57,0.52,0.38,0.55,0.05,0.35,0.06,0.58,0.48,0.57,0.62
ikvm.csv,0.63,0.69,0.53,0.38,0.36,0.83,0.76,0.64,0.39,,0.49,0.48,0.39,0.4,0.68,0.61,0.32,0.32,0.78,0.43,0.19,0.56,0.33,0.46,0.63,0.36,0.33,0.31,0.24,0.59,0.42,0.62,0.35,0.44,0.63,0.76,0.26,0.37,0.2,0.52,0.64,0.54,0.53,0.6,0.41,0.45,0.58
jahshakafx.csv,0.25,0.2,0.52,0.09,0.49,0.89,0.68,0.55,0.36,0.75,0.3,0.3,0.39,0.4,0.68,0.62,0.07,0.1,0.78,,0.16,0.66,0.42,0.38,0.63,0.32,0.28,0.13,0.11,0.65,0.73,0.0,0.08,0.08,0.88,0.87,0.15,0.46,0.15,0.22,0.76,0.4,0.74,0.01,0.67,0.25,0.66
japano.csv,0.25,0.3,0.48,0.16,0.58,0.75,0.87,0.55,0.56,0.44,0.36,0.36,0.39,0.49,0.68,0.62,0.27,0.13,0.78,0.58,0.3,0.7,0.43,0.71,0.59,0.32,0.31,0.11,0.33,0.44,0.14,0.34,0.46,0.24,0.73,,0.47,0.51,0.3,0.22,0.74,0.44,0.79,0.4,0.39,0.42,0.66
jaql.csv,0.25,0.2,0.34,0.46,0.48,0.8,0.87,0.55,0.36,0.42,0.3,0.3,0.39,0.4,0.68,0.6,0.07,0.1,0.78,0.57,0.19,0.7,0.31,0.56,0.59,0.32,0.28,0.11,0.11,0.16,0.06,0.2,0.08,0.08,0.81,0.84,0.24,0.35,0.29,0.22,0.76,0.46,0.79,0.29,0.37,,0.67
jcache.csv,0.48,0.74,0.44,0.45,0.64,0.5,0.66,0.62,0.53,0.63,0.35,0.64,0.5,0.65,0.65,0.58,0.56,0.5,0.74,0.78,0.69,0.52,0.43,0.68,0.71,0.59,,0.57,0.73,0.57,0.69,0.89,0.29,0.61,0.39,0.61,0.67,0.46,0.55,0.65,0.38,0.49,0.65,0.59,0.55,0.6,0.65
jicarilla.csv,0.25,0.49,0.26,0.66,0.48,0.01,0.87,0.55,0.36,0.42,,0.43,0.39,0.27,0.68,0.6,0.71,0.64,0.78,0.57,0.67,0.7,0.28,0.56,0.59,0.32,0.17,0.11,0.63,0.16,0.06,0.96,0.67,0.6,0.03,0.01,0.55,0.28,0.58,0.45,0.05,0.27,0.79,0.87,0.37,0.46,0.09
jparsec.csv,0.25,0.86,0.27,0.76,0.48,0.01,0.87,0.55,0.44,0.42,0.29,0.65,0.39,0.54,0.68,0.6,0.52,0.57,0.78,0.57,0.76,0.7,0.28,0.56,0.59,0.32,0.79,0.11,0.48,0.16,0.06,0.94,0.63,0.12,0.15,0.34,0.55,0.28,0.6,,0.42,0.29,0.79,0.85,0.37,0.52,0.44
jrdf.csv,0.25,0.64,0.26,0.8,0.48,0.01,0.87,0.55,0.43,0.42,0.41,0.3,0.39,0.4,0.68,0.6,,0.46,0.78,0.57,0.67,0.7,0.28,0.56,0.59,0.32,0.28,0.11,0.33,0.16,0.06,0.96,0.67,0.08,0.4,0.01,0.55,0.28,0.58,0.23,0.68,0.27,0.79,0.87,0.37,0.46,0.09
jstock.csv,0.25,0.5,0.29,0.65,0.5,0.32,0.87,0.55,0.4,0.42,0.35,0.29,0.39,0.5,0.68,0.6,0.75,0.6,0.78,0.57,,0.7,0.28,0.55,0.59,0.32,0.7,0.11,0.16,0.21,0.09,0.89,0.32,0.08,0.72,0.31,0.69,0.39,0.69,0.51,0.43,0.6,0.79,0.81,0.37,0.56,0.35
k3d.csv,0.25,0.3,0.38,0.34,0.68,0.56,0.83,0.56,0.65,0.4,0.33,0.53,0.39,0.55,0.68,0.66,0.55,0.48,0.78,0.68,0.65,0.67,0.46,0.52,0.59,0.32,0.36,0.11,0.5,0.38,0.57,0.81,0.43,0.44,0.58,0.64,0.53,0.54,0.51,0.28,0.57,0.48,,0.56,0.46,0.56,0.66
liferea.csv,0.25,0.2,0.26,0.66,0.48,0.09,0.87,0.55,0.36,0.42,0.3,0.3,0.39,0.59,0.68,0.6,0.15,0.21,0.78,0.57,0.62,0.7,0.28,0.56,0.59,0.32,0.28,0.11,0.3,0.16,0.06,0.95,,0.33,0.72,0.64,0.64,0.28,0.74,0.23,0.75,0.49,0.79,0.73,0.37,0.46,0.56
m-m-m.csv,0.25,0.3,0.26,0.3,0.48,0.01,0.87,0.55,0.38,0.42,0.33,0.3,0.39,0.51,0.68,0.6,0.49,0.26,0.78,0.57,0.65,0.7,0.28,0.56,0.59,0.32,0.33,0.11,0.23,0.16,0.06,0.96,0.71,0.08,0.37,0.32,0.55,0.28,0.58,0.22,,0.53,0.79,0.84,0.37,0.46,0.26
mcmc-jags.csv,0.25,0.62,0.26,0.72,0.48,0.01,0.87,0.55,0.63,0.42,0.4,0.58,0.39,0.63,0.68,0.6,0.57,0.67,0.78,0.57,0.55,0.7,0.28,0.56,0.59,0.32,0.72,0.11,,0.16,0.06,0.96,0.66,0.56,0.37,0.33,0.59,0.28,0.53,0.35,0.45,0.37,0.79,0.79,0.37,0.51,0.55
mcore3d.csv,0.41,0.2,0.43,0.09,0.23,0.87,0.56,0.6,0.36,0.5,0.3,0.3,0.39,0.39,0.68,0.22,0.07,0.1,0.78,0.72,0.09,0.32,0.39,0.48,0.73,0.43,0.28,0.64,0.11,,0.85,0.0,0.08,0.19,0.81,0.9,0.15,0.45,0.13,0.22,0.76,0.39,0.67,0.01,0.6,0.22,0.66
metacosm.csv,0.25,0.49,0.26,0.66,0.48,0.01,0.87,0.55,0.31,0.42,0.37,,0.39,0.27,0.68,0.6,0.71,0.64,0.78,0.57,0.67,0.7,0.28,0.56,0.59,0.32,0.46,0.11,0.63,0.16,0.06,0.96,0.67,0.67,0.03,0.01,0.55,0.28,0.58,0.46,0.05,0.27,0.79,0.87,0.37,0.46,0.09
mobicents.csv,0.68,0.2,0.42,0.09,0.21,0.89,0.01,0.15,0.36,0.25,0.3,0.3,0.39,0.4,0.68,0.13,0.07,0.1,0.78,0.14,0.09,0.07,0.39,0.15,0.13,,0.28,0.63,0.11,0.55,0.73,0.0,0.08,0.08,0.81,0.9,0.15,0.39,0.13,0.22,0.76,0.4,0.04,0.01,0.29,0.22,0.66
monetdb.csv,0.57,0.2,0.41,0.09,0.21,0.89,0.01,,0.36,0.25,0.3,0.3,0.51,0.4,0.77,0.3,0.07,0.1,0.72,0.15,0.09,0.07,0.39,0.15,0.33,0.5,0.28,0.63,0.11,0.55,0.73,0.0,0.08,0.08,0.81,0.9,0.15,0.39,0.13,0.22,0.76,0.4,0.1,0.01,0.33,0.22,0.66
moviesandbox.csv,0.25,0.36,0.26,0.69,0.48,0.01,0.87,0.55,0.44,0.42,0.35,0.51,0.39,,0.68,0.6,0.65,0.61,0.78,0.57,0.63,0.7,0.28,0.56,0.59,0.32,0.3,0.11,0.7,0.16,0.06,0.96,0.67,0.66,0.46,0.59,0.55,0.28,0.59,0.25,0.75,0.39,0.79,0.82,0.37,0.46,0.12
mplayer-ce.csv,0.25,0.49,0.26,0.66,0.48,0.01,0.87,0.55,0.31,0.42,0.37,0.37,,0.27,0.68,0.6,0.71,0.64,0.78,0.57,0.67,0.7,0.28,0.56,0.59,0.32,0.39,0.11,0.63,0.16,0.06,0.96,0.67,0.67,0.03,0.01,0.55,0.28,0.58,0.46,0.05,0.27,0.79,0.87,0.37,0.46,0.09
nassp.csv,0.25,0.2,0.47,0.09,0.66,0.64,0.76,0.55,0.36,0.6,0.3,0.3,0.39,0.4,0.68,0.65,0.07,0.1,0.78,0.66,0.25,,0.41,0.61,0.59,0.32,0.28,0.11,0.11,0.55,0.77,0.4,0.32,0.08,0.88,0.79,0.31,0.58,0.15,0.22,0.76,0.52,0.79,0.1,0.43,0.49,0.66
neoengine.csv,0.25,0.2,0.47,0.09,,0.89,0.74,0.55,0.36,0.41,0.3,0.3,0.39,0.4,0.68,0.6,0.07,0.1,0.78,0.57,0.09,0.7,0.46,0.51,0.59,0.32,0.28,0.11,0.11,0.56,0.83,0.0,0.08,0.08,0.81,0.9,0.15,0.6,0.13,0.22,0.76,0.4,0.79,0.01,0.37,0.29,0.66
ng4j.csv,0.43,0.71,0.47,0.23,0.21,0.88,0.01,0.16,0.51,0.25,0.25,0.6,0.28,0.62,0.08,0.13,0.18,,0.04,0.14,0.44,0.07,0.39,0.15,0.13,0.35,0.62,0.63,0.74,0.55,0.73,0.0,0.08,0.71,0.56,0.85,0.15,0.39,0.13,0.34,0.48,0.52,0.04,0.1,0.29,0.22,0.64
nova.csv,0.25,0.59,0.26,0.68,0.48,0.05,0.87,0.55,0.48,0.42,0.56,0.45,0.39,0.44,0.68,0.6,0.77,0.59,0.78,0.57,0.6,0.7,0.3,0.56,0.59,0.32,0.52,0.11,0.58,0.17,0.06,0.92,0.76,,0.48,0.09,0.53,0.34,0.58,0.52,0.3,0.41,0.79,0.85,0.37,0.47,0.15
nsis.csv,0.43,0.48,0.42,0.38,0.21,,0.01,0.16,0.33,0.25,0.37,0.41,0.28,0.32,0.08,0.13,0.64,0.58,0.04,0.14,0.69,0.07,0.41,0.24,0.13,0.35,0.45,0.63,0.63,0.55,0.73,0.13,0.07,0.64,0.06,0.53,0.41,0.38,0.52,0.48,0.05,0.48,0.04,0.47,0.29,0.3,0.67
powerfolder-.csv,0.27,0.54,0.42,0.63,0.57,0.27,0.87,0.7,0.34,0.6,0.41,0.45,0.39,0.36,0.71,0.54,0.41,0.56,0.8,0.66,0.7,0.7,0.43,0.61,0.68,0.51,0.35,0.4,0.58,0.21,0.35,0.35,0.61,0.67,0.4,0.62,0.64,0.52,,0.39,0.53,0.32,0.74,0.71,0.54,0.56,0.57
qmcpack.csv,0.25,0.19,0.26,0.09,0.48,0.29,0.87,0.55,0.36,0.42,0.3,0.3,0.39,0.4,0.68,0.6,0.07,0.1,0.78,0.57,0.55,0.7,0.28,0.56,0.59,0.32,0.28,0.11,0.11,0.16,0.06,0.76,0.5,0.08,0.81,0.71,,0.28,0.67,0.22,0.76,0.45,0.79,0.42,0.37,0.5,0.59
scite-ru.csv,0.25,0.2,0.45,0.09,0.58,0.88,0.72,0.59,0.35,0.69,0.3,0.3,0.39,0.48,0.68,0.36,0.07,0.1,0.78,0.71,0.22,0.61,0.43,0.63,,0.32,0.28,0.5,0.11,0.69,0.71,0.24,0.25,0.22,0.77,0.9,0.19,0.61,0.15,0.22,0.76,0.44,0.79,0.1,0.61,0.23,0.65
soar.csv,0.43,0.49,0.43,0.66,0.51,0.01,0.8,0.16,0.31,0.29,0.37,0.37,0.28,0.27,0.08,0.26,0.71,0.64,0.04,0.15,0.65,0.14,,0.56,0.13,0.35,0.39,0.63,0.63,0.43,0.08,0.96,0.67,0.67,0.03,0.02,0.55,0.28,0.6,0.46,0.05,0.27,0.04,0.87,0.29,0.45,0.09
twostep.csv,0.43,,0.42,0.72,0.21,0.89,0.01,0.16,0.52,0.25,0.34,0.36,0.28,0.53,0.08,0.13,0.57,0.52,0.04,0.14,0.38,0.07,0.39,0.15,0.13,0.35,0.51,0.63,0.61,0.55,0.73,0.0,0.08,0.67,0.55,0.83,0.15,0.39,0.18,0.48,0.19,0.57,0.04,0.2,0.29,0.22,0.66
uwom.csv,0.25,0.67,0.39,0.68,0.68,0.48,0.88,0.56,0.6,0.4,0.29,0.47,0.39,0.61,,0.62,0.07,0.58,0.78,0.72,0.54,0.74,0.38,0.72,0.59,0.32,0.8,0.15,0.64,0.42,0.35,0.67,0.72,0.61,0.78,0.74,0.65,0.58,0.45,0.29,0.66,0.49,0.82,0.4,0.56,0.64,0.65
vdsf.csv,0.25,0.49,0.26,0.66,0.48,0.01,,0.55,0.31,0.42,0.37,0.6,0.39,0.27,0.68,0.6,0.71,0.64,0.78,0.57,0.67,0.7,0.28,0.56,0.59,0.32,0.39,0.11,0.63,0.16,0.06,0.96,0.67,0.67,0.03,0.01,0.55,0.28,0.58,0.46,0.05,0.27,0.79,0.87,0.37,0.46,0.09
xbplayer.csv,0.25,0.23,0.43,0.09,0.48,0.6,0.87,0.55,0.36,0.42,0.29,0.3,0.39,0.4,0.68,0.6,0.31,0.12,0.78,0.57,0.32,0.7,0.38,,0.59,0.32,0.34,0.11,0.11,0.23,0.35,0.55,0.12,0.08,0.97,0.75,0.44,0.5,0.28,0.4,0.74,0.53,0.79,0.26,0.37,0.58,0.69
