avg_NPRM,max_NPRM,NRev,NStmt,total_ModifiedLOC,max_NOM,NFix,Buggy
8.0,8.0,6.0,9.0,9.0,6.0,5.0,False
8.0,8.0,6.0,7.0,6.0,6.0,5.0,False
8.0,8.0,4.0,5.0,5.0,6.0,5.0,False
7.988556106498327,7.726557999679596,4.4210301445460765,9.0,3.9616145982297453,5.292066225093908,13.947238267824364,True
9.0,9.0,10.0,9.0,10.0,9.0,5.0,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
7.546170264217264,7.968270752312116,5.477211660788313,9.0,2.281834169617127,3.2483949850328155,10.313935153796024,True
9.70407866066321,9.209895709662709,12.293870435157519,9.0,11.712000023368791,11.920998083832512,4.793616390205812,True
7.49727006258813,7.10977122638411,6.209907500569422,9.0,3.941359705086047,3.3370270538877596,10.479479216517047,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
7.847584468745161,7.074882721667244,4.771144834697102,9.0,2.8554509717724956,5.304704606084551,10.37566421211596,True
7.467455824242443,7.684200434280633,5.586889198546334,9.0,3.138633167918484,5.838120914113909,13.036081397431932,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
9.558579404567341,9.709063829339335,11.46828655944734,9.0,12.715723579103475,10.675917686313118,1.8788496919531008,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
9.0,9.0,10.0,9.0,10.0,9.0,5.0,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
9.0,9.0,10.0,9.0,10.0,9.0,5.0,True
7.706515670190125,7.591473626387395,5.314269280124973,9.0,5.734304367452284,3.985315832348445,10.276651792415773,True
7.106241832835677,7.399917261967351,5.07054118752845,9.0,5.17218882141921,4.395375244112722,13.448230452498791,True
9.905300213532414,9.599164444059674,11.849362768167843,9.0,11.120387299150284,11.459128033617148,0.28672106235458905,True
9.0,9.0,10.0,9.0,10.0,9.0,5.0,True
9.0,9.0,10.0,9.0,10.0,9.0,5.0,True
9.678115813832658,9.543797417093918,12.588623885207896,9.0,12.133725511345489,10.533527023513418,2.2846148531718047,True
9.0,9.0,10.0,9.0,10.0,9.0,5.0,True
9.79961449585752,9.280896419964009,12.362959377523353,9.0,13.552505729193054,10.897244736231533,4.77475818525431,True
7.7081927537185155,7.6638534737645125,5.054470803026932,9.0,5.797414194187782,4.139182767266968,11.192440846105791,True
7.284713214575078,7.750545173032778,4.130168241446276,9.0,3.167351145233483,4.307303360707273,14.063222392631236,True
7.590565265946341,7.829652965386522,4.442812117357641,9.0,4.975171836250134,5.080438865702998,10.30381209322206,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
9.0,9.0,10.0,9.0,10.0,9.0,5.0,True
9.623138806035104,9.830033584940699,10.39412103428109,9.0,10.391091266791058,10.961895137760841,1.5238304223624994,True
7.460978590394509,7.584979196222996,5.284333521719084,9.0,5.232826056071856,3.1347314073667247,13.956505451071083,True
7.42021724059428,7.573361123312234,4.819072743362229,9.0,2.5645556142749,5.8632168679336845,12.361711359549796,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
7.639690272791175,7.457955668836568,5.647039607147846,9.0,5.005768775867997,4.910352448462414,12.08871070913589,True
7.711156330834383,7.7898153782112,4.637750601051907,9.0,4.287813862380236,5.273866057646085,10.716235350749223,True
9.0,9.0,10.0,9.0,10.0,9.0,5.0,True
9.278646623282318,9.144421342282023,12.261011556104084,9.0,12.695552293461606,9.766220257412005,3.0974088132035495,True
7.667870729944736,7.002091250088259,4.425391337071131,9.0,3.4810767121684814,3.4800487386764236,13.698232744530094,True
7.0259397210730885,7.846896702197727,4.185786078554803,9.0,2.528805124635061,3.8718720507698965,10.860874029475376,True
9.0,9.0,10.0,9.0,10.0,9.0,5.0,True
7.182556451348248,7.198779844534462,5.198000381210585,9.0,5.656983808269928,4.0541038678323815,14.121159280750794,True
9.0,9.0,10.0,9.0,10.0,9.0,5.0,True
9.0,9.0,10.0,9.0,10.0,9.0,5.0,True
9.0,9.0,10.0,9.0,10.0,9.0,5.0,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
9.426161581668044,9.532887028745106,11.226165433848477,9.0,10.755475493098233,10.596669776669597,3.924804736484332,True
7.860997109929852,7.243240317952631,6.396790403364256,9.0,2.155195257307515,5.32994299721202,11.7841892634414,True
7.17831234955408,7.600206329614505,6.119800829542152,9.0,4.883178715243374,4.190224311131808,11.711315235118631,True
9.333465239015238,9.037017359330354,11.460312394524774,9.0,10.185070020798953,11.86178695083192,0.10099820252666802,True
9.79951209585482,9.18317663397212,11.65342890134884,9.0,11.998445179234604,10.828192790912425,3.1690569417728405,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
7.2875130753526705,7.452643532086831,6.959455248131978,9.0,4.822056278676991,3.433831980580883,13.73056528579129,True
9.88341038378747,9.320483817830183,12.4232693680281,9.0,13.084067234478113,11.675366026927854,2.6500923531575635,True
7.2996097409573935,7.8217171380996025,4.03023998359466,9.0,2.7417609310564686,4.266967225986459,10.320889517240166,True
9.0,9.0,10.0,9.0,10.0,9.0,5.0,True
9.0,9.0,10.0,9.0,10.0,9.0,5.0,True
9.3220758294759,9.678434102881429,11.62627859094477,9.0,13.035186136109786,11.67865209456827,1.5605712272893868,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
9.1438142402585,9.205532344526759,11.217258558088952,9.0,10.563515980799066,10.162406326565922,2.9561524612893515,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
7.715144767840304,7.565583553868123,6.788515367368573,9.0,3.66692255115203,4.54394820068927,10.865837337357709,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
8.0,8.0,7.0,9.0,6.0,6.0,10.0,True
