NFix,CL,max_ModifiedLOC,avg_FANOUT,max_NOM,avg_AddedLOC,max_CBO,avg_DIT,avg_NOC,total_DeletedLOC,Buggy
5.0,3.0,2.0,9.0,9.0,9.0,8.0,9.0,9.0,4.0,True
5.0,3.0,7.0,7.0,6.0,8.0,7.0,9.0,9.0,10.0,False
5.0,7.0,2.0,5.0,8.0,3.0,8.0,9.0,9.0,5.0,False
5.0,9.0,8.0,3.0,10.0,10.0,7.0,5.0,9.0,9.0,False
5.0,4.0,10.0,7.0,9.0,10.0,7.0,5.0,9.0,10.0,False
5.0,2.0,2.0,2.0,7.0,9.0,3.0,5.0,9.0,4.0,False
5.0,9.0,10.0,4.0,10.0,10.0,6.0,5.0,9.0,9.0,False
9.0,10.0,10.0,6.0,10.0,10.0,10.0,5.0,9.0,9.0,False
5.0,6.0,10.0,3.0,10.0,10.0,5.0,5.0,9.0,10.0,True
5.0,6.0,9.0,2.0,7.0,3.0,3.0,5.0,9.0,8.0,True
5.0,4.0,3.0,2.0,2.0,3.0,2.0,5.0,9.0,6.0,False
5.0,4.0,6.0,6.0,3.0,4.0,7.0,9.0,9.0,5.0,False
5.0,6.0,6.0,8.0,3.0,5.0,7.0,9.0,9.0,5.0,False
5.0,7.0,6.0,6.0,7.0,9.0,5.0,10.0,10.0,6.0,False
5.0,6.0,2.0,8.0,3.0,3.0,3.0,10.0,10.0,5.0,False
5.0,2.0,2.0,7.0,5.0,8.0,6.0,10.0,9.0,4.0,False
5.0,9.0,8.0,10.0,9.0,6.0,9.0,10.0,9.0,8.0,False
5.0,3.0,6.0,10.0,6.0,4.0,8.0,10.0,9.0,9.0,False
5.0,6.0,5.0,7.0,7.0,4.0,7.0,10.0,9.0,8.0,False
5.0,2.0,2.0,8.0,4.0,4.0,5.0,10.0,9.0,7.0,False
5.0,6.0,8.0,9.0,7.0,4.0,7.0,10.0,9.0,9.0,False
5.0,9.0,9.0,5.0,7.0,6.0,7.0,10.0,9.0,9.0,False
5.0,8.0,6.0,9.0,8.0,4.0,8.0,10.0,9.0,9.0,False
5.0,9.0,10.0,10.0,8.0,8.0,9.0,10.0,9.0,8.0,False
5.0,9.0,7.0,10.0,9.0,6.0,9.0,10.0,9.0,9.0,False
5.0,3.0,7.0,3.0,5.0,6.0,6.0,10.0,9.0,6.0,False
5.0,7.0,8.0,9.0,7.0,3.0,8.0,10.0,9.0,9.0,False
5.0,3.0,7.0,9.0,7.0,5.0,8.0,10.0,9.0,9.0,False
5.0,7.0,7.0,7.0,7.0,5.0,5.0,9.0,10.0,9.0,True
10.0,10.0,2.0,10.0,10.0,3.0,10.0,10.0,9.0,4.0,True
5.0,7.0,6.0,7.0,7.0,7.0,7.0,10.0,9.0,7.0,False
9.0,8.0,9.0,9.0,9.0,5.0,10.0,9.0,9.0,7.0,True
10.0,2.0,10.0,4.0,7.0,9.0,9.0,5.0,9.0,9.0,False
9.0,3.0,8.0,4.0,8.0,6.0,8.0,5.0,9.0,6.0,False
9.0,3.0,9.0,10.0,7.0,7.0,10.0,5.0,9.0,8.0,False
5.0,3.0,5.0,1.0,1.0,3.0,1.0,9.0,9.0,5.0,False
5.0,3.0,6.0,4.0,7.0,7.0,8.0,5.0,9.0,4.0,True
5.0,4.0,5.0,4.0,4.0,3.0,3.0,9.0,10.0,4.0,False
5.0,6.0,3.0,3.0,9.0,10.0,7.0,5.0,10.0,5.0,False
10.0,3.0,5.0,9.0,3.0,8.0,3.0,10.0,9.0,4.0,False
5.0,3.0,10.0,8.0,7.0,10.0,8.0,10.0,9.0,10.0,False
5.0,3.0,2.0,9.0,7.0,9.0,8.0,10.0,9.0,4.0,False
5.0,7.0,7.0,10.0,10.0,3.0,9.0,9.0,9.0,7.0,True
8.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,False
8.0,9.0,8.0,10.0,9.0,3.0,10.0,9.0,9.0,4.0,False
9.0,4.0,8.0,4.0,5.0,8.0,6.0,9.0,9.0,7.0,False
10.0,8.0,10.0,7.0,9.0,10.0,10.0,6.0,9.0,10.0,True
8.0,4.0,10.0,10.0,3.0,7.0,6.0,9.0,9.0,9.0,True
10.0,8.0,10.0,3.0,10.0,9.0,8.0,9.0,9.0,9.0,True
10.0,6.0,10.0,2.0,10.0,10.0,8.0,5.0,9.0,10.0,False
10.0,10.0,10.0,5.0,10.0,10.0,10.0,5.0,9.0,10.0,True
8.0,10.0,5.0,10.0,4.0,3.0,8.0,6.0,9.0,4.0,False
10.0,7.0,10.0,6.0,9.0,10.0,8.0,9.0,10.0,10.0,True
8.0,6.0,9.0,3.0,8.0,8.0,7.0,10.0,10.0,9.0,True
10.0,10.0,2.0,10.0,10.0,3.0,10.0,10.0,9.0,4.0,True
10.0,10.0,10.0,9.0,10.0,10.0,10.0,6.0,9.0,10.0,True
5.0,4.0,10.0,2.0,9.0,9.0,3.0,5.0,9.0,9.0,False
8.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,9.0,4.0,False
9.0,8.0,2.0,8.0,7.0,7.0,10.0,9.0,9.0,5.0,True
5.0,3.0,2.0,2.0,1.0,6.0,3.0,9.0,9.0,4.0,False
5.0,5.0,7.0,4.0,2.0,7.0,5.0,9.0,9.0,4.0,False
5.0,4.0,5.0,4.0,2.0,7.0,4.0,9.0,9.0,7.0,False
5.0,3.0,5.0,10.0,6.0,10.0,9.0,9.0,9.0,4.0,False
8.0,10.0,6.0,2.0,10.0,3.0,7.0,5.0,9.0,5.0,False
5.0,1.0,9.0,1.0,10.0,8.0,3.0,5.0,9.0,9.0,False
5.0,1.0,10.0,2.0,10.0,6.0,3.0,5.0,9.0,9.0,False
5.0,7.0,3.0,3.0,9.0,9.0,6.0,5.0,9.0,4.0,False
5.0,2.0,9.0,1.0,9.0,8.0,6.0,5.0,9.0,9.0,False
5.0,6.0,3.0,2.0,10.0,8.0,3.0,5.0,9.0,9.0,False
5.0,6.0,7.0,8.0,4.0,3.0,6.0,9.0,9.0,4.0,False
5.0,6.0,3.0,6.0,3.0,4.0,6.0,9.0,9.0,4.0,False
5.0,9.0,10.0,10.0,6.0,7.0,10.0,9.0,9.0,6.0,False
8.0,7.0,5.0,8.0,7.0,10.0,9.0,9.0,9.0,5.0,False
9.0,7.0,9.0,9.0,5.0,9.0,9.0,9.0,9.0,8.0,True
8.0,6.0,8.0,4.0,4.0,7.0,7.0,5.0,9.0,7.0,False
5.0,8.0,5.0,3.0,8.0,9.0,7.0,9.0,9.0,4.0,True
5.0,8.0,8.0,4.0,6.0,10.0,7.0,6.0,9.0,6.0,False
5.0,4.0,5.0,4.0,2.0,5.0,3.0,5.0,9.0,4.0,False
8.0,3.0,2.0,1.0,2.0,4.0,3.0,9.0,9.0,4.0,False
8.0,9.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,6.0,False
9.0,7.0,9.0,10.0,5.0,9.0,8.0,9.0,9.0,9.0,False
5.0,2.0,6.0,10.0,2.0,3.0,6.0,6.0,9.0,4.0,False
8.0,4.0,8.0,7.0,2.0,9.0,4.0,5.0,9.0,10.0,False
8.0,2.0,5.0,1.0,1.0,8.0,1.0,5.0,9.0,8.0,False
8.0,6.0,5.0,6.0,4.0,8.0,3.0,9.0,9.0,4.0,False
5.0,7.0,10.0,10.0,2.0,10.0,9.0,9.0,9.0,10.0,True
5.0,4.0,2.0,7.0,4.0,9.0,7.0,10.0,9.0,4.0,False
5.0,4.0,5.0,10.0,4.0,9.0,9.0,10.0,9.0,4.0,False
5.0,4.0,8.0,5.0,4.0,10.0,8.0,9.0,9.0,9.0,False
5.0,6.0,6.0,8.0,7.0,4.0,7.0,5.0,9.0,4.0,False
5.0,10.0,6.0,8.0,10.0,4.0,9.0,5.0,9.0,4.0,False
5.0,5.0,6.0,10.0,4.0,10.0,8.0,5.0,9.0,4.0,False
5.0,8.0,5.0,9.0,5.0,9.0,6.0,5.0,9.0,4.0,False
8.0,7.0,3.0,5.0,10.0,9.0,9.0,5.0,9.0,4.0,True
8.0,9.0,8.0,10.0,8.0,6.0,10.0,9.0,9.0,7.0,False
8.0,10.0,2.0,10.0,5.0,3.0,10.0,9.0,9.0,4.0,False
5.0,7.0,9.0,2.0,10.0,3.0,1.0,9.0,9.0,4.0,False
8.0,9.0,10.0,10.0,7.0,8.0,10.0,9.0,9.0,9.0,False
8.0,10.0,2.0,10.0,9.0,3.0,10.0,9.0,9.0,4.0,False
8.0,10.0,2.0,10.0,10.0,3.0,10.0,9.0,9.0,4.0,False
5.0,6.0,10.0,10.0,2.0,3.0,8.0,5.0,9.0,4.0,False
5.0,4.0,10.0,5.0,8.0,9.0,8.0,5.0,9.0,7.0,True
8.0,5.0,3.0,5.0,4.0,5.0,6.0,5.0,9.0,5.0,False
5.0,3.0,10.0,9.0,8.0,10.0,8.0,5.0,9.0,7.0,False
5.0,7.0,5.0,10.0,1.0,10.0,8.0,9.0,9.0,7.0,False
5.0,6.0,10.0,10.0,2.0,9.0,7.0,9.0,9.0,5.0,False
5.0,8.0,3.0,7.0,4.0,3.0,7.0,5.0,9.0,8.0,False
5.0,9.0,2.0,8.0,10.0,9.0,8.0,5.0,9.0,4.0,False
5.0,3.0,3.0,7.0,3.0,3.0,7.0,5.0,9.0,4.0,False
8.0,8.0,3.0,9.0,7.0,3.0,7.0,5.0,9.0,4.0,False
8.0,10.0,3.0,10.0,7.0,7.0,9.0,5.0,9.0,4.0,False
5.0,8.0,6.0,10.0,4.0,3.0,9.0,9.0,9.0,4.0,False
5.0,10.0,3.0,6.0,10.0,3.0,7.0,5.0,9.0,5.0,False
5.0,8.0,8.0,9.0,9.0,3.0,10.0,5.0,9.0,6.0,False
5.0,10.0,6.0,3.0,10.0,4.0,8.0,5.0,9.0,7.0,False
5.0,7.0,6.0,9.0,7.0,10.0,7.0,5.0,9.0,4.0,False
5.0,6.0,6.0,6.0,2.0,3.0,6.0,9.0,9.0,4.0,False
5.0,6.0,6.0,5.0,2.0,3.0,6.0,9.0,9.0,4.0,False
5.0,5.0,5.0,6.0,9.0,10.0,8.0,5.0,9.0,4.0,False
10.0,10.0,2.0,7.0,10.0,3.0,9.0,5.0,9.0,4.0,True
5.0,5.0,10.0,10.0,1.0,8.0,9.0,9.0,9.0,8.0,False
5.0,5.0,3.0,10.0,1.0,3.0,8.0,9.0,9.0,4.0,False
5.0,5.0,7.0,10.0,2.0,6.0,7.0,9.0,9.0,7.0,False
5.0,7.0,2.0,4.0,9.0,7.0,9.0,5.0,9.0,4.0,False
5.0,5.0,5.0,10.0,1.0,3.0,7.0,9.0,9.0,4.0,False
9.0,5.0,10.0,10.0,1.0,8.0,9.0,9.0,9.0,9.0,True
5.0,10.0,3.0,5.0,10.0,3.0,8.0,5.0,9.0,4.0,False
5.0,8.0,7.0,5.0,2.0,8.0,5.0,5.0,9.0,5.0,False
5.0,7.0,6.0,9.0,2.0,3.0,5.0,9.0,9.0,4.0,False
5.0,8.0,6.0,3.0,4.0,9.0,3.0,9.0,9.0,4.0,False
8.0,7.0,6.0,6.0,2.0,4.0,3.0,6.0,9.0,4.0,False
8.0,5.0,6.0,7.0,2.0,9.0,5.0,9.0,9.0,6.0,True
8.0,10.0,2.0,9.0,9.0,9.0,10.0,5.0,9.0,4.0,False
5.0,9.0,8.0,4.0,9.0,9.0,7.0,5.0,9.0,8.0,False
6.922475499429163,6.476566182706613,9.0,1.3328643176178754,9.15728801800919,8.685810157546605,7.0,10.706156151973572,10.143658552230251,9.70545432610686,True
6.5622139629244565,10.322808342198854,3.043852757042429,5.0,7.875605982335816,8.875083037344124,8.569751115806813,4.705073438084785,9.0,4.460782466280202,True
9.44434705526448,8.0,0.941209334154115,11.150036628984099,6.673429502817897,6.640845456917695,10.533981875119244,9.0,9.0,5.343800505165585,True
7.515019576731348,1.0,3.527209906733567,0.0,9.04415846076113,12.346363894938612,1.7076931238767545,3.1178784460894104,9.0,0.8910750973475761,True
3.8705426376944225,11.268693331599744,10.435298421193009,10.08032310047149,1.9564634707666126,11.414672805417354,9.792387184153645,9.0,9.0,11.716339925600122,True
5.0,1.7501888218024015,6.076794427437644,4.481632175215604,6.924816413548163,5.758122924216845,8.951114219253006,4.710635368839791,9.0,4.0,True
7.192958950481815,10.204051869042626,0.7600807742987765,5.0,16.698441625042708,9.783932968340277,9.689917604533724,4.21721595504838,9.0,1.2046115314020374,True
11.713495596267721,8.0,13.288691493489434,11.831610086734134,8.0,7.784735656098108,12.036060125622113,9.0,9.0,14.867197813650595,True
13.915173740847052,8.0,10.566833764076554,7.615836869346242,9.869253505117035,10.671582479853134,12.518686125984054,3.189842716644177,9.0,11.888182787074177,True
1.601076808000959,3.0333231902519273,9.0,6.052191427660345,3.0,0.0,7.0,9.0,9.0,8.0,True
10.0,9.435223730151598,10.252330917765226,1.4148522527989862,14.509794593999269,9.80675929850979,8.047939367452711,9.0,9.0,9.88158323552395,True
10.0,14.566934401452313,10.316250129102809,5.0,14.57314028641008,11.321280291583571,12.552926059623811,2.0768395419561156,9.0,11.925992946882577,True
10.0,16.066090202494806,10.035531032493513,5.0,16.051303957806983,12.117616489811564,10.6128568283531,3.3085335591413463,9.0,10.179572214447022,True
1.607403612081129,6.8224730043174775,9.0,1.1022566478384483,7.385198154588772,1.2552380694452494,1.5308343992516313,3.9770694561165016,9.0,8.0,True
1.419676683328757,5.043452756109,1.0081293798737134,2.6379204284380644,7.581282242897606,3.651539523168378,1.5703495458836585,1.4325585303885622,9.0,5.9101393875742785,True
13.601523506909857,0.0,10.323927896157196,6.596663672004411,1.1599511021832805,5.237155561276129,7.0,9.0,9.0,10.213825495185349,True
11.45640488904353,8.0,11.922547267960224,7.484615833312766,9.874525366887228,10.90501869768404,12.342540235337871,5.0715563986704755,9.0,15.00103387354848,True
11.442283454431056,11.513831539580579,12.237894692805074,6.399953480244507,10.767430798988602,10.51379182561766,12.868465149275485,2.5155537297712978,9.0,10.356360680846183,True
2.1518816716332316,8.724105404430492,2.7192966930747913,10.057814699202403,13.677202248554448,0.0,8.281967862193582,9.0,9.0,8.0,True
11.517041032654152,8.0,11.928162382302867,14.153008188148807,9.61226112155449,2.5662552341881906,10.295856151596807,9.0,9.0,7.942540541067032,True
10.0,2.2974669912740784,10.334669215188946,13.184932367957007,0.6938439399454432,9.679325646266552,10.288670316970265,9.0,9.0,8.0,True
10.0,12.0332668966774,10.997766868227473,1.3232265622430632,16.521784513947395,9.504904086647299,8.505108880876955,9.0,9.0,9.267512515085638,True
5.0,0.8263724332222182,6.168554981912064,6.188666665938804,2.2432422291617096,7.908771987647359,8.300165669200526,9.0,9.0,7.416534572595631,True
1.7200349266320174,14.037379069592607,1.9140476896843261,1.7144497426350487,9.40557957180314,9.415079042456483,7.0,9.0,9.0,0.8252838689038198,True
2.0763555432773333,6.268179337014628,2.7660296643735807,2.4879974223268264,10.75113481191847,3.395855966554465,1.5423468305042127,3.3272705387855455,9.0,4.529497999399757,True
10.0,12.050289303736948,10.314527186132759,5.0,10.285407345916848,10.746280266394356,10.331499383048039,2.1999981803973054,9.0,11.961102123207503,True
10.0,1.0,9.0,5.0,3.0,7.0,7.0,9.0,9.0,8.0,True
8.883715778834919,3.3689145096695245,10.553858972504191,8.895067490193927,7.085997657812006,10.098135602759811,8.969562193412985,9.0,9.0,9.353630939768637,True
4.287915052495589,3.2724066941365977,1.5433001098366872,1.0056017993369784,7.719339113462432,0.0,0.0,3.3819311658236972,9.0,2.231461238487803,True
5.0,0.0,10.7511692239165,8.277503722118118,0.43658249618731393,0.0,7.0,9.0,9.0,9.329567977557504,True
5.0,6.310507533491904,7.677529807083991,8.010711045565976,6.299618592245112,3.3452310498591387,4.2568662445113805,9.0,10.069746544800296,10.406413863975786,True
6.020358500929701,1.0,4.478825388784159,1.9656594271520464,9.992563995590775,11.60752463020765,0.24605577339295115,4.951585736538934,9.0,0.12242566100477204,True
10.894269680354865,0.0,9.330389296548518,5.151523586145521,1.616714393094319,5.713335768869152,7.0,9.0,9.0,8.070059365362912,True
8.219910358280965,3.73111705350603,14.417933721839926,12.58316681494242,2.2120280918753874,6.906261025064076,5.303187158221119,9.0,9.0,10.132385854763642,True
1.3257016246106383,9.089828723900025,10.850871683526522,2.777518107045494,14.062025602016243,10.58652173756592,3.5020947494868055,2.3880419683149117,9.0,10.474335257381881,True
6.529651802418523,6.90686877545822,5.344300298750301,7.354834693170296,1.009078503185668,10.128828578795089,4.464842596801956,9.0,9.0,4.12168355153424,True
13.11440645199294,11.032867304427608,0.0,10.637133445760307,11.353969965316093,0.9783279594403096,12.279256872022575,10.997406631019846,9.0,4.0,True
6.881410653216124,7.535813407681111,4.32480358916576,12.038539027411868,1.0656504558169948,8.942277001284147,7.0,3.555236484888638,9.0,6.716430689638964,True
10.0,11.935922553154269,10.925168848298641,1.983750641039799,11.474185460534143,10.672479591580654,8.752059240341353,9.0,9.0,9.966497446912399,True
3.737997163588473,3.5051651439931093,1.1759990556861293,0.29777568334683346,7.168361776545825,0.6491186878685808,0.0,1.219186384633094,9.0,3.6796972449874046,True
5.0,6.730227130687643,7.832098509669262,16.539356422968396,11.05920061539271,1.3796748311031652,9.845333726087354,9.0,9.0,9.484962332038757,True
5.0,0.5164525698077034,0.0,1.271720135532785,6.376952935924481,2.385863807450394,0.0,1.60290314947559,9.0,4.0,True
2.5062283634994187,8.15171250550619,5.610167111457089,7.839959893061662,10.28967570006953,3.942048752141384,3.1752494500839887,9.0,10.301395172828848,9.69772582726694,True
7.759923732323895,12.381387265743772,0.0,5.0,14.701577467102911,10.565136513881354,9.234350643196994,2.4597862084082687,9.0,0.282531358908098,True
12.577281752149217,11.569633968772235,1.4986634158312437,13.14169568786003,11.127806489772537,0.0,12.574877465351282,10.069353943260758,9.0,4.0,True
2.805812137594537,4.356757057502431,0.0,10.958885169107322,13.99455111688906,10.858765838339247,8.025750609819502,9.0,9.0,0.02614546120836847,True
5.0,0.0,6.201697172980328,5.056292936433837,2.706157252917516,7.142629200625032,8.4610951160483,9.0,9.0,7.083256704437202,True
5.0,8.0,5.0,12.112780863530546,9.409058459111536,0.0,8.996633700670518,9.0,9.0,8.159713863177565,True
10.0,1.0,9.0,0.09151781728858976,9.27220270030339,9.764525223905684,7.0,9.0,9.0,4.314881469947698,True
13.930417643694744,0.0,11.461536223385092,6.650945133531035,2.2385963907436137,6.441761680615617,7.0,9.0,9.0,10.767544321973155,True
5.0,0.0,2.598030720619441,4.6338361667620624,0.0,7.468687248442521,4.035485831012786,9.0,9.0,4.0,True
7.70525595790596,3.7683172890077095,3.1136091055781225,10.356500204827306,1.8184438881113623,0.0,8.909800176809963,9.0,9.0,0.3932759643107362,True
1.411582672685316,11.581008329013812,10.514120140990544,12.655409699262073,1.8449013785853268,11.095703371794935,10.42871220468799,9.0,9.0,10.757192986519208,True
2.5355614546950056,8.029073861076201,1.967725160450298,1.5895291186147478,11.115134878098267,10.772982690857006,7.0,9.0,9.0,3.2048964516158547,True
10.0,10.27821629578328,0.0,7.427357495981282,14.676078561467783,0.30241697401665224,10.993889534480003,1.4646621929817352,9.0,0.6564061860754937,True
9.115590129815136,2.416019976734193,6.481722872880417,16.616480853084,0.0,2.352542453736434,8.048238263829898,9.0,9.0,4.0,True
4.241317513379423,7.81313044394321,10.017272617029006,12.542778203211842,1.632019471183604,10.402728777690958,10.886508210113679,9.0,9.0,10.429973627074471,True
5.0,8.0,5.0,3.0,8.0,9.0,7.0,9.0,9.0,4.0,True
13.8278775887909,0.0,9.106936151075573,5.002526370121586,2.2083433544442874,6.354152160915472,7.0,9.0,9.0,8.986253940998154,True
12.055762000868263,4.66228453134553,11.634783201074294,10.96669159212484,0.0,7.3711995909936965,10.502770536496293,9.0,9.0,9.511082156565786,True
10.0,2.2607711122283365,10.745915138108957,14.681885167533054,0.6253534107634413,9.18598541673041,10.170752149365633,9.0,9.0,8.0,True
5.0,8.0,11.287191672315515,3.0,9.234328545346333,10.393431342241076,7.0,1.820763142683386,9.0,13.892005260220003,True
