nmapwin,1191,1990,0.598492
nostromodriver,1,4,0.25
nspring,1366,1878,0.72737
ntw,174,258,0.674419
o2xmapper,15968,16880,0.945972
ofpr,1580,2275,0.694505
oness,693,1039,0.666987
openefm,7326,9861,0.742927
openillusionist,2862,4950,0.578182
openjmx,6003,8194,0.732609
openrds,1669,2004,0.832834
openrequest,9721,12221,0.795434
opensteer,1573,2436,0.645731
osage,4414,5742,0.768722
osgjuggler,224,665,0.336842
ouoss,45725,47181,0.96914
p2p-radio,4617,5329,0.866391
pfpro,10576,11666,0.906566
phosphor,21735,23529,0.923754
phpdavinci,7161,7389,0.969143
platonos,20209,21711,0.930818
plptools,253,1088,0.232537
pols,866,1432,0.604749
posit,5881,10396,0.565698
pred,1528,1683,0.907903
premake,420,845,0.497041
projectfootball,1216,3005,0.404659
prospear,1531,1901,0.805366
psotnic,697,1513,0.460674
pvrbot,508,871,0.583238
qaproxy,69,195,0.353846
qiqu,14695,16459,0.892825
qkalahari,23,213,0.107981
qof-jdbc,3935,5578,0.70545
qsynaptics,3,136,0.0220588
realm,992,2093,0.473961
realmsofmagic,2232,3584,0.622768
reteptools,36907,45006,0.820046
retrotranslator,6229,7965,0.782046
riser,11766,15440,0.762047
routeruler,44411,45712,0.971539
rvsn00p,10215,10989,0.929566
sablecc,8769,11588,0.756731
sartoris,0,8,0
saxondotnet,85221,101219,0.841947
scrap,132,306,0.431373
scubatoolkit,14501,15235,0.951821
securertp,9842,10066,0.977747
securesms,823,1122,0.733512
securityfilter,935,1246,0.750401
semantikos,6975,7900,0.882911
sharpflash,66,138,0.478261
side4u,51442,51785,0.993376
sigel,672,2714,0.247605
simfony,1264,1576,0.80203
sitast,1515,2021,0.749629
skyeye,72,345,0.208696
smartanalyzer,1829,2353,0.777306
smartfeedback,48,191,0.251309
smarty4j,5278,5965,0.884828
snes9express,2096,2688,0.779762
soapical,17389,20147,0.863106
spec,32553,73410,0.443441
spheresuite,0,121,0
spwrapper,12367,13209,0.936256
sse-examples,33919,42976,0.789254
staf,30710,35593,0.86281
stroom,1120,2108,0.531309
stu,5096,6046,0.842871
stunts3d,34,311,0.109325
synopsis,14767,18577,0.794908
syrup,1520,2039,0.745463
tertis,20,190,0.105263
tgl,2865,5185,0.552555
thx,535,937,0.570971
tidyfornet,216,511,0.422701
tnf2,31614,34684,0.911487
toaster,18,47,0.382979
toba,6942,7888,0.880071
toppers-utils,6750,10120,0.666996
tracksail,1570,1816,0.864537
tuxpaint,0,3,0
txth,2985,5402,0.552573
uaex,0,25,0
uced,37958,45514,0.833985
umleditor,158102,176035,0.898128
usercontrol,55,630,0.0873016
usermanager2,7,154,0.0454545
uvc,644,1139,0.565408
vmaster,71092,78137,0.909838
vnc-tight,15917,24827,0.641117
voodoo,1748,2875,0.608
vronline,2753,4205,0.654697
welofunc,48298,50293,0.960332
wiideocenter,4347,5612,0.77459
wikiportal,995,1214,0.819605
winlirc,50,200,0.25
worms3d,168,352,0.477273
wowicon,1308,2649,0.493771
wxlua,1752,2893,0.6056
xing,45050,50695,0.888648
xmlceclipse,656,881,0.744608
xmlhelper,1578,1737,0.908463
xmloatmeal,715,1008,0.709325
xmlvoc,29187,31038,0.940363
xmoon,449,859,0.522701
xtas,1264,1695,0.745723
xtc4y,2707,3424,0.790596
xvcl,46261,50151,0.922434
zige,4808,9697,0.495823
