jcsc,199,1759,0.044642
jdiagnose,401,3898,0.024301
jewelbox,1451,17211,0.008180
jfunc,39,305,0.205802
jgedit,173,1189,0.039958
jge-engine,91,741,0.090476
jobscheduler,1236,8650,0.005666
join,778,7564,0.012512
jpacket,41,491,0.299390
jpf,110,1188,0.099082
jprogect,70,715,0.148033
jrobin,247,2567,0.042246
jsorter,27,229,0.326210
jsqldoc,26,227,0.349230
jstatemachine,126,1261,0.080063
jtestcase,389,2208,0.014629
jtoe,75,691,0.124504
jxmenu,40,298,0.191025
kameleon,90,296,0.036953
kaptleen,12,35,0.265151
kcheat,11,35,0.318181
kde-cim,38,177,0.125889
kof91,11,21,0.190909
kvglininstaller,24,32,0.057971
launch4j,106,1176,0.105660
lazarus-ccr,129,359,0.021741
ldapd,16,124,0.516666
leaf2,421,1066,0.006028
lefthand,397,3240,0.020609
lets-talk,1049,10942,0.009953
libdsp,19,68,0.198830
linpal,5,19,0.950000
live-graph,128,1205,0.074126
lobtracestream,15,32,0.152380
lpd,540,6200,0.021301
lpdspooler,52,554,0.208898
marauroa,166,1991,0.072690
mayatomgc,8,54,0.964285
mbootp,12,104,0.787878
meconsole,88,321,0.041927
microdev,455,2943,0.014246
milkengine,220,1007,0.020900
mm8leveleditor,789,7148,0.011496
mmssuite,74,669,0.123843
morphious,108,1073,0.092852
msysrssreader,28,151,0.199735
mt-daapd,9,9,0.125000
myster,588,5979,0.017322
mywl,40,203,0.130128
nagiosappender,7,74,1.761904
napkinlaf,322,3754,0.036318
netlogclient,34,223,0.198752
net-policy,20,43,0.113157
netradar,19,84,0.245614
ngraver,124,787,0.051599
njs,14,18,0.098901
nmapwin,99,159,0.016388
nspring,74,750,0.138837
ntw,127,198,0.012373
o2xmapper,114,1120,0.086943
ofpr,119,821,0.058467
oness,54,278,0.097134
openbt,11,11,0.100000
openefm,298,3497,0.039511
openillusionist,128,388,0.023868
openjmx,359,4131,0.032142
openmgcp,3,4,0.666666
openrds,91,761,0.092918
openrequest,671,4952,0.011014
opensteer,81,400,0.061728
osage,278,2495,0.032400
osgjuggler,20,43,0.113157
ouoss,415,4382,0.025504
p2p-radio,123,1312,0.087431
pfpro,149,1192,0.054054
phosphor,437,3837,0.020138
phpdavinci,36,365,0.289682
platonos,228,2089,0.040362
pliant,36,102,0.080952
plptools,63,284,0.072708
pols,114,1130,0.087719
posit,346,3362,0.028164
pred,39,357,0.240890
premake,78,702,0.116883
projectfootball,120,471,0.032983
prospear,126,448,0.028444
psotnic,118,526,0.038099
pvrbot,38,458,0.325746
qaproxy,9,18,0.250000
qiqu,297,3078,0.035012
qkalahari,7,20,0.476190
qof-jdbc,377,3115,0.021974
qsynaptics,3,5,0.833333
raddump,2,2,1.000000
raine,15,26,0.123809
realm,186,622,0.018076
realmsofmagic,237,1827,0.032664
remotefinder,24,45,0.081521
reteptools,859,8477,0.011501
retrotranslator,377,3131,0.022087
riser,890,5896,0.007451
routeruler,289,2950,0.035443
rvsn00p,162,2063,0.079096
sablecc,329,4176,0.038698
safecopy,4,5,0.416666
sartoris,63,117,0.029953
saxondotnet,1781,36165,0.011407
scrap,43,87,0.048172
scst,38,69,0.049075
scubatoolkit,117,1420,0.104627
securertp,56,479,0.155519
securesms,64,525,0.130208
securityfilter,73,525,0.099885
semantikos,173,1442,0.048460
sharpflash,11,50,0.454545
side4u,117,1075,0.079207
sigel,144,783,0.038024
simfony,79,642,0.104186
sitast,111,901,0.073791
skyeye,642,1235,0.003001
smartanalyzer,104,1042,0.097274
smartfeedback,15,34,0.161904
smarty4j,247,2392,0.039366
snes9express,51,432,0.169411
soapical,409,3452,0.020686
spec,1611,3165,0.001220
spheresuite,4,5,0.416666
spwrapper,164,1877,0.070215
sse-examples,1493,10830,0.004861
staf,841,8296,0.011743
statopolycli,2,2,1.000000
stroom,162,1043,0.039989
stu,108,1264,0.109380
stunts3d,26,58,0.089230
synopsis,585,3452,0.010104
syrup,82,988,0.148750
teledat,5,9,0.450000
tertis,18,73,0.238562
tgl,134,562,0.031534
thx,64,392,0.097222
tidyfornet,36,150,0.119047
tnf2,362,4167,0.031886
toaster,6,12,0.400000
toba,202,1560,0.038421
toppers-utils,382,2579,0.017719
tracksail,30,365,0.419540
tuxpaint,4,4,0.333333
txth,153,869,0.037366
uced,881,9414,0.012142
umleditor,1712,21771,0.007432
usercontrol,41,183,0.111585
usermanager2,7,33,0.785714
uvc,61,204,0.055737
vmaster,1388,14229,0.007391
vnc-tight,941,4511,0.005099
vnuml,3,3,0.500000
voodoo,146,769,0.036324
vronline,376,2998,0.021262
welofunc,397,4574,0.029094
wiideocenter,235,1947,0.035406
wikiportal,66,239,0.055710
winlirc,12,46,0.348484
worms3d,8,26,0.464285
wowicon,167,885,0.031924
wxlua,88,262,0.034221
xing,1166,12056,0.008875
xmlceclipse,39,259,0.174763
xmlhelper,31,305,0.327956
xmloatmeal,51,507,0.198823
xmlvoc,239,2190,0.038500
xmoon,35,172,0.144537
xtas,77,807,0.137901
xtc4y,132,1053,0.060895
xvcl,704,3333,0.006734
zige,140,837,0.043011
